회사명,거래소코드,회계년도,판매비와관리비(영업비용)(*)(천원),판매비와 관리비(물류원가 등 포함)(*)(IFRS)(천원)
(주)아모레퍼시픽,090430,2018/12,2143454637,2143454637
(주)아모레퍼시픽,090430,2019/12,2308003987,2308003987
(주)아모레퍼시픽,090430,2020/12,1858739595,1858739595
(주)아모레퍼시픽그룹,002790,1981/12,36156131,
(주)아모레퍼시픽그룹,002790,1982/12,46650001,
(주)아모레퍼시픽그룹,002790,1983/12,54571367,
(주)아모레퍼시픽그룹,002790,1984/12,67236916,
(주)아모레퍼시픽그룹,002790,1985/12,65012541,
(주)아모레퍼시픽그룹,002790,1986/12,73851577,
(주)아모레퍼시픽그룹,002790,1987/12,94862548,
(주)아모레퍼시픽그룹,002790,1988/12,123289300,
(주)아모레퍼시픽그룹,002790,1989/12,137231068,
(주)아모레퍼시픽그룹,002790,1990/12,142711945,
(주)아모레퍼시픽그룹,002790,1991/12,178099913,
(주)아모레퍼시픽그룹,002790,1992/12,203671630,
(주)아모레퍼시픽그룹,002790,1993/12,236798616,
(주)아모레퍼시픽그룹,002790,1994/12,295876892,
(주)아모레퍼시픽그룹,002790,1995/12,290342193,
(주)아모레퍼시픽그룹,002790,1996/12,325923640,
(주)아모레퍼시픽그룹,002790,1997/12,367590170,
(주)아모레퍼시픽그룹,002790,1998/12,376397744,
(주)아모레퍼시픽그룹,002790,1999/12,338431924,
(주)아모레퍼시픽그룹,002790,2000/12,403518906,
(주)아모레퍼시픽그룹,002790,2001/12,488046220,
(주)아모레퍼시픽그룹,002790,2002/12,536100841,
(주)아모레퍼시픽그룹,002790,2003/12,543462287,
(주)아모레퍼시픽그룹,002790,2004/12,528628477,
(주)아모레퍼시픽그룹,002790,2005/12,567865480,
(주)아모레퍼시픽그룹,002790,2006/12,259283765,
(주)아모레퍼시픽그룹,002790,2007/12,4265113,4265113
(주)아모레퍼시픽그룹,002790,2008/12,4534051,4534051
(주)아모레퍼시픽그룹,002790,2009/12,4560060,4560060
(주)아모레퍼시픽그룹,002790,2010/12,4931395,7093787
(주)아모레퍼시픽그룹,002790,2011/12,4718000,4718000
(주)아모레퍼시픽그룹,002790,2012/12,9478000,9478000
(주)아모레퍼시픽그룹,002790,2013/12,15053000,15053000
(주)아모레퍼시픽그룹,002790,2014/12,30502000,30502000
(주)아모레퍼시픽그룹,002790,2015/12,27474000,27474000
(주)아모레퍼시픽그룹,002790,2016/12,34071000,34071000
(주)아모레퍼시픽그룹,002790,2017/12,33745000,33745000
(주)아모레퍼시픽그룹,002790,2018/12,28536787,28536787
(주)아모레퍼시픽그룹,002790,2019/12,28624966,28624966
(주)아모레퍼시픽그룹,002790,2020/12,21564333,21564333
(주)아센디오,012170,1986/12,840423,
(주)아센디오,012170,1987/12,1061489,
(주)아센디오,012170,1988/12,1245664,
(주)아센디오,012170,1989/12,1610639,
(주)아센디오,012170,1990/12,1772299,
(주)아센디오,012170,1991/12,2107070,
(주)아센디오,012170,1992/12,2068478,
(주)아센디오,012170,1993/12,2335826,
(주)아센디오,012170,1994/12,2320082,
(주)아센디오,012170,1995/12,2883545,
(주)아센디오,012170,1996/12,2884276,
(주)아센디오,012170,1997/12,3893503,
(주)아센디오,012170,1998/12,,
(주)아센디오,012170,1999/12,8837793,
(주)아센디오,012170,2000/12,4946281,
(주)아센디오,012170,2001/12,3075347,
(주)아센디오,012170,2002/12,4214835,
(주)아센디오,012170,2003/12,6469537,
(주)아센디오,012170,2004/12,4441426,
(주)아센디오,012170,2005/12,3444390,
(주)아센디오,012170,2006/12,32760352,
(주)아센디오,012170,2007/12,10236562,10236562
(주)아센디오,012170,2008/12,6891151,6891151
(주)아센디오,012170,2009/12,5907883,5907883
(주)아센디오,012170,2010/12,5782481,4688429
(주)아센디오,012170,2011/12,6598832,6598832
(주)아센디오,012170,2012/12,12022260,12022260
(주)아센디오,012170,2013/12,9926653,9926653
(주)아센디오,012170,2014/12,7028053,7028053
(주)아센디오,012170,2015/12,3409707,3409707
(주)아센디오,012170,2016/12,6382091,6382091
(주)아센디오,012170,2017/12,6400326,6400326
(주)아센디오,012170,2018/12,7861464,7861464
(주)아센디오,012170,2019/12,6981830,6981830
(주)아센디오,012170,2020/12,4003950,4003950
(주)아이마켓코리아,122900,2000/12,0,
(주)아이마켓코리아,122900,2001/12,0,
(주)아이마켓코리아,122900,2002/12,0,
(주)아이마켓코리아,122900,2003/12,0,
(주)아이마켓코리아,122900,2004/12,25775939,
(주)아이마켓코리아,122900,2005/12,26271213,
(주)아이마켓코리아,122900,2006/12,30150467,
(주)아이마켓코리아,122900,2007/12,31205919,31205919
(주)아이마켓코리아,122900,2008/12,32399460,32399460
(주)아이마켓코리아,122900,2009/12,32906000,32906000
(주)아이마켓코리아,122900,2010/12,38967246,38406790
(주)아이마켓코리아,122900,2011/12,42401372,42401372
(주)아이마켓코리아,122900,2012/12,53249256,53249256
(주)아이마켓코리아,122900,2013/12,67553552,67553552
(주)아이마켓코리아,122900,2014/12,72758639,72758639
(주)아이마켓코리아,122900,2015/12,73792941,73792941
(주)아이마켓코리아,122900,2016/12,67912397,67912397
(주)아이마켓코리아,122900,2017/12,66248761,66248761
(주)아이마켓코리아,122900,2018/12,63141313,63141313
(주)아이마켓코리아,122900,2019/12,60851314,60851314
(주)아이마켓코리아,122900,2020/12,57975460,57975460
(주)아이에이치큐,003560,1981/12,1137098,
(주)아이에이치큐,003560,1982/12,1539036,
(주)아이에이치큐,003560,1983/12,2041019,
(주)아이에이치큐,003560,1984/12,2784077,
(주)아이에이치큐,003560,1985/12,3510012,
(주)아이에이치큐,003560,1986/12,4197318,
(주)아이에이치큐,003560,1987/12,4556338,
(주)아이에이치큐,003560,1988/12,5369422,
(주)아이에이치큐,003560,1989/12,5810646,
(주)아이에이치큐,003560,1990/12,6570221,
(주)아이에이치큐,003560,1991/12,7223646,
(주)아이에이치큐,003560,1992/12,9103725,
(주)아이에이치큐,003560,1993/12,9577441,
(주)아이에이치큐,003560,1994/12,11840115,
(주)아이에이치큐,003560,1995/12,12961503,
(주)아이에이치큐,003560,1996/12,15034453,
(주)아이에이치큐,003560,1997/12,23911688,
(주)아이에이치큐,003560,1998/12,14556504,
(주)아이에이치큐,003560,1999/12,5436380,
(주)아이에이치큐,003560,2000/12,6396667,
(주)아이에이치큐,003560,2001/12,9745375,
(주)아이에이치큐,003560,2002/12,6484995,
(주)아이에이치큐,003560,2003/12,5439980,
(주)아이에이치큐,003560,2004/12,2979190,
(주)아이에이치큐,003560,2005/12,6007937,
(주)아이에이치큐,003560,2006/12,6066383,
(주)아이에이치큐,003560,2007/12,6352555,6352555
(주)아이에이치큐,003560,2008/12,5379695,5379695
(주)아이에이치큐,003560,2009/12,3213482,3213482
(주)아이에이치큐,003560,2010/12,3406631,4504605
(주)아이에이치큐,003560,2011/12,4641917,4641917
(주)아이에이치큐,003560,2012/12,3606634,3606634
(주)아이에이치큐,003560,2013/12,3551771,3551771
(주)아이에이치큐,003560,2014/12,5325720,5325720
(주)아이에이치큐,003560,2015/12,82873269,82873269
(주)아이에이치큐,003560,2016/12,85648679,85648679
(주)아이에이치큐,003560,2017/12,102496853,102496853
(주)아이에이치큐,003560,2018/12,91367471,91367471
(주)아이에이치큐,003560,2019/12,101030905,101030905
(주)아이에이치큐,003560,2020/12,95805544,95805544
(주)알루코,001780,1981/12,1616764,
(주)알루코,001780,1982/12,1476892,
(주)알루코,001780,1983/12,1764636,
(주)알루코,001780,1984/12,3035500,
(주)알루코,001780,1985/12,3485140,
(주)알루코,001780,1986/12,4414361,
(주)알루코,001780,1987/12,4261520,
(주)알루코,001780,1988/12,5579409,
(주)알루코,001780,1989/12,4645606,
(주)알루코,001780,1990/12,5152004,
(주)알루코,001780,1991/12,7017704,
(주)알루코,001780,1992/12,7681801,
(주)알루코,001780,1993/12,8936806,
(주)알루코,001780,1994/12,14114430,
(주)알루코,001780,1995/12,14161364,
(주)알루코,001780,1996/12,14885556,
(주)알루코,001780,1997/12,16414635,
(주)알루코,001780,1998/12,,
(주)알루코,001780,1999/12,,
(주)알루코,001780,2000/12,13470979,
(주)알루코,001780,2001/12,8812622,
(주)알루코,001780,2002/12,9378777,
(주)알루코,001780,2003/12,10673677,
(주)알루코,001780,2004/12,9021486,
(주)알루코,001780,2005/12,12264269,
(주)알루코,001780,2006/12,8451261,
(주)알루코,001780,2007/12,9559325,9559325
(주)알루코,001780,2008/12,9144895,9144895
(주)알루코,001780,2009/12,12692677,12692677
(주)알루코,001780,2010/12,14448830,18792274
(주)알루코,001780,2011/12,18573911,18573911
(주)알루코,001780,2012/12,17054459,17054459
(주)알루코,001780,2013/12,18485597,18485597
(주)알루코,001780,2014/12,13074052,13074052
(주)알루코,001780,2015/12,19912234,19912234
(주)알루코,001780,2016/12,16796651,16796651
(주)알루코,001780,2017/12,12336577,12336577
(주)알루코,001780,2018/12,12835171,12835171
(주)알루코,001780,2019/12,14262221,14262221
(주)알루코,001780,2020/12,12151598,12151598
(주)에넥스,011090,1986/12,3169572,
(주)에넥스,011090,1987/12,3611261,
(주)에넥스,011090,1988/12,3676004,
(주)에넥스,011090,1989/12,4960425,
(주)에넥스,011090,1990/12,7171715,
(주)에넥스,011090,1991/12,10042996,
(주)에넥스,011090,1992/12,14309042,
(주)에넥스,011090,1993/12,16815127,
(주)에넥스,011090,1994/12,19660184,
(주)에넥스,011090,1995/12,23833811,
(주)에넥스,011090,1996/12,26888986,
(주)에넥스,011090,1997/12,27835532,
(주)에넥스,011090,1998/12,25575687,
(주)에넥스,011090,1999/12,29616436,
(주)에넥스,011090,2000/12,35612392,
(주)에넥스,011090,2001/12,28053579,
(주)에넥스,011090,2002/12,34529264,
(주)에넥스,011090,2003/12,40729864,
(주)에넥스,011090,2004/12,41683626,
(주)에넥스,011090,2005/12,37997101,
(주)에넥스,011090,2006/12,40062527,
(주)에넥스,011090,2007/12,42018955,42018955
(주)에넥스,011090,2008/12,37428345,37428345
(주)에넥스,011090,2009/12,40881877,40881877
(주)에넥스,011090,2010/12,38742882,38567590
(주)에넥스,011090,2011/12,34866617,34866617
(주)에넥스,011090,2012/12,38567148,38567148
(주)에넥스,011090,2013/12,35688226,35688226
(주)에넥스,011090,2014/12,44364579,44364579
(주)에넥스,011090,2015/12,54104267,54104267
(주)에넥스,011090,2016/12,65471438,65471438
(주)에넥스,011090,2017/12,65167319,65167319
(주)에넥스,011090,2018/12,38582338,38582338
(주)에넥스,011090,2019/12,32332646,32332646
(주)에넥스,011090,2020/12,26482525,26482525
(주)에스비에스,034120,1990/12,0,
(주)에스비에스,034120,1991/12,12355415,
(주)에스비에스,034120,1992/12,48963232,
(주)에스비에스,034120,1993/12,55086868,
(주)에스비에스,034120,1994/12,66633579,
(주)에스비에스,034120,1995/12,88556939,
(주)에스비에스,034120,1996/12,100900555,
(주)에스비에스,034120,1997/12,96276441,
(주)에스비에스,034120,1998/12,61046099,
(주)에스비에스,034120,1999/12,89590589,
(주)에스비에스,034120,2000/12,122624629,
(주)에스비에스,034120,2001/12,117795571,
(주)에스비에스,034120,2002/12,149215568,
(주)에스비에스,034120,2003/12,144479840,
(주)에스비에스,034120,2004/12,146771419,
(주)에스비에스,034120,2005/12,149645172,
(주)에스비에스,034120,2006/12,156562770,
(주)에스비에스,034120,2007/12,155415489,155415489
(주)에스비에스,034120,2008/12,144213253,144213253
(주)에스비에스,034120,2009/12,124061544,124061544
(주)에스비에스,034120,2010/12,150859519,149531149
(주)에스비에스,034120,2011/12,157871723,157871723
(주)에스비에스,034120,2012/12,148972506,148972506
(주)에스비에스,034120,2013/12,142788425,142788425
(주)에스비에스,034120,2014/12,139283220,139283220
(주)에스비에스,034120,2015/12,146457415,146457415
(주)에스비에스,034120,2016/12,133522303,133522303
(주)에스비에스,034120,2017/12,139749507,139749507
(주)에스비에스,034120,2018/12,132899440,132899440
(주)에스비에스,034120,2019/12,121431783,121431783
(주)에스비에스,034120,2020/12,113949965,113949965
(주)에스원,012750,1986/12,1731647,
(주)에스원,012750,1987/12,2460338,
(주)에스원,012750,1988/12,3381778,
(주)에스원,012750,1989/12,5558788,
(주)에스원,012750,1990/12,8244996,
(주)에스원,012750,1991/12,12377079,
(주)에스원,012750,1992/12,16124127,
(주)에스원,012750,1993/12,23393196,
(주)에스원,012750,1994/12,27975716,
(주)에스원,012750,1995/12,37332558,
(주)에스원,012750,1996/12,45434460,
(주)에스원,012750,1997/12,57483898,
(주)에스원,012750,1998/12,59770008,
(주)에스원,012750,1999/12,73949095,
(주)에스원,012750,2000/12,79133104,
(주)에스원,012750,2001/12,91546647,
(주)에스원,012750,2002/12,117303500,
(주)에스원,012750,2003/12,126855964,
(주)에스원,012750,2004/12,148097730,
(주)에스원,012750,2005/12,151591914,
(주)에스원,012750,2006/12,158322195,
(주)에스원,012750,2007/12,160169434,160169434
(주)에스원,012750,2008/12,169128344,169128344
(주)에스원,012750,2009/12,187085039,187085039
(주)에스원,012750,2010/12,197514554,198121851
(주)에스원,012750,2011/12,217242393,217242393
(주)에스원,012750,2012/12,248239842,248239842
(주)에스원,012750,2013/12,286668783,286668783
(주)에스원,012750,2014/12,342188502,342188502
(주)에스원,012750,2015/12,367297589,367297589
(주)에스원,012750,2016/12,348151444,348151444
(주)에스원,012750,2017/12,368094844,368094844
(주)에스원,012750,2018/12,352784276,352784276
(주)에스원,012750,2019/12,353040713,353040713
(주)에스원,012750,2020/12,352863899,352863899
(주)에스제이엠,123700,2010/12,8547522,8319960
(주)에스제이엠,123700,2011/12,11402147,11402147
(주)에스제이엠,123700,2012/12,14595064,14595064
(주)에스제이엠,123700,2013/12,11026109,11026109
(주)에스제이엠,123700,2014/12,10964742,10964742
(주)에스제이엠,123700,2015/12,11306371,11306371
(주)에스제이엠,123700,2016/12,12550326,12550326
(주)에스제이엠,123700,2017/12,12081157,12081157
(주)에스제이엠,123700,2018/12,11102885,11102885
(주)에스제이엠,123700,2019/12,11272718,11272718
(주)에스제이엠,123700,2020/12,11310724,11310724
(주)에스제이엠홀딩스,025530,1991/12,1798465,
(주)에스제이엠홀딩스,025530,1992/12,2397939,
(주)에스제이엠홀딩스,025530,1993/12,2749492,
(주)에스제이엠홀딩스,025530,1994/12,2962988,
(주)에스제이엠홀딩스,025530,1995/12,3164618,
(주)에스제이엠홀딩스,025530,1996/12,4326999,
(주)에스제이엠홀딩스,025530,1997/12,5276568,
(주)에스제이엠홀딩스,025530,1998/12,5493364,
(주)에스제이엠홀딩스,025530,1999/12,6628238,
(주)에스제이엠홀딩스,025530,2000/12,6925081,
(주)에스제이엠홀딩스,025530,2001/12,7512696,
(주)에스제이엠홀딩스,025530,2002/12,7581547,
(주)에스제이엠홀딩스,025530,2003/12,8358513,
(주)에스제이엠홀딩스,025530,2004/12,8983041,
(주)에스제이엠홀딩스,025530,2005/12,9841537,
(주)에스제이엠홀딩스,025530,2006/12,9533877,
(주)에스제이엠홀딩스,025530,2007/12,10878328,10878328
(주)에스제이엠홀딩스,025530,2008/12,13253776,13253776
(주)에스제이엠홀딩스,025530,2009/12,10937256,10937256
(주)에스제이엠홀딩스,025530,2010/12,4496590,4639250
(주)에스제이엠홀딩스,025530,2011/12,193211,193211
(주)에스제이엠홀딩스,025530,2012/12,534062,534062
(주)에스제이엠홀딩스,025530,2013/12,960730,960730
(주)에스제이엠홀딩스,025530,2014/12,944651,944651
(주)에스제이엠홀딩스,025530,2015/12,1058926,1058926
(주)에스제이엠홀딩스,025530,2016/12,1724196,1724196
(주)에스제이엠홀딩스,025530,2017/12,1891257,1891257
(주)에스제이엠홀딩스,025530,2018/12,1828302,1828302
(주)에스제이엠홀딩스,025530,2019/12,1893649,1893649
(주)에스제이엠홀딩스,025530,2020/12,2070448,2070448
(주)에스지글로,001380,1981/12,10804073,
(주)에스지글로,001380,1982/12,8878371,
(주)에스지글로,001380,1983/12,11053349,
(주)에스지글로,001380,1984/12,11940591,
(주)에스지글로,001380,1985/12,9386037,
(주)에스지글로,001380,1986/12,12082363,
(주)에스지글로,001380,1987/12,13762752,
(주)에스지글로,001380,1988/12,15614768,
(주)에스지글로,001380,1989/12,16314287,
(주)에스지글로,001380,1990/12,19184620,
(주)에스지글로,001380,1991/12,17751190,
(주)에스지글로,001380,1992/12,14880178,
(주)에스지글로,001380,1993/12,11717980,
(주)에스지글로,001380,1994/12,11469849,
(주)에스지글로,001380,1995/12,12664708,
(주)에스지글로,001380,1996/12,14113734,
(주)에스지글로,001380,1997/12,10438002,
(주)에스지글로,001380,1998/12,9284560,
(주)에스지글로,001380,1999/12,8479533,
(주)에스지글로,001380,2000/12,13447242,
(주)에스지글로,001380,2001/12,8066963,
(주)에스지글로,001380,2002/12,18699887,
(주)에스지글로,001380,2003/12,15155549,
(주)에스지글로,001380,2004/12,10521668,
(주)에스지글로,001380,2005/12,13408550,
(주)에스지글로,001380,2006/12,11091889,
(주)에스지글로,001380,2007/12,6564946,6564946
(주)에스지글로,001380,2008/12,3907911,3907911
(주)에스지글로,001380,2009/12,2383230,2383230
(주)에스지글로,001380,2010/12,2986445,2986445
(주)에스지글로,001380,2011/12,4142960,4142960
(주)에스지글로,001380,2012/12,6355175,6355175
(주)에스지글로,001380,2013/12,5344408,5344408
(주)에스지글로,001380,2014/12,1852897,1852897
(주)에스지글로,001380,2015/12,8764174,8764174
(주)에스지글로,001380,2016/12,7536718,7536718
(주)에스지글로,001380,2017/12,6115437,6115437
(주)에스지글로,001380,2018/12,5550854,5550854
(주)에스지글로,001380,2019/12,5717611,5717611
(주)에스지글로,001380,2020/12,6161216,6161216
(주)에스지세계물산,004060,1981/12,3060980,
(주)에스지세계물산,004060,1983/06,3087046,
(주)에스지세계물산,004060,1984/06,4946652,
(주)에스지세계물산,004060,1985/06,6767929,
(주)에스지세계물산,004060,1986/06,8260211,
(주)에스지세계물산,004060,1987/06,9244975,
(주)에스지세계물산,004060,1988/06,10104594,
(주)에스지세계물산,004060,1989/06,10792175,
(주)에스지세계물산,004060,1990/06,12640022,
(주)에스지세계물산,004060,1991/06,19500973,
(주)에스지세계물산,004060,1992/06,24919692,
(주)에스지세계물산,004060,1993/06,26234988,
(주)에스지세계물산,004060,1994/06,29998157,
(주)에스지세계물산,004060,1995/06,37260184,
(주)에스지세계물산,004060,1996/06,44666689,
(주)에스지세계물산,004060,1997/06,51524296,
(주)에스지세계물산,004060,1998/06,52449657,
(주)에스지세계물산,004060,1999/06,,
(주)에스지세계물산,004060,2000/06,46372386,
(주)에스지세계물산,004060,2001/06,46662384,
(주)에스지세계물산,004060,2002/12,50708754,
(주)에스지세계물산,004060,2003/12,85460263,
(주)에스지세계물산,004060,2004/12,92945562,
(주)에스지세계물산,004060,2005/12,91874356,
(주)에스지세계물산,004060,2006/12,88711258,
(주)에스지세계물산,004060,2007/12,76922773,76922773
(주)에스지세계물산,004060,2008/12,83798648,83798648
(주)에스지세계물산,004060,2009/12,78100969,78100969
(주)에스지세계물산,004060,2010/12,86535149,84355525
(주)에스지세계물산,004060,2011/12,90194383,90194383
(주)에스지세계물산,004060,2012/12,93523695,93523695
(주)에스지세계물산,004060,2013/12,92706805,92706805
(주)에스지세계물산,004060,2014/12,94130762,94130762
(주)에스지세계물산,004060,2015/12,86432753,86432753
(주)에스지세계물산,004060,2016/12,84751901,84751901
(주)에스지세계물산,004060,2017/12,85135231,85135231
(주)에스지세계물산,004060,2018/12,87699048,87699048
(주)에스지세계물산,004060,2019/12,82908405,82908405
(주)에스지세계물산,004060,2020/12,68519331,68519331
(주)에스피씨삼립,005610,1981/12,9729358,
(주)에스피씨삼립,005610,1982/12,9172167,
(주)에스피씨삼립,005610,1983/12,11744752,
(주)에스피씨삼립,005610,1984/12,13255450,
(주)에스피씨삼립,005610,1985/12,14608509,
(주)에스피씨삼립,005610,1986/12,14606844,
(주)에스피씨삼립,005610,1987/12,15700302,
(주)에스피씨삼립,005610,1988/12,19027143,
(주)에스피씨삼립,005610,1989/12,25222820,
(주)에스피씨삼립,005610,1990/12,30519495,
(주)에스피씨삼립,005610,1991/12,32449476,
(주)에스피씨삼립,005610,1992/12,36297375,
(주)에스피씨삼립,005610,1993/12,36014344,
(주)에스피씨삼립,005610,1994/12,38720411,
(주)에스피씨삼립,005610,1995/12,38785870,
(주)에스피씨삼립,005610,1996/12,41277700,
(주)에스피씨삼립,005610,1997/12,,
(주)에스피씨삼립,005610,1998/12,40033507,
(주)에스피씨삼립,005610,1999/12,39062559,
(주)에스피씨삼립,005610,2000/12,43780020,
(주)에스피씨삼립,005610,2001/12,29944115,
(주)에스피씨삼립,005610,2002/12,37336671,
(주)에스피씨삼립,005610,2003/12,28322738,
(주)에스피씨삼립,005610,2004/12,32329690,
(주)에스피씨삼립,005610,2005/12,32615098,
(주)에스피씨삼립,005610,2006/12,37343083,
(주)에스피씨삼립,005610,2007/12,41258100,41258100
(주)에스피씨삼립,005610,2008/12,52925777,52925777
(주)에스피씨삼립,005610,2009/12,61402876,61402876
(주)에스피씨삼립,005610,2010/12,76477350,77710118
(주)에스피씨삼립,005610,2011/12,164985703,164985703
(주)에스피씨삼립,005610,2012/12,200186233,200186233
(주)에스피씨삼립,005610,2013/12,202962159,202962159
(주)에스피씨삼립,005610,2014/12,194591319,194591319
(주)에스피씨삼립,005610,2015/12,211609710,211609710
(주)에스피씨삼립,005610,2016/12,235115230,235115230
(주)에스피씨삼립,005610,2017/12,237804352,237804352
(주)에스피씨삼립,005610,2018/12,203645623,203645623
(주)에스피씨삼립,005610,2019/12,234982871,234982871
(주)에스피씨삼립,005610,2020/12,265690465,265690465
(주)에이블씨엔씨,078520,2004/12,43690196,
(주)에이블씨엔씨,078520,2005/12,61924156,
(주)에이블씨엔씨,078520,2006/12,60571942,
(주)에이블씨엔씨,078520,2007/12,49905621,49905621
(주)에이블씨엔씨,078520,2008/12,60753526,60753526
(주)에이블씨엔씨,078520,2009/12,108117640,108117640
(주)에이블씨엔씨,078520,2010/12,139486817,138705750
(주)에이블씨엔씨,078520,2011/12,178598191,178598191
(주)에이블씨엔씨,078520,2012/12,243673386,243673386
(주)에이블씨엔씨,078520,2013/12,261289105,261289105
(주)에이블씨엔씨,078520,2014/12,263405989,263405989
(주)에이블씨엔씨,078520,2015/12,214142797,214142797
(주)에이블씨엔씨,078520,2016/12,213383218,213383218
(주)에이블씨엔씨,078520,2017/12,191418530,191418530
(주)에이블씨엔씨,078520,2018/12,197488822,197488822
(주)에이블씨엔씨,078520,2019/12,189857126,189857126
(주)에이블씨엔씨,078520,2020/12,149054491,149054491
(주)에이엔피,015260,1986/12,541690,
(주)에이엔피,015260,1987/12,728435,
(주)에이엔피,015260,1988/12,731408,
(주)에이엔피,015260,1989/12,771123,
(주)에이엔피,015260,1990/12,967408,
(주)에이엔피,015260,1991/12,860277,
(주)에이엔피,015260,1992/12,680007,
(주)에이엔피,015260,1993/12,704627,
(주)에이엔피,015260,1994/12,960739,
(주)에이엔피,015260,1995/12,1752628,
(주)에이엔피,015260,1996/12,1210637,
(주)에이엔피,015260,1997/12,1061245,
(주)에이엔피,015260,1998/12,1515276,
(주)에이엔피,015260,1999/12,2872024,
(주)에이엔피,015260,2000/12,2012352,
(주)에이엔피,015260,2001/12,2769829,
(주)에이엔피,015260,2002/12,2925583,
(주)에이엔피,015260,2003/12,2533298,
(주)에이엔피,015260,2004/12,4349150,
(주)에이엔피,015260,2005/12,3264234,
(주)에이엔피,015260,2006/12,4260584,
(주)에이엔피,015260,2007/12,5133149,5133149
(주)에이엔피,015260,2008/12,5181199,5181199
(주)에이엔피,015260,2009/12,4347415,4154435
(주)에이엔피,015260,2010/12,4987702,4987702
(주)에이엔피,015260,2011/12,4857313,4857313
(주)에이엔피,015260,2012/12,4160767,4160767
(주)에이엔피,015260,2013/12,4475422,4475422
(주)에이엔피,015260,2014/12,4224015,4224015
(주)에이엔피,015260,2015/12,4605445,4605445
(주)에이엔피,015260,2016/12,4381894,4381894
(주)에이엔피,015260,2017/12,4627531,4627531
(주)에이엔피,015260,2018/12,4979305,4979305
(주)에이엔피,015260,2019/12,4998403,4998403
(주)에이엔피,015260,2020/12,4882195,4882195
(주)에이프로젠케이아이씨,007460,1988/12,561828,
(주)에이프로젠케이아이씨,007460,1989/12,775307,
(주)에이프로젠케이아이씨,007460,1990/12,775820,
(주)에이프로젠케이아이씨,007460,1991/12,970337,
(주)에이프로젠케이아이씨,007460,1992/12,989104,
(주)에이프로젠케이아이씨,007460,1993/12,1245482,
(주)에이프로젠케이아이씨,007460,1994/12,1697951,
(주)에이프로젠케이아이씨,007460,1995/12,1767452,
(주)에이프로젠케이아이씨,007460,1996/12,1442960,
(주)에이프로젠케이아이씨,007460,1997/12,1780931,
(주)에이프로젠케이아이씨,007460,1998/12,1817840,
(주)에이프로젠케이아이씨,007460,1999/12,1664034,
(주)에이프로젠케이아이씨,007460,2000/12,1326417,
(주)에이프로젠케이아이씨,007460,2001/12,2870824,
(주)에이프로젠케이아이씨,007460,2002/12,2456368,
(주)에이프로젠케이아이씨,007460,2003/12,2358776,
(주)에이프로젠케이아이씨,007460,2004/12,2599188,
(주)에이프로젠케이아이씨,007460,2005/12,3277681,
(주)에이프로젠케이아이씨,007460,2006/12,3951248,
(주)에이프로젠케이아이씨,007460,2007/12,4141143,4141143
(주)에이프로젠케이아이씨,007460,2008/12,6019772,6019772
(주)에이프로젠케이아이씨,007460,2009/12,7812423,7812423
(주)에이프로젠케이아이씨,007460,2010/12,7884844,7252817
(주)에이프로젠케이아이씨,007460,2011/12,6674652,6674652
(주)에이프로젠케이아이씨,007460,2012/12,7390742,7390742
(주)에이프로젠케이아이씨,007460,2013/12,4502743,4502743
(주)에이프로젠케이아이씨,007460,2014/12,5911986,5911986
(주)에이프로젠케이아이씨,007460,2015/12,5035589,5035589
(주)에이프로젠케이아이씨,007460,2016/12,4875168,4875168
(주)에이프로젠케이아이씨,007460,2017/12,2465425,2465425
(주)에이프로젠케이아이씨,007460,2018/12,7449844,7449844
(주)에이프로젠케이아이씨,007460,2019/12,4954236,4954236
(주)에이프로젠케이아이씨,007460,2020/12,4634184,4634184
(주)에이플러스에셋어드바이저,244920,2008/03,3577231,
(주)에이플러스에셋어드바이저,244920,2009/03,9681845,
(주)에이플러스에셋어드바이저,244920,2010/03,116475901,
(주)에이플러스에셋어드바이저,244920,2011/03,101385812,
(주)에이플러스에셋어드바이저,244920,2012/03,121678146,
(주)에이플러스에셋어드바이저,244920,2013/03,148862313,
(주)에이플러스에셋어드바이저,244920,2014/12,131956395,
(주)에이플러스에셋어드바이저,244920,2015/12,181876449,
(주)에이플러스에셋어드바이저,244920,2016/12,199143649,
(주)에이플러스에셋어드바이저,244920,2017/12,179806583,
(주)에이플러스에셋어드바이저,244920,2018/12,184003070,
(주)에이플러스에셋어드바이저,244920,2019/12,211344981,211344981
(주)에이플러스에셋어드바이저,244920,2020/12,219774251,219774251
(주)에프앤에프,007700,1983/06,1294478,
(주)에프앤에프,007700,1984/06,1667279,
(주)에프앤에프,007700,1985/06,1834714,
(주)에프앤에프,007700,1986/06,2114022,
(주)에프앤에프,007700,1987/06,1971191,
(주)에프앤에프,007700,1988/06,1866292,
(주)에프앤에프,007700,1989/06,2374954,
(주)에프앤에프,007700,1990/06,2888969,
(주)에프앤에프,007700,1991/06,2859002,
(주)에프앤에프,007700,1992/06,3169517,
(주)에프앤에프,007700,1993/06,4243239,
(주)에프앤에프,007700,1994/06,3887354,
(주)에프앤에프,007700,1995/06,5045489,
(주)에프앤에프,007700,1996/06,8624059,
(주)에프앤에프,007700,1997/06,10539000,
(주)에프앤에프,007700,1998/06,8563748,
(주)에프앤에프,007700,1999/06,15613857,
(주)에프앤에프,007700,2000/06,35061027,
(주)에프앤에프,007700,2001/12,39037145,
