회사명,거래소코드,회계년도,매출액(영업수익)(*)(천원),매출액(수익)(*)(IFRS)(천원)
(주)영풍,000670,2017/12,1458392216,1458392216
(주)영풍,000670,2018/12,1381855682,1381855682
(주)영풍,000670,2019/12,1347979588,1347979588
(주)영풍,000670,2020/12,1233370463,1233370463
(주)영흥,012160,2002/12,80498229,
(주)영흥,012160,2003/12,77556637,
(주)영흥,012160,2004/12,89010700,
(주)영흥,012160,2005/12,98690164,
(주)영흥,012160,2006/12,91547392,
(주)영흥,012160,2007/12,96037022,96037022
(주)영흥,012160,2008/12,136316840,136316840
(주)영흥,012160,2009/12,115424310,115424310
(주)영흥,012160,2010/12,117742291,117742291
(주)영흥,012160,2011/12,131608169,131608169
(주)영흥,012160,2012/12,131224614,131224614
(주)영흥,012160,2013/12,127716068,127716068
(주)영흥,012160,2014/12,142851535,142851535
(주)영흥,012160,2015/12,146576760,146576760
(주)영흥,012160,2016/12,167308685,167308685
(주)영흥,012160,2017/12,177010723,177010723
(주)영흥,012160,2018/12,183979362,183979362
(주)영흥,012160,2019/12,185408512,185408512
(주)영흥,012160,2020/12,186389542,186389542
(주)예스코홀딩스,015360,1989/12,23015982,
(주)예스코홀딩스,015360,1990/12,30988339,
(주)예스코홀딩스,015360,1991/12,38080390,
(주)예스코홀딩스,015360,1992/12,54366890,
(주)예스코홀딩스,015360,1993/12,80046086,
(주)예스코홀딩스,015360,1994/12,140061441,
(주)예스코홀딩스,015360,1995/12,171268208,
(주)예스코홀딩스,015360,1996/12,196713891,
(주)예스코홀딩스,015360,1997/12,237074748,
(주)예스코홀딩스,015360,1998/12,305102721,
(주)예스코홀딩스,015360,1999/12,355433320,
(주)예스코홀딩스,015360,2000/12,464745333,
(주)예스코홀딩스,015360,2001/12,563132621,
(주)예스코홀딩스,015360,2002/12,540263294,
(주)예스코홀딩스,015360,2003/12,579183975,
(주)예스코홀딩스,015360,2004/12,579793075,
(주)예스코홀딩스,015360,2005/12,707272412,
(주)예스코홀딩스,015360,2006/12,788910262,
(주)예스코홀딩스,015360,2007/12,847253409,847253409
(주)예스코홀딩스,015360,2008/12,913811305,913811305
(주)예스코홀딩스,015360,2009/12,979547233,979547233
(주)예스코홀딩스,015360,2010/12,1095179940,1096666953
(주)예스코홀딩스,015360,2011/12,1149324153,1149324153
(주)예스코홀딩스,015360,2012/12,1248567305,1248567305
(주)예스코홀딩스,015360,2013/12,1309159878,1309159878
(주)예스코홀딩스,015360,2014/12,1233260728,1233260728
(주)예스코홀딩스,015360,2015/12,1031911582,1031911582
(주)예스코홀딩스,015360,2016/12,871291029,871291029
(주)예스코홀딩스,015360,2017/12,901440146,901440146
(주)예스코홀딩스,015360,2018/12,395269905,395269905
(주)예스코홀딩스,015360,2019/12,12600000,12600000
(주)예스코홀딩스,015360,2020/12,18004000,18004000
(주)오뚜기,007310,1985/12,44259116,
(주)오뚜기,007310,1986/12,55392200,
(주)오뚜기,007310,1987/12,78446573,
(주)오뚜기,007310,1988/12,113209879,
(주)오뚜기,007310,1989/12,140109740,
(주)오뚜기,007310,1990/12,184667590,
(주)오뚜기,007310,1991/12,240079231,
(주)오뚜기,007310,1992/12,291707538,
(주)오뚜기,007310,1993/12,319768739,
(주)오뚜기,007310,1994/12,362910204,
(주)오뚜기,007310,1995/12,399174337,
(주)오뚜기,007310,1996/12,458734379,
(주)오뚜기,007310,1997/12,554352078,
(주)오뚜기,007310,1998/12,710418768,
(주)오뚜기,007310,1999/12,685694446,
(주)오뚜기,007310,2000/12,695821105,
(주)오뚜기,007310,2001/12,740997951,
(주)오뚜기,007310,2002/12,767778442,
(주)오뚜기,007310,2003/12,802569699,
(주)오뚜기,007310,2004/12,879497323,
(주)오뚜기,007310,2005/12,980907369,
(주)오뚜기,007310,2006/12,970174138,
(주)오뚜기,007310,2007/12,1058467793,1058467793
(주)오뚜기,007310,2008/12,1251725734,1251725734
(주)오뚜기,007310,2009/12,1363914606,1363914606
(주)오뚜기,007310,2010/12,1372965355,1372965355
(주)오뚜기,007310,2011/12,1513049729,1513049729
(주)오뚜기,007310,2012/12,1652592402,1652592402
(주)오뚜기,007310,2013/12,1697865048,1697865048
(주)오뚜기,007310,2014/12,1745067705,1745067705
(주)오뚜기,007310,2015/12,1829762301,1829762301
(주)오뚜기,007310,2016/12,1959104904,1959104904
(주)오뚜기,007310,2017/12,2050191923,2050191923
(주)오뚜기,007310,2018/12,2097129576,2097129576
(주)오뚜기,007310,2019/12,2108629851,2108629851
(주)오뚜기,007310,2020/12,2305213296,2305213296
(주)오리엔트바이오,002630,1981/12,36498479,
(주)오리엔트바이오,002630,1983/03,40344424,
(주)오리엔트바이오,002630,1984/03,37542689,
(주)오리엔트바이오,002630,1985/03,43199106,
(주)오리엔트바이오,002630,1986/03,56010725,
(주)오리엔트바이오,002630,1987/03,70296188,
(주)오리엔트바이오,002630,1988/03,68253554,
(주)오리엔트바이오,002630,1989/03,71576288,
(주)오리엔트바이오,002630,1990/03,70643144,
(주)오리엔트바이오,002630,1991/03,70774386,
(주)오리엔트바이오,002630,1992/03,77275067,
(주)오리엔트바이오,002630,1993/03,76213226,
(주)오리엔트바이오,002630,1994/03,73775332,
(주)오리엔트바이오,002630,1995/03,69184555,
(주)오리엔트바이오,002630,1996/03,60429491,
(주)오리엔트바이오,002630,1997/03,62772588,
(주)오리엔트바이오,002630,1998/03,55621444,
(주)오리엔트바이오,002630,1999/03,42112943,
(주)오리엔트바이오,002630,2000/03,46430369,
(주)오리엔트바이오,002630,2001/03,61596551,
(주)오리엔트바이오,002630,2002/03,41505593,
(주)오리엔트바이오,002630,2003/03,30717920,
(주)오리엔트바이오,002630,2004/03,20731707,
(주)오리엔트바이오,002630,2005/03,25756900,
(주)오리엔트바이오,002630,2006/03,17176617,
(주)오리엔트바이오,002630,2007/03,13423237,13423237
(주)오리엔트바이오,002630,2008/03,17128685,17128685
(주)오리엔트바이오,002630,2009/03,18691161,18691161
(주)오리엔트바이오,002630,2010/03,18050800,18050800
(주)오리엔트바이오,002630,2011/03,20723448,20723448
(주)오리엔트바이오,002630,2012/03,18112961,18112961
(주)오리엔트바이오,002630,2013/03,20028720,20028720
(주)오리엔트바이오,002630,2014/03,20126910,20126910
(주)오리엔트바이오,002630,2015/03,20723879,20723879
(주)오리엔트바이오,002630,2016/03,20071140,20071140
(주)오리엔트바이오,002630,2017/03,19180238,19180238
(주)오리엔트바이오,002630,2018/03,25657392,25657392
(주)오리엔트바이오,002630,2019/03,26717684,26717684
(주)오리엔트바이오,002630,2020/03,30480028,30480028
(주)오리온,271560,2017/12,399269518,399269518
(주)오리온,271560,2018/12,711901798,711901798
(주)오리온,271560,2019/12,732834534,732834534
(주)오리온,271560,2020/12,769223241,769223241
(주)오리온홀딩스,001800,1981/12,66354073,
(주)오리온홀딩스,001800,1982/12,76314378,
(주)오리온홀딩스,001800,1983/12,81365953,
(주)오리온홀딩스,001800,1984/12,86347143,
(주)오리온홀딩스,001800,1985/12,90258360,
(주)오리온홀딩스,001800,1986/12,100695826,
(주)오리온홀딩스,001800,1987/12,114493236,
(주)오리온홀딩스,001800,1988/12,125193898,
(주)오리온홀딩스,001800,1989/12,136889759,
(주)오리온홀딩스,001800,1990/12,180768467,
(주)오리온홀딩스,001800,1991/12,227183932,
(주)오리온홀딩스,001800,1992/12,272455834,
(주)오리온홀딩스,001800,1993/12,297722415,
(주)오리온홀딩스,001800,1994/12,316158207,
(주)오리온홀딩스,001800,1995/12,336724036,
(주)오리온홀딩스,001800,1996/12,372979891,
(주)오리온홀딩스,001800,1997/12,404050489,
(주)오리온홀딩스,001800,1998/12,425054092,
(주)오리온홀딩스,001800,1999/12,452766566,
(주)오리온홀딩스,001800,2000/12,455669271,
(주)오리온홀딩스,001800,2001/12,479164299,
(주)오리온홀딩스,001800,2002/12,528920711,
(주)오리온홀딩스,001800,2003/12,511436672,
(주)오리온홀딩스,001800,2004/12,525880341,
(주)오리온홀딩스,001800,2005/12,537535815,
(주)오리온홀딩스,001800,2006/12,543062406,
(주)오리온홀딩스,001800,2007/12,536157054,536157054
(주)오리온홀딩스,001800,2008/12,558431124,558431124
(주)오리온홀딩스,001800,2009/12,597792855,597792855
(주)오리온홀딩스,001800,2010/12,677522243,664146778
(주)오리온홀딩스,001800,2011/12,757148093,757148093
(주)오리온홀딩스,001800,2012/12,820657451,820657451
(주)오리온홀딩스,001800,2013/12,792163680,792163680
(주)오리온홀딩스,001800,2014/12,751706999,751706999
(주)오리온홀딩스,001800,2015/12,707437986,707437986
(주)오리온홀딩스,001800,2016/12,679379953,679379953
(주)오리온홀딩스,001800,2017/12,13596540,13596540
(주)오리온홀딩스,001800,2018/12,26308919,26308919
(주)오리온홀딩스,001800,2019/12,28973423,28973423
(주)오리온홀딩스,001800,2020/12,26051792,26051792
(주)와이지플러스,037270,1999/12,24980246,
(주)와이지플러스,037270,2000/12,37576786,
(주)와이지플러스,037270,2001/12,39101418,
(주)와이지플러스,037270,2002/12,55577892,
(주)와이지플러스,037270,2003/12,50624566,
(주)와이지플러스,037270,2004/12,56369233,
(주)와이지플러스,037270,2005/12,56814564,
(주)와이지플러스,037270,2006/12,43444592,
(주)와이지플러스,037270,2007/12,56073488,56073488
(주)와이지플러스,037270,2008/12,39382941,39382941
(주)와이지플러스,037270,2009/12,33975460,33975460
(주)와이지플러스,037270,2010/12,25353006,25353006
(주)와이지플러스,037270,2011/12,21707009,21707009
(주)와이지플러스,037270,2012/12,21169338,21169338
(주)와이지플러스,037270,2013/12,14757961,14757961
(주)와이지플러스,037270,2014/12,5974716,5974716
(주)와이지플러스,037270,2015/12,5459097,5459097
(주)와이지플러스,037270,2016/12,25849920,25849920
(주)와이지플러스,037270,2017/12,19164750,19164750
(주)와이지플러스,037270,2018/12,39840627,39840627
(주)와이지플러스,037270,2019/12,62860099,62860099
(주)와이지플러스,037270,2020/12,70470966,70470966
(주)용평리조트,070960,2001/06,24483567,
(주)용평리조트,070960,2002/06,62174911,
(주)용평리조트,070960,2003/06,78199680,
(주)용평리조트,070960,2004/06,65753790,
(주)용평리조트,070960,2005/06,96625947,
(주)용평리조트,070960,2006/06,217935423,
(주)용평리조트,070960,2007/06,181749623,
(주)용평리조트,070960,2008/12,225734776,
(주)용평리조트,070960,2009/12,126230233,
(주)용평리조트,070960,2010/12,115277491,
(주)용평리조트,070960,2011/12,124008129,
(주)용평리조트,070960,2012/12,160241503,
(주)용평리조트,070960,2013/12,144306349,153575315
(주)용평리조트,070960,2014/12,133310555,133310555
(주)용평리조트,070960,2015/12,176025120,176025120
(주)용평리조트,070960,2016/12,209952933,209952933
(주)용평리조트,070960,2017/12,209351156,209351156
(주)용평리조트,070960,2018/12,181087610,181087610
(주)용평리조트,070960,2019/12,129092848,129092848
(주)용평리조트,070960,2020/12,127150516,127150516
(주)우성사료,006980,1985/12,81884518,
(주)우성사료,006980,1986/12,82075371,
(주)우성사료,006980,1987/12,86010731,
(주)우성사료,006980,1988/12,92679809,
(주)우성사료,006980,1989/12,105030127,
(주)우성사료,006980,1990/12,102906595,
(주)우성사료,006980,1991/12,125889426,
(주)우성사료,006980,1992/12,137599212,
(주)우성사료,006980,1993/12,137094706,
(주)우성사료,006980,1994/12,141864926,
(주)우성사료,006980,1995/12,202885750,
(주)우성사료,006980,1996/12,283388445,
(주)우성사료,006980,1997/12,319263834,
(주)우성사료,006980,1998/12,322165410,
(주)우성사료,006980,1999/12,249937782,
(주)우성사료,006980,2000/12,234794238,
(주)우성사료,006980,2001/12,234575729,
(주)우성사료,006980,2002/12,255248062,
(주)우성사료,006980,2003/12,223760147,
(주)우성사료,006980,2004/12,228347764,
(주)우성사료,006980,2005/12,208564747,
(주)우성사료,006980,2006/12,193055714,
(주)우성사료,006980,2007/12,223416883,223416883
(주)우성사료,006980,2008/12,312198845,312198845
(주)우성사료,006980,2009/12,350682827,350682827
(주)우성사료,006980,2010/12,324164215,324164215
(주)우성사료,006980,2011/12,326820108,326820108
(주)우성사료,006980,2012/12,337114190,337114190
(주)우성사료,006980,2013/12,311453089,311453089
(주)우성사료,006980,2014/12,294196552,294196552
(주)우성사료,006980,2015/12,278477159,278477159
(주)우성사료,006980,2016/12,249629881,249629881
(주)우성사료,006980,2017/12,250051636,250051636
(주)우성사료,006980,2018/12,259960562,259960562
(주)우성사료,006980,2019/12,306172543,306172543
(주)우성사료,006980,2020/12,349916550,349916550
(주)우신시스템,017370,2000/12,37184865,
(주)우신시스템,017370,2001/12,41332896,
(주)우신시스템,017370,2002/12,38076199,
(주)우신시스템,017370,2003/12,50581597,
(주)우신시스템,017370,2004/12,63677845,
(주)우신시스템,017370,2005/12,82423292,
(주)우신시스템,017370,2006/12,59167452,
(주)우신시스템,017370,2007/12,78275141,78275141
(주)우신시스템,017370,2008/12,94290297,94290297
(주)우신시스템,017370,2009/12,56063073,56063073
(주)우신시스템,017370,2010/12,92636103,92636103
(주)우신시스템,017370,2011/12,126389879,126389879
(주)우신시스템,017370,2012/12,103214976,103214976
(주)우신시스템,017370,2013/12,103050396,103050396
(주)우신시스템,017370,2014/12,138962628,138962628
(주)우신시스템,017370,2015/12,115052396,115052396
(주)우신시스템,017370,2016/12,97172425,97172425
(주)우신시스템,017370,2017/12,108803397,108803397
(주)우신시스템,017370,2018/12,150604760,150604760
(주)우신시스템,017370,2019/12,133610127,133610127
(주)우신시스템,017370,2020/12,116175526,116175526
(주)우진,105840,1999/12,0,
(주)우진,105840,2000/12,0,
(주)우진,105840,2001/12,0,
(주)우진,105840,2002/12,0,
(주)우진,105840,2003/12,0,
(주)우진,105840,2004/12,35404012,
(주)우진,105840,2005/12,39327824,
(주)우진,105840,2006/12,30975417,
(주)우진,105840,2007/12,25082609,25082609
(주)우진,105840,2008/12,36496407,36496407
(주)우진,105840,2009/12,50260654,50260654
(주)우진,105840,2010/12,52351604,52351604
(주)우진,105840,2011/12,59620057,59620057
(주)우진,105840,2012/12,57891774,57891774
(주)우진,105840,2013/12,43022645,43022645
(주)우진,105840,2014/12,56066881,56066881
(주)우진,105840,2015/12,52171423,52171423
(주)우진,105840,2016/12,46600228,46600228
(주)우진,105840,2017/12,45889890,45889890
(주)우진,105840,2018/12,42309233,42309233
(주)우진,105840,2019/12,34120573,34120573
(주)우진,105840,2020/12,39615475,39615475
(주)우진아이엔에스,010400,1999/12,27232080,
(주)우진아이엔에스,010400,2000/12,25121523,
(주)우진아이엔에스,010400,2001/12,23998143,
(주)우진아이엔에스,010400,2002/12,30899534,
(주)우진아이엔에스,010400,2003/12,37869229,
(주)우진아이엔에스,010400,2004/12,53604598,
(주)우진아이엔에스,010400,2005/12,48670638,
(주)우진아이엔에스,010400,2006/12,60864905,
(주)우진아이엔에스,010400,2007/12,49208317,
(주)우진아이엔에스,010400,2008/12,64682950,
(주)우진아이엔에스,010400,2009/12,51540108,
(주)우진아이엔에스,010400,2010/12,65837165,
(주)우진아이엔에스,010400,2011/12,115326081,
(주)우진아이엔에스,010400,2012/12,100734085,
(주)우진아이엔에스,010400,2013/12,129209478,
(주)우진아이엔에스,010400,2014/12,105095862,
(주)우진아이엔에스,010400,2015/12,92339450,
(주)우진아이엔에스,010400,2016/12,110093234,110093234
(주)우진아이엔에스,010400,2017/12,140446264,140446264
(주)우진아이엔에스,010400,2018/12,132971035,132971035
(주)우진아이엔에스,010400,2019/12,107307026,107307026
(주)우진아이엔에스,010400,2020/12,140431201,140431201
(주)우진플라임,049800,2000/12,36076536,
(주)우진플라임,049800,2001/12,34571128,
(주)우진플라임,049800,2002/12,51061632,
(주)우진플라임,049800,2003/12,50185460,
(주)우진플라임,049800,2004/12,60522115,
(주)우진플라임,049800,2005/12,58235084,
(주)우진플라임,049800,2006/12,50963973,
(주)우진플라임,049800,2007/12,62661060,62661060
(주)우진플라임,049800,2008/12,55675063,55675063
(주)우진플라임,049800,2009/12,69388402,69388402
(주)우진플라임,049800,2010/12,106713271,106713271
(주)우진플라임,049800,2011/12,141496131,141496131
(주)우진플라임,049800,2012/12,152872222,152872222
(주)우진플라임,049800,2013/12,189784093,189784093
(주)우진플라임,049800,2014/12,183841366,183841366
(주)우진플라임,049800,2015/12,180336078,180336078
(주)우진플라임,049800,2016/12,225958246,225958246
(주)우진플라임,049800,2017/12,228496345,228496345
(주)우진플라임,049800,2018/12,171586216,171586216
(주)우진플라임,049800,2019/12,177935625,177935625
(주)우진플라임,049800,2020/12,199854057,199854057
(주)웅진,016880,1987/12,28892224,
(주)웅진,016880,1988/12,42388582,
(주)웅진,016880,1989/12,57378566,
(주)웅진,016880,1990/12,70673387,
(주)웅진,016880,1991/12,71430162,
(주)웅진,016880,1992/12,80933557,
(주)웅진,016880,1993/12,113270278,
(주)웅진,016880,1994/12,162642577,
(주)웅진,016880,1995/12,188253621,
(주)웅진,016880,1996/12,253729715,
(주)웅진,016880,1997/12,291453352,
(주)웅진,016880,1998/12,267809310,
(주)웅진,016880,1999/12,300271831,
(주)웅진,016880,2000/12,356142464,
(주)웅진,016880,2001/12,453972208,
(주)웅진,016880,2002/12,487203701,
(주)웅진,016880,2003/12,461501863,
(주)웅진,016880,2004/12,482312683,
(주)웅진,016880,2005/12,542274942,
(주)웅진,016880,2006/12,591892104,
(주)웅진,016880,2007/12,236970462,236970462
(주)웅진,016880,2008/12,100331890,100331890
(주)웅진,016880,2009/12,309466548,309466548
(주)웅진,016880,2010/12,536984395,506856922
(주)웅진,016880,2011/12,681278289,681278289
(주)웅진,016880,2012/12,601426042,601426042
(주)웅진,016880,2013/12,168310715,168310715
(주)웅진,016880,2014/12,168922054,168922054
(주)웅진,016880,2015/12,165194857,165194857
(주)웅진,016880,2016/12,135719053,135719053
(주)웅진,016880,2017/12,127204182,127204182
(주)웅진,016880,2018/12,155686876,155686876
(주)웅진,016880,2019/12,158513937,158513937
(주)웅진,016880,2020/12,160111865,160111865
(주)웅진씽크빅,095720,2007/12,472719991,472719991
(주)웅진씽크빅,095720,2008/12,784612880,784612880
(주)웅진씽크빅,095720,2009/12,825209960,825209960
(주)웅진씽크빅,095720,2010/12,791402985,792687129
(주)웅진씽크빅,095720,2011/12,775884658,775884658
(주)웅진씽크빅,095720,2012/12,712100048,712100048
(주)웅진씽크빅,095720,2013/12,648846265,648846265
(주)웅진씽크빅,095720,2014/12,633159549,633159549
(주)웅진씽크빅,095720,2015/12,639575909,639575909
(주)웅진씽크빅,095720,2016/12,612572018,612572018
(주)웅진씽크빅,095720,2017/12,613353159,613353159
(주)웅진씽크빅,095720,2018/12,631133100,631133100
(주)웅진씽크빅,095720,2019/12,638256895,638256895
(주)웅진씽크빅,095720,2020/12,632551724,632551724
(주)원림,005820,1985/12,34864420,
(주)원림,005820,1986/12,42217509,
(주)원림,005820,1987/12,50442267,
(주)원림,005820,1988/12,58956958,
(주)원림,005820,1989/12,64896315,
(주)원림,005820,1990/12,65345380,
(주)원림,005820,1991/12,42387805,
(주)원림,005820,1992/12,33895828,
(주)원림,005820,1993/12,23714819,
(주)원림,005820,1994/12,29430891,
(주)원림,005820,1995/12,44539840,
(주)원림,005820,1996/12,51654746,
(주)원림,005820,1997/12,60778434,
(주)원림,005820,1998/12,75589038,
(주)원림,005820,1999/12,60634996,
(주)원림,005820,2000/12,68401798,
(주)원림,005820,2001/12,64935360,
(주)원림,005820,2002/12,61733948,
(주)원림,005820,2003/12,67622916,
(주)원림,005820,2004/12,74418673,
(주)원림,005820,2005/12,82371926,
(주)원림,005820,2006/12,82214455,
(주)원림,005820,2007/12,88619811,88619811
(주)원림,005820,2008/12,70852509,70852509
(주)원림,005820,2009/12,66717162,66717162
(주)원림,005820,2010/12,53937073,54553599
(주)원림,005820,2011/12,54321628,54321628
(주)원림,005820,2012/12,54999156,54999156
(주)원림,005820,2013/12,58612660,58612660
(주)원림,005820,2014/12,57955413,57955413
(주)원림,005820,2015/12,52596265,52596265
(주)원림,005820,2016/12,49581487,49581487
(주)원림,005820,2017/12,48310523,48310523
(주)원림,005820,2018/12,48006447,48006447
(주)원림,005820,2019/12,46423117,46423117
(주)원림,005820,2020/12,38434353,38434353
(주)위스컴,024070,1989/12,15540031,
(주)위스컴,024070,1990/12,17527162,
(주)위스컴,024070,1991/12,22019882,
(주)위스컴,024070,1992/12,21027049,
(주)위스컴,024070,1993/12,23788849,
(주)위스컴,024070,1994/12,34927949,
(주)위스컴,024070,1995/12,46198898,
(주)위스컴,024070,1996/12,46981952,
(주)위스컴,024070,1997/12,49450594,
(주)위스컴,024070,1998/12,52270314,
(주)위스컴,024070,1999/12,74070258,
(주)위스컴,024070,2000/12,113624579,
(주)위스컴,024070,2001/12,118264742,
(주)위스컴,024070,2002/12,129555127,
(주)위스컴,024070,2003/12,106676417,
(주)위스컴,024070,2004/12,126359620,
(주)위스컴,024070,2005/12,117553354,
(주)위스컴,024070,2006/12,114683834,
(주)위스컴,024070,2007/12,124590552,124590552
(주)위스컴,024070,2008/12,147862816,147862816
(주)위스컴,024070,2009/12,144363529,144363529
(주)위스컴,024070,2010/12,165632177,165632177
(주)위스컴,024070,2011/12,170888618,170888618
(주)위스컴,024070,2012/12,154929684,154929684
(주)위스컴,024070,2013/12,140837310,140837310
(주)위스컴,024070,2014/12,132473026,132473026
(주)위스컴,024070,2015/12,131173698,131173698
(주)위스컴,024070,2016/12,122961193,122961193
(주)위스컴,024070,2017/12,106438261,106438261
(주)위스컴,024070,2018/12,102094334,102094334
(주)위스컴,024070,2019/12,107369516,107369516
(주)위스컴,024070,2020/12,94516833,94516833
(주)윌비스,008600,1986/12,44925393,
(주)윌비스,008600,1987/12,48117649,
(주)윌비스,008600,1988/12,40529405,
(주)윌비스,008600,1989/12,43360373,
(주)윌비스,008600,1990/12,35246801,
(주)윌비스,008600,1991/12,43838696,
(주)윌비스,008600,1992/12,32054470,
(주)윌비스,008600,1993/12,43666630,
(주)윌비스,008600,1994/12,47968709,
(주)윌비스,008600,1995/12,51615448,
(주)윌비스,008600,1996/12,41475640,
(주)윌비스,008600,1997/12,63256641,
(주)윌비스,008600,1998/12,134592395,
(주)윌비스,008600,1999/12,181337312,
(주)윌비스,008600,2000/12,215168784,
(주)윌비스,008600,2001/12,222926867,
(주)윌비스,008600,2002/12,245138426,
(주)윌비스,008600,2003/12,151552634,
(주)윌비스,008600,2004/12,158805191,
(주)윌비스,008600,2005/12,141488525,
(주)윌비스,008600,2006/12,117637114,
(주)윌비스,008600,2007/12,125748698,125748698
(주)윌비스,008600,2008/12,126771200,126771200
(주)윌비스,008600,2009/12,172849945,172849945
(주)윌비스,008600,2010/12,164618919,164618919
(주)윌비스,008600,2011/12,204133681,204133681
(주)윌비스,008600,2012/12,198029791,198029791
(주)윌비스,008600,2013/12,212028304,212028304
(주)윌비스,008600,2014/12,224675011,224675011
(주)윌비스,008600,2015/12,280791907,280791907
(주)윌비스,008600,2016/12,285494006,285494006
(주)윌비스,008600,2017/12,263284511,263284511
(주)윌비스,008600,2018/12,233282259,233282259
(주)윌비스,008600,2019/12,203571510,203571510
(주)윌비스,008600,2020/12,168285888,168285888
(주)유니드,014830,1999/12,188043254,
(주)유니드,014830,2000/12,197411235,
(주)유니드,014830,2001/12,212590428,
(주)유니드,014830,2002/12,206473564,
(주)유니드,014830,2003/12,208992632,
(주)유니드,014830,2004/12,223888151,
(주)유니드,014830,2005/12,231234421,
(주)유니드,014830,2006/12,250517918,
(주)유니드,014830,2007/12,274097602,274097602
(주)유니드,014830,2008/12,486413813,486413813
(주)유니드,014830,2009/12,444220070,444220070
(주)유니드,014830,2010/12,474345031,474345031
(주)유니드,014830,2011/12,622356931,622356931
(주)유니드,014830,2012/12,504648899,504648899
(주)유니드,014830,2013/12,520831778,520831778
(주)유니드,014830,2014/12,533088577,533088577
(주)유니드,014830,2015/12,514006119,514006119
(주)유니드,014830,2016/12,515576546,515576546
(주)유니드,014830,2017/12,511971105,511971105
(주)유니드,014830,2018/12,526886496,526886496
(주)유니드,014830,2019/12,548765401,548765401
(주)유니드,014830,2020/12,566442618,566442618
(주)유니온,000910,1989/12,16242452,
(주)유니온,000910,1990/12,18533663,
(주)유니온,000910,1991/12,21239760,
(주)유니온,000910,1992/12,25347860,
(주)유니온,000910,1993/12,31280394,
(주)유니온,000910,1994/12,37657695,
(주)유니온,000910,1995/12,47065052,
(주)유니온,000910,1996/12,50644502,
(주)유니온,000910,1997/12,57864316,
(주)유니온,000910,1998/12,50500277,
(주)유니온,000910,1999/12,57667195,
(주)유니온,000910,2000/12,58635918,
(주)유니온,000910,2001/12,58434649,
(주)유니온,000910,2002/12,57762288,
(주)유니온,000910,2003/12,59109190,
(주)유니온,000910,2004/12,62689202,
(주)유니온,000910,2005/12,61815405,
(주)유니온,000910,2006/12,63369964,
(주)유니온,000910,2007/12,64207474,64207474
(주)유니온,000910,2008/12,103475775,103475775
(주)유니온,000910,2009/12,94630056,94630056
(주)유니온,000910,2010/12,118350692,118350692
(주)유니온,000910,2011/12,128947481,128947481
(주)유니온,000910,2012/12,121843428,121843428
(주)유니온,000910,2013/12,114320447,114320447
(주)유니온,000910,2014/12,117651795,117651795
(주)유니온,000910,2015/12,100207359,100207359
(주)유니온,000910,2016/12,92313119,92313119
(주)유니온,000910,2017/12,91884622,91884622
(주)유니온,000910,2018/12,96527103,96527103
(주)유니온,000910,2019/12,103321797,103321797
(주)유니온,000910,2020/12,95684087,95684087
(주)유니켐,011330,1987/12,25150759,
(주)유니켐,011330,1988/12,22938647,
(주)유니켐,011330,1989/12,21752564,
(주)유니켐,011330,1990/12,24783202,
(주)유니켐,011330,1991/12,25707145,
(주)유니켐,011330,1992/12,31405511,
(주)유니켐,011330,1993/12,21890708,
(주)유니켐,011330,1994/12,26665443,
(주)유니켐,011330,1995/12,30113257,
(주)유니켐,011330,1996/12,34577776,
(주)유니켐,011330,1997/12,33974537,
(주)유니켐,011330,1998/12,31283559,
(주)유니켐,011330,1999/12,18866657,
(주)유니켐,011330,2000/12,25478181,
(주)유니켐,011330,2001/12,16331650,
(주)유니켐,011330,2002/12,26682762,
(주)유니켐,011330,2003/12,43409630,
(주)유니켐,011330,2004/12,71701562,
(주)유니켐,011330,2005/12,90320886,
(주)유니켐,011330,2006/12,76280523,
(주)유니켐,011330,2007/12,68283433,68283433
(주)유니켐,011330,2008/12,82818429,82818429
(주)유니켐,011330,2009/12,94229922,94229922
(주)유니켐,011330,2010/12,110935123,110935123
(주)유니켐,011330,2011/12,109787882,109787882
(주)유니켐,011330,2012/12,99389418,99389418
(주)유니켐,011330,2013/12,86761878,86761878
(주)유니켐,011330,2015/06,8677641,8677641
(주)유니켐,011330,2016/12,36760724,36760724
(주)유니켐,011330,2017/12,66051125,66051125
(주)유니켐,011330,2018/12,79075006,79075006
(주)유니켐,011330,2019/12,96931214,96931214
(주)유니켐,011330,2020/12,117550682,117550682
(주)유수홀딩스,000700,1981/12,243295403,
(주)유수홀딩스,000700,1982/12,242192037,
(주)유수홀딩스,000700,1983/12,317623311,
(주)유수홀딩스,000700,1984/12,366101707,
(주)유수홀딩스,000700,1985/12,362657564,
(주)유수홀딩스,000700,1986/12,,
(주)유수홀딩스,000700,1987/12,217613481,
(주)유수홀딩스,000700,1988/12,267383301,
(주)유수홀딩스,000700,1989/12,493500364,
(주)유수홀딩스,000700,1990/12,598653107,
(주)유수홀딩스,000700,1991/12,796161485,
(주)유수홀딩스,000700,1992/12,1016067883,
(주)유수홀딩스,000700,1993/12,1211112991,
(주)유수홀딩스,000700,1994/12,1530484707,
(주)유수홀딩스,000700,1995/12,1916066789,
(주)유수홀딩스,000700,1996/12,2051691285,
(주)유수홀딩스,000700,1997/12,2682583142,
(주)유수홀딩스,000700,1998/12,4101382061,
(주)유수홀딩스,000700,1999/12,4008718914,
(주)유수홀딩스,000700,2000/12,4267013778,
