회사명,거래소코드,회계년도,보통주자본금(천원),보통주자본금(IFRS)(천원)
(주)인디에프,014990,1986/12,530000,
(주)인디에프,014990,1987/12,530000,
(주)인디에프,014990,1988/12,1000000,
(주)인디에프,014990,1989/12,5000000,
(주)인디에프,014990,1990/12,7070000,
(주)인디에프,014990,1991/12,7600000,
(주)인디에프,014990,1992/12,8100000,
(주)인디에프,014990,1993/12,11180000,
(주)인디에프,014990,1994/12,16500000,
(주)인디에프,014990,1995/12,16500000,
(주)인디에프,014990,1996/12,22300000,
(주)인디에프,014990,1997/12,30030000,
(주)인디에프,014990,1998/12,30030000,
(주)인디에프,014990,1999/12,9610250,
(주)인디에프,014990,2000/12,12564920,
(주)인디에프,014990,2001/12,12564920,
(주)인디에프,014990,2002/12,13737995,
(주)인디에프,014990,2003/12,17767960,
(주)인디에프,014990,2004/12,17767960,
(주)인디에프,014990,2005/12,22636590,
(주)인디에프,014990,2006/12,22636590,
(주)인디에프,014990,2007/12,43783800,43783800
(주)인디에프,014990,2008/12,29466498,29466498
(주)인디에프,014990,2009/12,29466498,29466498
(주)인디에프,014990,2010/12,29466498,29466498
(주)인디에프,014990,2011/12,29466498,29466498
(주)인디에프,014990,2012/12,29466498,29466498
(주)인디에프,014990,2013/12,29466498,29466498
(주)인디에프,014990,2014/12,29466498,29466498
(주)인디에프,014990,2015/12,29466498,29466498
(주)인디에프,014990,2016/12,29466498,29466498
(주)인디에프,014990,2017/12,29466498,29466498
(주)인디에프,014990,2018/12,29466498,29466498
(주)인디에프,014990,2019/12,29466498,29466498
(주)인디에프,014990,2020/12,29466498,29466498
(주)인바이오젠,101140,2008/12,19000000,19000000
(주)인바이오젠,101140,2009/12,20394000,20394000
(주)인바이오젠,101140,2010/12,20394000,20394000
(주)인바이오젠,101140,2011/12,11226327,11226327
(주)인바이오젠,101140,2012/12,5613164,5613164
(주)인바이오젠,101140,2013/12,5613163,5613163
(주)인바이오젠,101140,2014/12,6743034,6743034
(주)인바이오젠,101140,2015/12,10013640,10013640
(주)인바이오젠,101140,2016/12,10013640,10013640
(주)인바이오젠,101140,2017/12,11820605,11820605
(주)인바이오젠,101140,2018/12,14497981,14497981
(주)인바이오젠,101140,2019/12,19830796,19830796
(주)인바이오젠,101140,2020/12,25780699,25780699
(주)인스코비,006490,1983/12,500000,
(주)인스코비,006490,1984/12,600000,
(주)인스코비,006490,1985/12,600000,
(주)인스코비,006490,1986/12,800000,
(주)인스코비,006490,1987/12,800000,
(주)인스코비,006490,1988/12,800000,
(주)인스코비,006490,1989/12,1000000,
(주)인스코비,006490,1990/12,1000000,
(주)인스코비,006490,1991/12,1000000,
(주)인스코비,006490,1992/12,1000000,
(주)인스코비,006490,1993/12,1000000,
(주)인스코비,006490,1994/12,1000000,
(주)인스코비,006490,1995/12,1000000,
(주)인스코비,006490,1996/12,1000000,
(주)인스코비,006490,1997/12,1711595,
(주)인스코비,006490,1998/12,3389826,
(주)인스코비,006490,1999/12,12985114,
(주)인스코비,006490,2000/12,12985114,
(주)인스코비,006490,2001/12,12985114,
(주)인스코비,006490,2002/12,12985114,
(주)인스코비,006490,2003/12,14980114,
(주)인스코비,006490,2004/12,16051527,
(주)인스코비,006490,2005/12,17459027,
(주)인스코비,006490,2006/12,20077839,
(주)인스코비,006490,2007/12,2435122,2435122
(주)인스코비,006490,2008/12,4261438,4261438
(주)인스코비,006490,2009/12,11908004,11908004
(주)인스코비,006490,2010/12,16633977,16633977
(주)인스코비,006490,2011/12,20629516,20629516
(주)인스코비,006490,2012/12,23267967,23267967
(주)인스코비,006490,2013/12,27863137,27863137
(주)인스코비,006490,2014/12,29834942,29834942
(주)인스코비,006490,2015/12,37683985,37683985
(주)인스코비,006490,2016/12,42413261,42413261
(주)인스코비,006490,2017/12,43635234,43635234
(주)인스코비,006490,2018/12,44861732,44861732
(주)인스코비,006490,2019/12,48618456,48618456
(주)인스코비,006490,2020/12,50454548,50454548
(주)인팩,023810,1991/12,360000,
(주)인팩,023810,1992/12,360000,
(주)인팩,023810,1993/12,720000,
(주)인팩,023810,1994/12,720000,
(주)인팩,023810,1995/12,2231320,
(주)인팩,023810,1996/12,3000000,
(주)인팩,023810,1997/12,3000000,
(주)인팩,023810,1998/12,3000000,
(주)인팩,023810,1999/12,3000000,
(주)인팩,023810,2000/12,3000000,
(주)인팩,023810,2001/12,3270000,
(주)인팩,023810,2002/12,3270000,
(주)인팩,023810,2003/12,5000000,
(주)인팩,023810,2004/12,5000000,
(주)인팩,023810,2005/12,5000000,
(주)인팩,023810,2006/12,5000000,
(주)인팩,023810,2007/12,5000000,5000000
(주)인팩,023810,2008/12,5000000,5000000
(주)인팩,023810,2009/12,5000000,5000000
(주)인팩,023810,2010/12,5000000,5000000
(주)인팩,023810,2011/12,5000000,5000000
(주)인팩,023810,2012/12,5000000,5000000
(주)인팩,023810,2013/12,5000000,5000000
(주)인팩,023810,2014/12,5000000,5000000
(주)인팩,023810,2015/12,5000000,5000000
(주)인팩,023810,2016/12,5000000,5000000
(주)인팩,023810,2017/12,5000000,5000000
(주)인팩,023810,2018/12,5000000,5000000
(주)인팩,023810,2019/12,5000000,5000000
(주)인팩,023810,2020/12,5000000,5000000
(주)일신석재,007110,1985/12,2900000,
(주)일신석재,007110,1986/12,3600000,
(주)일신석재,007110,1987/12,4135710,
(주)일신석재,007110,1988/12,6420000,
(주)일신석재,007110,1989/12,6420000,
(주)일신석재,007110,1990/12,6420000,
(주)일신석재,007110,1991/12,6420000,
(주)일신석재,007110,1992/12,6420000,
(주)일신석재,007110,1993/12,10200000,
(주)일신석재,007110,1994/12,10200000,
(주)일신석재,007110,1995/12,10200000,
(주)일신석재,007110,1996/12,16000000,
(주)일신석재,007110,1997/12,16000000,
(주)일신석재,007110,1998/12,,
(주)일신석재,007110,1999/12,2000000,
(주)일신석재,007110,2000/12,23601225,
(주)일신석재,007110,2001/12,23641525,
(주)일신석재,007110,2002/12,23641525,
(주)일신석재,007110,2003/12,23641525,
(주)일신석재,007110,2004/12,38728305,
(주)일신석재,007110,2005/12,38728305,
(주)일신석재,007110,2006/12,38728305,
(주)일신석재,007110,2007/12,38728305,38728305
(주)일신석재,007110,2008/12,38728305,38728305
(주)일신석재,007110,2009/12,38728305,38728305
(주)일신석재,007110,2010/12,38728305,38728305
(주)일신석재,007110,2011/12,38728305,38728305
(주)일신석재,007110,2012/12,38728305,38728305
(주)일신석재,007110,2013/12,38728305,38728305
(주)일신석재,007110,2014/12,38728305,38728305
(주)일신석재,007110,2015/12,38728305,38728305
(주)일신석재,007110,2016/12,38728305,38728305
(주)일신석재,007110,2017/12,38728305,38728305
(주)일신석재,007110,2018/12,38728305,38728305
(주)일신석재,007110,2019/12,38728305,38728305
(주)일신석재,007110,2020/12,38728305,38728305
(주)잇츠한불,226320,2011/12,4000000,
(주)잇츠한불,226320,2012/12,4000000,
(주)잇츠한불,226320,2013/12,4000000,4000000
(주)잇츠한불,226320,2014/12,4000000,4000000
(주)잇츠한불,226320,2015/12,4367825,4367825
(주)잇츠한불,226320,2016/12,8735650,8735650
(주)잇츠한불,226320,2017/12,10964658,10964658
(주)잇츠한불,226320,2018/12,10964658,10964658
(주)잇츠한불,226320,2019/12,10964658,10964658
(주)잇츠한불,226320,2020/12,10964658,10964658
(주)제이에스코퍼레이션,194370,2000/12,1000000,
(주)제이에스코퍼레이션,194370,2003/12,1000000,
(주)제이에스코퍼레이션,194370,2004/12,1000000,
(주)제이에스코퍼레이션,194370,2005/12,1000000,
(주)제이에스코퍼레이션,194370,2006/12,1000000,
(주)제이에스코퍼레이션,194370,2007/12,1000000,
(주)제이에스코퍼레이션,194370,2008/12,1000000,
(주)제이에스코퍼레이션,194370,2009/12,1000000,
(주)제이에스코퍼레이션,194370,2010/12,895460,
(주)제이에스코퍼레이션,194370,2011/12,805915,
(주)제이에스코퍼레이션,194370,2012/12,805915,
(주)제이에스코퍼레이션,194370,2013/12,805915,805915
(주)제이에스코퍼레이션,194370,2014/12,1117015,1117015
(주)제이에스코퍼레이션,194370,2015/12,1187710,1187710
(주)제이에스코퍼레이션,194370,2016/12,1315705,1315705
(주)제이에스코퍼레이션,194370,2017/12,1333560,1333560
(주)제이에스코퍼레이션,194370,2018/12,1333560,1333560
(주)제이에스코퍼레이션,194370,2019/12,1333560,1333560
(주)제이에스코퍼레이션,194370,2020/12,1333560,1333560
(주)제이콘텐트리,036420,1994/03,240000,
(주)제이콘텐트리,036420,1995/03,300000,
(주)제이콘텐트리,036420,1996/03,390000,
(주)제이콘텐트리,036420,1997/03,445000,
(주)제이콘텐트리,036420,1998/03,500000,
(주)제이콘텐트리,036420,1999/03,1021105,
(주)제이콘텐트리,036420,2000/03,2000000,
(주)제이콘텐트리,036420,2001/12,6198500,
(주)제이콘텐트리,036420,2002/12,9138304,
(주)제이콘텐트리,036420,2003/12,21807193,
(주)제이콘텐트리,036420,2004/12,21807193,
(주)제이콘텐트리,036420,2005/12,30418063,
(주)제이콘텐트리,036420,2006/12,34703777,
(주)제이콘텐트리,036420,2007/12,14117926,14117926
(주)제이콘텐트리,036420,2008/12,15083250,15083250
(주)제이콘텐트리,036420,2009/12,16486477,16486477
(주)제이콘텐트리,036420,2010/12,19564178,19564178
(주)제이콘텐트리,036420,2011/12,32750650,32750650
(주)제이콘텐트리,036420,2012/12,32750650,32750650
(주)제이콘텐트리,036420,2013/12,32750650,32750650
(주)제이콘텐트리,036420,2014/12,33045200,33045200
(주)제이콘텐트리,036420,2015/12,57034491,57034491
(주)제이콘텐트리,036420,2016/12,57034491,57034491
(주)제이콘텐트리,036420,2017/12,57034491,57034491
(주)제이콘텐트리,036420,2018/12,72034491,72034491
(주)제이콘텐트리,036420,2019/12,72034490,72034490
(주)제이콘텐트리,036420,2020/12,81925355,81925355
(주)제일기획,030000,1986/12,200000,
(주)제일기획,030000,1987/12,200000,
(주)제일기획,030000,1988/12,400000,
(주)제일기획,030000,1989/12,600000,
(주)제일기획,030000,1990/12,600000,
(주)제일기획,030000,1991/12,600000,
(주)제일기획,030000,1992/12,600000,
(주)제일기획,030000,1993/12,600000,
(주)제일기획,030000,1994/12,600000,
(주)제일기획,030000,1995/12,600000,
(주)제일기획,030000,1996/12,5031500,
(주)제일기획,030000,1997/12,5031500,
(주)제일기획,030000,1998/12,7200000,
(주)제일기획,030000,1999/12,23008245,
(주)제일기획,030000,2000/12,23008245,
(주)제일기획,030000,2001/12,23008245,
(주)제일기획,030000,2002/12,23008245,
(주)제일기획,030000,2003/12,23008245,
(주)제일기획,030000,2004/12,23008245,
(주)제일기획,030000,2005/12,23008245,
(주)제일기획,030000,2006/12,23008245,
(주)제일기획,030000,2007/12,23008245,23008245
(주)제일기획,030000,2008/12,23008245,23008245
(주)제일기획,030000,2009/12,23008245,23008245
(주)제일기획,030000,2010/12,23008245,23008245
(주)제일기획,030000,2011/12,23008245,23008245
(주)제일기획,030000,2012/12,23008245,23008245
(주)제일기획,030000,2013/12,23008245,23008245
(주)제일기획,030000,2014/12,23008245,23008245
(주)제일기획,030000,2015/12,23008245,23008245
(주)제일기획,030000,2016/12,23008245,23008245
(주)제일기획,030000,2017/12,23008245,23008245
(주)제일기획,030000,2018/12,23008245,23008245
(주)제일기획,030000,2019/12,23008245,23008245
(주)제일기획,030000,2020/12,23008245,23008245
(주)제주항공,089590,2005/12,20000000,
(주)제주항공,089590,2006/12,40000000,
(주)제주항공,089590,2007/12,40000000,
(주)제주항공,089590,2008/12,68733790,
(주)제주항공,089590,2009/12,80033790,
(주)제주항공,089590,2010/12,110033790,
(주)제주항공,089590,2011/12,110033790,
(주)제주항공,089590,2012/12,110033790,
(주)제주항공,089590,2013/12,110033790,110033790
(주)제주항공,089590,2014/12,110033790,110033790
(주)제주항공,089590,2015/12,129533790,129533790
(주)제주항공,089590,2016/12,131471290,131471290
(주)제주항공,089590,2017/12,131783790,131783790
(주)제주항공,089590,2018/12,131783790,131783790
(주)제주항공,089590,2019/12,131783790,131783790
(주)제주항공,089590,2020/12,192498075,192498075
(주)조비,001550,1981/06,1000000,
(주)조비,001550,1982/06,1000000,
(주)조비,001550,1983/06,1000000,
(주)조비,001550,1984/06,1000000,
(주)조비,001550,1985/06,1000000,
(주)조비,001550,1986/06,1000000,
(주)조비,001550,1987/06,1000000,
(주)조비,001550,1988/06,1000000,
(주)조비,001550,1989/06,1000000,
(주)조비,001550,1990/06,1500000,
(주)조비,001550,1991/06,1500000,
(주)조비,001550,1992/06,3075000,
(주)조비,001550,1993/06,3168910,
(주)조비,001550,1994/06,3326605,
(주)조비,001550,1995/06,4000000,
(주)조비,001550,1996/06,4213665,
(주)조비,001550,1997/06,6051265,
(주)조비,001550,1998/06,9076895,
(주)조비,001550,1999/06,9076895,
(주)조비,001550,2000/12,9076895,
(주)조비,001550,2001/12,9349200,
(주)조비,001550,2002/12,9349200,
(주)조비,001550,2003/12,9349200,
(주)조비,001550,2004/12,23500000,
(주)조비,001550,2005/12,23500000,
(주)조비,001550,2006/12,23500000,
(주)조비,001550,2007/12,7833330,7833330
(주)조비,001550,2008/12,7833330,7833330
(주)조비,001550,2009/12,7833330,7833330
(주)조비,001550,2010/12,7833330,7833330
(주)조비,001550,2011/12,7833330,7833330
(주)조비,001550,2012/12,12783825,12783825
(주)조비,001550,2013/12,19633140,19633140
(주)조비,001550,2014/12,19633140,19633140
(주)조비,001550,2015/12,19633140,19633140
(주)조비,001550,2016/12,21958185,21958185
(주)조비,001550,2017/12,25222205,25222205
(주)조비,001550,2018/12,25961195,25961195
(주)조비,001550,2019/12,25961195,25961195
(주)조비,001550,2020/12,25961195,25961195
(주)조흥,002600,1981/12,1500000,
(주)조흥,002600,1982/12,2000000,
(주)조흥,002600,1983/12,2000000,
(주)조흥,002600,1984/12,2000000,
(주)조흥,002600,1985/12,2000000,
(주)조흥,002600,1986/12,2000000,
(주)조흥,002600,1987/12,3000000,
(주)조흥,002600,1988/12,3000000,
(주)조흥,002600,1989/12,3000000,
(주)조흥,002600,1990/12,3000000,
(주)조흥,002600,1991/12,3000000,
(주)조흥,002600,1992/12,3000000,
(주)조흥,002600,1993/12,3000000,
(주)조흥,002600,1994/12,3000000,
(주)조흥,002600,1995/12,3000000,
(주)조흥,002600,1996/12,3000000,
(주)조흥,002600,1997/12,3000000,
(주)조흥,002600,1998/12,3000000,
(주)조흥,002600,1999/12,3000000,
(주)조흥,002600,2000/12,3000000,
(주)조흥,002600,2001/12,3000000,
(주)조흥,002600,2002/12,3000000,
(주)조흥,002600,2003/12,3000000,
(주)조흥,002600,2004/12,3000000,
(주)조흥,002600,2005/12,3000000,
(주)조흥,002600,2006/12,3000000,
(주)조흥,002600,2007/12,3000000,3000000
(주)조흥,002600,2008/12,3000000,3000000
(주)조흥,002600,2009/12,3000000,3000000
(주)조흥,002600,2010/12,3000000,3000000
(주)조흥,002600,2011/12,3000000,3000000
(주)조흥,002600,2012/12,3000000,3000000
(주)조흥,002600,2013/12,3000000,3000000
(주)조흥,002600,2014/12,3000000,3000000
(주)조흥,002600,2015/12,3000000,3000000
(주)조흥,002600,2016/12,3000000,3000000
(주)조흥,002600,2017/12,3000000,3000000
(주)조흥,002600,2018/12,3000000,3000000
(주)조흥,002600,2019/12,3000000,3000000
(주)조흥,002600,2020/12,3000000,3000000
(주)종근당,185750,2013/12,23522625,23522625
(주)종근당,185750,2014/12,23522625,23522625
(주)종근당,185750,2015/12,23522625,23522625
(주)종근당,185750,2016/12,23522625,23522625
(주)종근당,185750,2017/12,23522625,23522625
(주)종근당,185750,2018/12,24698090,24698090
(주)종근당,185750,2019/12,25925725,25925725
(주)종근당,185750,2020/12,27214213,27214213
(주)종근당바이오,063160,2001/12,8289383,
(주)종근당바이오,063160,2002/12,8289383,
(주)종근당바이오,063160,2003/12,8742325,
(주)종근당바이오,063160,2004/12,9671568,
(주)종근당바이오,063160,2005/12,11469850,
(주)종근당바이오,063160,2006/12,13073723,
(주)종근당바이오,063160,2007/12,13073723,13073723
(주)종근당바이오,063160,2008/12,13073723,13073723
(주)종근당바이오,063160,2009/12,13073723,13073723
(주)종근당바이오,063160,2010/12,13073723,13073723
(주)종근당바이오,063160,2011/12,13073723,13073723
(주)종근당바이오,063160,2012/12,13073723,13073723
(주)종근당바이오,063160,2013/12,13073723,13073723
(주)종근당바이오,063160,2014/12,13073723,13073723
(주)종근당바이오,063160,2015/12,13073723,13073723
(주)종근당바이오,063160,2016/12,13073723,13073723
(주)종근당바이오,063160,2017/12,13073723,13073723
(주)종근당바이오,063160,2018/12,13073723,13073723
(주)종근당바이오,063160,2019/12,13073723,13073723
(주)종근당바이오,063160,2020/12,13714905,13714905
(주)종근당홀딩스,001630,1981/12,4500000,
(주)종근당홀딩스,001630,1982/12,5500000,
(주)종근당홀딩스,001630,1983/12,5500000,
(주)종근당홀딩스,001630,1984/12,6000000,
(주)종근당홀딩스,001630,1985/12,6000000,
(주)종근당홀딩스,001630,1986/12,6000000,
(주)종근당홀딩스,001630,1987/12,7800000,
(주)종근당홀딩스,001630,1988/12,8398800,
(주)종근당홀딩스,001630,1989/12,8398800,
(주)종근당홀딩스,001630,1990/12,8398800,
(주)종근당홀딩스,001630,1991/12,8973615,
(주)종근당홀딩스,001630,1992/12,11000000,
(주)종근당홀딩스,001630,1993/12,13000000,
(주)종근당홀딩스,001630,1994/12,14175000,
(주)종근당홀딩스,001630,1995/12,14175000,
(주)종근당홀딩스,001630,1996/12,14175000,
(주)종근당홀딩스,001630,1997/12,19250000,
(주)종근당홀딩스,001630,1998/12,23500000,
(주)종근당홀딩스,001630,1999/12,24000000,
(주)종근당홀딩스,001630,2000/12,35592418,
(주)종근당홀딩스,001630,2001/12,29242418,
(주)종근당홀딩스,001630,2002/12,30077675,
(주)종근당홀딩스,001630,2003/12,30077675,
(주)종근당홀딩스,001630,2004/12,30077675,
(주)종근당홀딩스,001630,2005/12,30077675,
(주)종근당홀딩스,001630,2006/12,30875000,
(주)종근당홀딩스,001630,2007/12,31750000,31750000
(주)종근당홀딩스,001630,2008/12,32625000,32625000
(주)종근당홀딩스,001630,2009/12,32625000,32625000
(주)종근당홀딩스,001630,2010/12,32625000,32625000
(주)종근당홀딩스,001630,2011/12,32625000,32625000
(주)종근당홀딩스,001630,2012/12,32625000,32625000
(주)종근당홀딩스,001630,2013/12,9102375,9102375
(주)종근당홀딩스,001630,2014/12,9102375,9102375
(주)종근당홀딩스,001630,2015/12,11194415,11194415
(주)종근당홀딩스,001630,2016/12,12524653,12524653
(주)종근당홀딩스,001630,2017/12,12524653,12524653
(주)종근당홀딩스,001630,2018/12,12524653,12524653
(주)종근당홀딩스,001630,2019/12,12524653,12524653
(주)종근당홀딩스,001630,2020/12,12524653,12524653
(주)주연테크,044380,2006/12,1430000,
(주)주연테크,044380,2007/12,4290000,4290000
(주)주연테크,044380,2008/12,4290000,4290000
(주)주연테크,044380,2009/12,4290000,4290000
(주)주연테크,044380,2010/12,4290000,4290000
(주)주연테크,044380,2011/12,4290000,4290000
(주)주연테크,044380,2012/12,4290000,4290000
(주)주연테크,044380,2013/12,4290000,4290000
(주)주연테크,044380,2014/12,4290000,4290000
(주)주연테크,044380,2015/12,4290000,4290000
(주)주연테크,044380,2016/12,5807851,5807851
(주)주연테크,044380,2017/12,9877327,9877327
(주)주연테크,044380,2018/12,9877327,9877327
(주)주연테크,044380,2019/12,10675199,10675199
(주)주연테크,044380,2020/12,10922418,10922418
(주)지누스,013890,1985/12,450000,
(주)지누스,013890,1986/12,450000,
(주)지누스,013890,1987/12,1000000,
(주)지누스,013890,1988/12,2100000,
(주)지누스,013890,1989/12,4500000,
(주)지누스,013890,1990/12,7000000,
(주)지누스,013890,1991/12,11500000,
(주)지누스,013890,1992/12,11857390,
(주)지누스,013890,1993/12,12319140,
(주)지누스,013890,1994/12,12874695,
(주)지누스,013890,1995/12,12874695,
(주)지누스,013890,1996/12,12874695,
(주)지누스,013890,1997/12,12874695,
(주)지누스,013890,1998/12,12874695,
(주)지누스,013890,1999/12,17151715,
(주)지누스,013890,2000/12,22725255,
(주)지누스,013890,2001/12,24283435,
(주)지누스,013890,2002/12,24672840,
(주)지누스,013890,2003/12,31122840,
(주)지누스,013890,2004/12,31122840,
(주)지누스,013890,2005/12,31122840,
(주)지누스,013890,2006/12,31122840,
(주)지누스,013890,2007/12,31122840,
(주)지누스,013890,2008/12,6224570,
(주)지누스,013890,2009/12,6224570,
(주)지누스,013890,2010/12,6224570,
(주)지누스,013890,2011/12,6224570,
(주)지누스,013890,2012/12,6224570,
(주)지누스,013890,2013/12,6224570,
(주)지누스,013890,2014/12,6224570,
(주)지누스,013890,2015/12,6224570,
(주)지누스,013890,2016/12,6224570,
(주)지누스,013890,2017/12,6224570,6224570
(주)지누스,013890,2018/12,6224570,6224570
(주)지누스,013890,2019/12,7103375,7103375
(주)지누스,013890,2020/12,7203375,7203375
(주)지에스,078930,2004/12,464576890,
(주)지에스,078930,2005/12,464576890,
(주)지에스,078930,2006/12,464576890,
(주)지에스,078930,2007/12,464576890,464576890
(주)지에스,078930,2008/12,464576890,464576890
(주)지에스,078930,2009/12,464576890,464576890
(주)지에스,078930,2010/12,464576890,464577000
(주)지에스,078930,2011/12,464577000,464577000
(주)지에스,078930,2012/12,464577000,464577000
(주)지에스,078930,2013/12,464577000,464577000
(주)지에스,078930,2014/12,464577000,464577000
(주)지에스,078930,2015/12,464577000,464577000
(주)지에스,078930,2016/12,464577000,464577000
(주)지에스,078930,2017/12,464577000,464577000
(주)지에스,078930,2018/12,464577000,464577000
(주)지에스,078930,2019/12,464577000,464577000
(주)지에스,078930,2020/12,464577000,464577000
(주)지에스글로벌,001250,1981/12,7000000,
(주)지에스글로벌,001250,1982/12,7000000,
(주)지에스글로벌,001250,1983/12,10000000,
(주)지에스글로벌,001250,1984/12,10000000,
(주)지에스글로벌,001250,1985/12,10000000,
(주)지에스글로벌,001250,1986/12,15000000,
(주)지에스글로벌,001250,1987/12,16556570,
(주)지에스글로벌,001250,1988/12,20649280,
(주)지에스글로벌,001250,1989/12,20653105,
(주)지에스글로벌,001250,1990/12,20654095,
(주)지에스글로벌,001250,1991/12,28294095,
(주)지에스글로벌,001250,1992/12,28294095,
(주)지에스글로벌,001250,1993/12,38197025,
(주)지에스글로벌,001250,1994/12,38197025,
(주)지에스글로벌,001250,1995/12,40463245,
(주)지에스글로벌,001250,1996/12,40463245,
(주)지에스글로벌,001250,1997/12,40463245,
(주)지에스글로벌,001250,1998/12,40463245,
(주)지에스글로벌,001250,1999/12,93065460,
(주)지에스글로벌,001250,2000/12,93065460,
(주)지에스글로벌,001250,2001/12,93065460,
(주)지에스글로벌,001250,2002/12,161689500,
(주)지에스글로벌,001250,2003/12,86720900,
(주)지에스글로벌,001250,2004/12,87339900,
(주)지에스글로벌,001250,2005/12,169279900,
(주)지에스글로벌,001250,2006/12,26698805,
(주)지에스글로벌,001250,2007/12,26698805,26698805
(주)지에스글로벌,001250,2008/12,26698805,26698805
(주)지에스글로벌,001250,2009/12,28167205,28167205
(주)지에스글로벌,001250,2010/12,28167205,28167205
(주)지에스글로벌,001250,2011/12,56334410,56334410
(주)지에스글로벌,001250,2012/12,56334410,56334410
(주)지에스글로벌,001250,2013/12,56334410,56334410
(주)지에스글로벌,001250,2014/12,56334410,56334410
(주)지에스글로벌,001250,2015/12,56334410,56334410
(주)지에스글로벌,001250,2016/12,206334410,206334410
(주)지에스글로벌,001250,2017/12,206334410,206334410
(주)지에스글로벌,001250,2018/12,206334410,206334410
(주)지에스글로벌,001250,2019/12,206334410,206334410
(주)지에스글로벌,001250,2020/12,206334410,206334410
(주)지에스리테일,007070,1999/12,47000000,
(주)지에스리테일,007070,2000/12,47000000,
(주)지에스리테일,007070,2001/12,47000000,
(주)지에스리테일,007070,2002/12,76178290,
(주)지에스리테일,007070,2003/12,77000000,
(주)지에스리테일,007070,2004/12,77000000,
(주)지에스리테일,007070,2005/12,77000000,
(주)지에스리테일,007070,2006/12,77000000,
(주)지에스리테일,007070,2007/12,77000000,77000000
(주)지에스리테일,007070,2008/12,77000000,77000000
(주)지에스리테일,007070,2009/12,77000000,77000000
(주)지에스리테일,007070,2010/12,77000000,77000000
(주)지에스리테일,007070,2011/12,77000000,77000000
(주)지에스리테일,007070,2012/12,77000000,77000000
(주)지에스리테일,007070,2013/12,77000000,77000000
(주)지에스리테일,007070,2014/12,77000000,77000000
(주)지에스리테일,007070,2015/12,77000000,77000000
(주)지에스리테일,007070,2016/12,77000000,77000000
(주)지에스리테일,007070,2017/12,77000000,77000000
(주)지에스리테일,007070,2018/12,77000000,77000000
(주)지에스리테일,007070,2019/12,77000000,77000000
(주)지에스리테일,007070,2020/12,77000000,77000000
(주)지코,010580,1986/12,830000,
(주)지코,010580,1987/12,830000,
(주)지코,010580,1988/12,830000,
(주)지코,010580,1989/12,830000,
(주)지코,010580,1990/12,2430000,
(주)지코,010580,1991/12,2430000,
(주)지코,010580,1992/12,2430000,
(주)지코,010580,1993/12,2430000,
(주)지코,010580,1994/12,4330000,
(주)지코,010580,1995/12,5412500,
(주)지코,010580,1996/12,7739875,
(주)지코,010580,1997/12,8513865,
(주)지코,010580,1998/12,8513865,
(주)지코,010580,1999/12,8513865,
(주)지코,010580,2000/12,8513865,
(주)지코,010580,2001/12,13856340,
(주)지코,010580,2002/12,13856340,
(주)지코,010580,2003/12,13856340,
(주)지코,010580,2004/12,13856340,
(주)지코,010580,2005/12,13856340,
(주)지코,010580,2006/12,13856340,
(주)지코,010580,2007/12,13856340,13856340
(주)지코,010580,2008/12,13856340,13856340
(주)지코,010580,2009/12,13856340,13856340
(주)지코,010580,2010/12,13856340,13856340
(주)지코,010580,2011/12,13856340,13856340
(주)지코,010580,2012/12,13856340,13856340
(주)지코,010580,2013/12,13856340,13856340
(주)지코,010580,2014/12,13856340,13856340
(주)지코,010580,2015/12,13856340,13856340
(주)지코,010580,2016/12,22036974,22036974
(주)지코,010580,2017/12,22502090,22502090
(주)지코,010580,2018/12,25260707,25260707
(주)지코,010580,2019/12,32290818,32290818
(주)지코,010580,2020/12,32290818,32290818
(주)지투알,035000,1993/12,2000000,
(주)지투알,035000,1994/12,2750000,
(주)지투알,035000,1995/12,5000000,
(주)지투알,035000,1996/12,8000000,
(주)지투알,035000,1997/12,8000000,
(주)지투알,035000,1998/12,8000000,
(주)지투알,035000,1999/12,11430000,
(주)지투알,035000,2000/12,11430000,
(주)지투알,035000,2001/12,11772900,
(주)지투알,035000,2002/12,11772900,
(주)지투알,035000,2003/12,11772900,
(주)지투알,035000,2004/12,11772900,
(주)지투알,035000,2005/12,11772900,
(주)지투알,035000,2006/12,11772900,
(주)지투알,035000,2007/12,11772900,11772900
(주)지투알,035000,2008/12,17571493,17571493
(주)지투알,035000,2009/12,17571493,17571493
(주)지투알,035000,2010/12,17571493,17571493
(주)지투알,035000,2011/12,17571493,17571493
(주)지투알,035000,2012/12,17571493,17571493
(주)지투알,035000,2013/12,17571493,17571493
(주)지투알,035000,2014/12,17571493,17571493
(주)지투알,035000,2015/12,17571493,17571493
(주)지투알,035000,2016/12,17571493,17571493
(주)지투알,035000,2017/12,17571493,17571493
(주)지투알,035000,2018/12,17571493,17571493
(주)지투알,035000,2019/12,17571493,17571493
(주)지투알,035000,2020/12,17571493,17571493
(주)진도,088790,2006/12,39207350,
(주)진도,088790,2007/12,40536930,40536930
(주)진도,088790,2008/12,40536930,40536930
(주)진도,088790,2009/12,50121595,50121595
(주)진도,088790,2010/12,5012160,5012160
(주)진도,088790,2011/12,5012160,5012160
(주)진도,088790,2012/12,5012160,5012160
(주)진도,088790,2013/12,5012160,5012160
(주)진도,088790,2014/12,5012160,5012160
(주)진도,088790,2015/12,6223872,6223872
