회사명,거래소코드,회계년도,자산(*)(천원),자산(*)(IFRS)(천원)
(주)DB하이텍,000990,1981/12,29126200,
(주)DB하이텍,000990,1982/12,33985447,
(주)DB하이텍,000990,1983/12,38409436,
(주)DB하이텍,000990,1984/12,50639370,
(주)DB하이텍,000990,1985/12,49159480,
(주)DB하이텍,000990,1986/12,66963672,
(주)DB하이텍,000990,1987/12,69665896,
(주)DB하이텍,000990,1988/12,68111273,
(주)DB하이텍,000990,1989/12,80455877,
(주)DB하이텍,000990,1990/12,97207535,
(주)DB하이텍,000990,1991/12,109739868,
(주)DB하이텍,000990,1992/12,132517487,
(주)DB하이텍,000990,1993/12,202396075,
(주)DB하이텍,000990,1994/12,229631063,
(주)DB하이텍,000990,1995/12,231951974,
(주)DB하이텍,000990,1996/12,297705789,
(주)DB하이텍,000990,1997/12,712765012,
(주)DB하이텍,000990,1998/12,715165215,
(주)DB하이텍,000990,1999/12,837379964,
(주)DB하이텍,000990,2000/12,805756842,
(주)DB하이텍,000990,2001/12,811974426,
(주)DB하이텍,000990,2002/12,857182680,
(주)DB하이텍,000990,2003/12,879134604,
(주)DB하이텍,000990,2004/12,976639082,
(주)DB하이텍,000990,2005/12,1126572169,
(주)DB하이텍,000990,2006/12,1076069176,
(주)DB하이텍,000990,2007/12,3213715696,3213715696
(주)DB하이텍,000990,2008/12,3334536110,3334536110
(주)DB하이텍,000990,2009/12,2448081636,2448081636
(주)DB하이텍,000990,2010/12,1374101578,1363686317
(주)DB하이텍,000990,2011/12,1183957429,1183957429
(주)DB하이텍,000990,2012/12,1149069244,1149069244
(주)DB하이텍,000990,2013/12,1049494642,1049494642
(주)DB하이텍,000990,2014/12,1001959816,1001959816
(주)DB하이텍,000990,2015/12,1005673854,1005673854
(주)DB하이텍,000990,2016/12,1006370876,1006370876
(주)DB하이텍,000990,2017/12,977575054,977575054
(주)DB하이텍,000990,2018/12,1050696487,1050696487
(주)DB하이텍,000990,2019/12,1089400761,1089400761
(주)DB하이텍,000990,2020/12,1179256936,1179256936
(주)MH에탄올,023150,1989/12,15571605,
(주)MH에탄올,023150,1990/12,14889046,
(주)MH에탄올,023150,1991/12,14075400,
(주)MH에탄올,023150,1992/12,18421739,
(주)MH에탄올,023150,1993/12,22692684,
(주)MH에탄올,023150,1994/12,18923149,
(주)MH에탄올,023150,1995/12,23240241,
(주)MH에탄올,023150,1996/12,25968009,
(주)MH에탄올,023150,1997/12,26451550,
(주)MH에탄올,023150,1998/12,36635669,
(주)MH에탄올,023150,1999/12,33338002,
(주)MH에탄올,023150,2000/12,41556095,
(주)MH에탄올,023150,2001/12,46365419,
(주)MH에탄올,023150,2002/12,40621872,
(주)MH에탄올,023150,2003/12,45918577,
(주)MH에탄올,023150,2004/12,50811625,
(주)MH에탄올,023150,2005/12,49187808,
(주)MH에탄올,023150,2006/12,56528651,
(주)MH에탄올,023150,2007/12,62818445,62818445
(주)MH에탄올,023150,2008/12,86452344,86452344
(주)MH에탄올,023150,2009/12,111123888,111123888
(주)MH에탄올,023150,2010/12,114575923,127603795
(주)MH에탄올,023150,2011/12,135927085,135927085
(주)MH에탄올,023150,2012/12,139200817,139200817
(주)MH에탄올,023150,2013/12,122520742,122520742
(주)MH에탄올,023150,2014/12,85253876,85253876
(주)MH에탄올,023150,2015/12,78691328,78691328
(주)MH에탄올,023150,2016/12,72025138,72025138
(주)MH에탄올,023150,2017/12,107437079,107437079
(주)MH에탄올,023150,2018/12,109656889,109656889
(주)MH에탄올,023150,2019/12,101058662,101058662
(주)MH에탄올,023150,2020/12,97515830,97515830
(주)SH에너지화학,002360,1985/06,19127780,
(주)SH에너지화학,002360,1986/06,23632542,
(주)SH에너지화학,002360,1987/06,28552777,
(주)SH에너지화학,002360,1988/06,33934566,
(주)SH에너지화학,002360,1989/06,39401395,
(주)SH에너지화학,002360,1990/06,46814456,
(주)SH에너지화학,002360,1991/06,63379242,
(주)SH에너지화학,002360,1992/06,68010434,
(주)SH에너지화학,002360,1993/06,73286230,
(주)SH에너지화학,002360,1994/06,91259481,
(주)SH에너지화학,002360,1995/06,117916454,
(주)SH에너지화학,002360,1996/06,107803574,
(주)SH에너지화학,002360,1997/06,116032837,
(주)SH에너지화학,002360,1998/06,113437001,
(주)SH에너지화학,002360,1999/06,108095473,
(주)SH에너지화학,002360,2000/06,99599225,
(주)SH에너지화학,002360,2001/06,103620497,
(주)SH에너지화학,002360,2002/06,104336534,
(주)SH에너지화학,002360,2003/06,91878908,
(주)SH에너지화학,002360,2004/06,86011136,
(주)SH에너지화학,002360,2005/06,78364692,
(주)SH에너지화학,002360,2006/12,74694938,
(주)SH에너지화학,002360,2007/12,82235928,82235928
(주)SH에너지화학,002360,2008/12,96466166,96466166
(주)SH에너지화학,002360,2009/12,99399622,99399622
(주)SH에너지화학,002360,2010/12,90395449,94473095
(주)SH에너지화학,002360,2011/12,102383199,102383199
(주)SH에너지화학,002360,2012/12,102492810,102492810
(주)SH에너지화학,002360,2013/12,109984767,109984767
(주)SH에너지화학,002360,2014/12,109098264,109098264
(주)SH에너지화학,002360,2015/12,114048206,114048206
(주)SH에너지화학,002360,2016/12,122956894,122956894
(주)SH에너지화학,002360,2017/12,123261552,123261552
(주)SH에너지화학,002360,2018/12,120895795,120895795
(주)SH에너지화학,002360,2019/12,121126250,121126250
(주)SH에너지화학,002360,2020/12,116570206,116570206
(주)SIMPAC,009160,1985/12,13231896,
(주)SIMPAC,009160,1986/12,15207337,
(주)SIMPAC,009160,1987/12,18505439,
(주)SIMPAC,009160,1988/12,34072934,
(주)SIMPAC,009160,1989/12,46652801,
(주)SIMPAC,009160,1990/12,67569686,
(주)SIMPAC,009160,1991/12,87430849,
(주)SIMPAC,009160,1992/12,105189613,
(주)SIMPAC,009160,1993/12,105455844,
(주)SIMPAC,009160,1994/12,101736402,
(주)SIMPAC,009160,1995/12,98051061,
(주)SIMPAC,009160,1996/12,104484327,
(주)SIMPAC,009160,1997/12,88388468,
(주)SIMPAC,009160,1998/12,59147580,
(주)SIMPAC,009160,1999/12,77744175,
(주)SIMPAC,009160,2000/12,75648581,
(주)SIMPAC,009160,2001/12,81803602,
(주)SIMPAC,009160,2002/12,77824530,
(주)SIMPAC,009160,2003/12,85705262,
(주)SIMPAC,009160,2004/12,81538325,
(주)SIMPAC,009160,2005/12,98351320,
(주)SIMPAC,009160,2006/12,103516327,
(주)SIMPAC,009160,2007/12,125936098,125936098
(주)SIMPAC,009160,2008/12,165451607,165451607
(주)SIMPAC,009160,2009/12,176978453,176978453
(주)SIMPAC,009160,2010/12,246340241,260176045
(주)SIMPAC,009160,2011/12,296953131,296953131
(주)SIMPAC,009160,2012/12,307366684,307366684
(주)SIMPAC,009160,2013/12,349836891,349836891
(주)SIMPAC,009160,2014/12,329325876,329325876
(주)SIMPAC,009160,2015/12,369348917,369348917
(주)SIMPAC,009160,2016/12,366245273,366245273
(주)SIMPAC,009160,2017/12,343005145,343005145
(주)SIMPAC,009160,2018/12,628334175,628334175
(주)SIMPAC,009160,2019/12,608693104,608693104
(주)SIMPAC,009160,2020/12,656622388,656622388
(주)SNT에너지,100840,2008/12,217486444,217486444
(주)SNT에너지,100840,2009/12,296434329,296434329
(주)SNT에너지,100840,2010/12,252522573,253914889
(주)SNT에너지,100840,2011/12,276511841,276511841
(주)SNT에너지,100840,2012/12,292802033,292802033
(주)SNT에너지,100840,2013/12,311675279,311675279
(주)SNT에너지,100840,2014/12,304511816,304511816
(주)SNT에너지,100840,2015/12,316196096,316196096
(주)SNT에너지,100840,2016/12,348042346,348042346
(주)SNT에너지,100840,2017/12,300266693,300266693
(주)SNT에너지,100840,2018/12,280991534,280991534
(주)SNT에너지,100840,2019/12,331391237,331391237
(주)SNT에너지,100840,2020/12,332066179,332066179
(주)SNT홀딩스,036530,1997/12,13493208,
(주)SNT홀딩스,036530,1998/12,17831675,
(주)SNT홀딩스,036530,1999/12,21966227,
(주)SNT홀딩스,036530,2000/12,52505701,
(주)SNT홀딩스,036530,2001/12,84148126,
(주)SNT홀딩스,036530,2002/12,107286764,
(주)SNT홀딩스,036530,2003/12,131107406,
(주)SNT홀딩스,036530,2004/12,149435950,
(주)SNT홀딩스,036530,2005/12,180144788,
(주)SNT홀딩스,036530,2006/12,204633255,
(주)SNT홀딩스,036530,2007/12,299321536,299321536
(주)SNT홀딩스,036530,2008/12,404847081,404847081
(주)SNT홀딩스,036530,2009/12,398373004,398373004
(주)SNT홀딩스,036530,2010/12,427166812,397213393
(주)SNT홀딩스,036530,2011/12,388123974,388123974
(주)SNT홀딩스,036530,2012/12,388964716,388964716
(주)SNT홀딩스,036530,2013/12,397336142,397336142
(주)SNT홀딩스,036530,2014/12,399244416,399244416
(주)SNT홀딩스,036530,2015/12,430584006,430584006
(주)SNT홀딩스,036530,2016/12,427001710,427001710
(주)SNT홀딩스,036530,2017/12,425435423,425435423
(주)SNT홀딩스,036530,2018/12,422804813,422804813
(주)SNT홀딩스,036530,2019/12,417172874,417172874
(주)SNT홀딩스,036530,2020/12,423961201,423961201
(주)STX,011810,1985/12,121825116,
(주)STX,011810,1986/12,145468978,
(주)STX,011810,1987/12,168273322,
(주)STX,011810,1988/12,217963859,
(주)STX,011810,1989/12,230904254,
(주)STX,011810,1990/12,268419405,
(주)STX,011810,1991/12,250755891,
(주)STX,011810,1992/12,255657886,
(주)STX,011810,1993/12,298599889,
(주)STX,011810,1994/12,373867979,
(주)STX,011810,1995/12,404147584,
(주)STX,011810,1996/12,455950959,
(주)STX,011810,1997/12,497796215,
(주)STX,011810,1998/12,455215592,
(주)STX,011810,1999/12,435181104,
(주)STX,011810,2000/12,439075469,
(주)STX,011810,2001/12,483587358,
(주)STX,011810,2002/12,562003095,
(주)STX,011810,2003/12,583365946,
(주)STX,011810,2004/12,330134233,
(주)STX,011810,2005/12,528776085,
(주)STX,011810,2006/12,704540397,
(주)STX,011810,2007/12,1290453638,1290453638
(주)STX,011810,2008/12,2185999043,2185999043
(주)STX,011810,2009/12,2523599224,2523599224
(주)STX,011810,2010/12,2888566390,2822864000
(주)STX,011810,2011/12,3302248000,3302248000
(주)STX,011810,2012/12,3226878000,3226878000
(주)STX,011810,2013/12,1086567000,1086567000
(주)STX,011810,2014/12,1070433000,1070433000
(주)STX,011810,2015/12,1057543000,1057543000
(주)STX,011810,2016/12,627686000,627686000
(주)STX,011810,2017/12,520393000,520393000
(주)STX,011810,2018/12,446758000,446758000
(주)STX,011810,2019/12,462734000,462734000
(주)STX,011810,2020/12,362854000,362854000
(주)TCC스틸,002710,1985/03,34435517,
(주)TCC스틸,002710,1986/03,34215649,
(주)TCC스틸,002710,1987/03,35535167,
(주)TCC스틸,002710,1988/03,41337008,
(주)TCC스틸,002710,1989/03,51003563,
(주)TCC스틸,002710,1990/12,64267002,
(주)TCC스틸,002710,1991/12,62438413,
(주)TCC스틸,002710,1992/12,95335037,
(주)TCC스틸,002710,1993/12,98962712,
(주)TCC스틸,002710,1994/12,116809474,
(주)TCC스틸,002710,1995/12,156126986,
(주)TCC스틸,002710,1996/12,172096676,
(주)TCC스틸,002710,1997/12,183339181,
(주)TCC스틸,002710,1998/12,202954888,
(주)TCC스틸,002710,1999/12,198770070,
(주)TCC스틸,002710,2000/12,209856518,
(주)TCC스틸,002710,2001/12,207080748,
(주)TCC스틸,002710,2002/12,200882791,
(주)TCC스틸,002710,2003/12,214644917,
(주)TCC스틸,002710,2004/12,240310186,
(주)TCC스틸,002710,2005/12,258280578,
(주)TCC스틸,002710,2006/12,257516125,
(주)TCC스틸,002710,2007/12,279622132,279622132
(주)TCC스틸,002710,2008/12,287093863,287093863
(주)TCC스틸,002710,2009/12,268072135,268072135
(주)TCC스틸,002710,2010/12,306365690,366375812
(주)TCC스틸,002710,2011/12,407743559,407743559
(주)TCC스틸,002710,2012/12,438642951,438642951
(주)TCC스틸,002710,2013/12,444204925,444204925
(주)TCC스틸,002710,2014/12,461297588,461297588
(주)TCC스틸,002710,2015/12,330651742,330651742
(주)TCC스틸,002710,2016/12,250878191,250878191
(주)TCC스틸,002710,2017/12,248896237,248896237
(주)TCC스틸,002710,2018/12,268135677,268135677
(주)TCC스틸,002710,2019/12,270265082,270265082
(주)TCC스틸,002710,2020/12,261204640,261204640
(주)강원랜드,035250,2000/12,342866637,
(주)강원랜드,035250,2001/12,695214235,
(주)강원랜드,035250,2002/12,823396781,
(주)강원랜드,035250,2003/12,1078515534,
(주)강원랜드,035250,2004/12,1318309909,
(주)강원랜드,035250,2005/12,1525389753,
(주)강원랜드,035250,2006/12,1711966818,
(주)강원랜드,035250,2007/12,2022203780,2022203780
(주)강원랜드,035250,2008/12,2076415220,2076415220
(주)강원랜드,035250,2009/12,2386535399,2386535399
(주)강원랜드,035250,2010/12,2609744946,2615956414
(주)강원랜드,035250,2011/12,2730283806,2730283806
(주)강원랜드,035250,2012/12,2915385756,2915385756
(주)강원랜드,035250,2013/12,3105430200,3105430200
(주)강원랜드,035250,2014/12,3380461682,3380461682
(주)강원랜드,035250,2015/12,3688060027,3688060027
(주)강원랜드,035250,2016/12,3975979890,3975979890
(주)강원랜드,035250,2017/12,4182527382,4182527382
(주)강원랜드,035250,2018/12,4229630541,4229630541
(주)강원랜드,035250,2019/12,4436461953,4436461953
(주)강원랜드,035250,2020/12,3635973900,3635973900
(주)갤럭시아에스엠,011420,1985/12,7399561,
(주)갤럭시아에스엠,011420,1986/12,10415368,
(주)갤럭시아에스엠,011420,1987/12,13907013,
(주)갤럭시아에스엠,011420,1988/12,16430065,
(주)갤럭시아에스엠,011420,1989/12,23334272,
(주)갤럭시아에스엠,011420,1990/12,24486030,
(주)갤럭시아에스엠,011420,1991/12,32167445,
(주)갤럭시아에스엠,011420,1992/12,35553086,
(주)갤럭시아에스엠,011420,1993/12,44089911,
(주)갤럭시아에스엠,011420,1994/12,46069335,
(주)갤럭시아에스엠,011420,1995/12,49736783,
(주)갤럭시아에스엠,011420,1996/12,52955677,
(주)갤럭시아에스엠,011420,1997/12,60337854,
(주)갤럭시아에스엠,011420,1998/12,73036030,
(주)갤럭시아에스엠,011420,1999/12,58297209,
(주)갤럭시아에스엠,011420,2000/12,64722967,
(주)갤럭시아에스엠,011420,2001/12,56792655,
(주)갤럭시아에스엠,011420,2002/12,63136107,
(주)갤럭시아에스엠,011420,2003/12,60396075,
(주)갤럭시아에스엠,011420,2004/12,40475054,
(주)갤럭시아에스엠,011420,2005/12,33226700,
(주)갤럭시아에스엠,011420,2006/12,92048128,
(주)갤럭시아에스엠,011420,2007/12,66751314,66751314
(주)갤럭시아에스엠,011420,2008/12,55301387,55301387
(주)갤럭시아에스엠,011420,2009/12,46564045,46564045
(주)갤럭시아에스엠,011420,2010/12,35032207,35800250
(주)갤럭시아에스엠,011420,2011/12,40711969,40711969
(주)갤럭시아에스엠,011420,2012/12,40169876,40169876
(주)갤럭시아에스엠,011420,2013/12,34158874,34158874
(주)갤럭시아에스엠,011420,2014/12,40528250,40528250
(주)갤럭시아에스엠,011420,2015/12,67196553,67196553
(주)갤럭시아에스엠,011420,2016/12,55825556,55825556
(주)갤럭시아에스엠,011420,2017/12,48958128,48958128
(주)갤럭시아에스엠,011420,2018/12,33337692,33337692
(주)갤럭시아에스엠,011420,2019/12,28241598,28241598
(주)갤럭시아에스엠,011420,2020/12,28554685,28554685
(주)경농,002100,1981/12,10982438,
(주)경농,002100,1982/12,15887311,
(주)경농,002100,1983/12,16669220,
(주)경농,002100,1984/12,21696312,
(주)경농,002100,1985/12,22485377,
(주)경농,002100,1986/12,29996456,
(주)경농,002100,1987/12,31249554,
(주)경농,002100,1988/12,33081764,
(주)경농,002100,1989/12,39782368,
(주)경농,002100,1990/12,39909870,
(주)경농,002100,1991/12,58978548,
(주)경농,002100,1992/12,72773391,
(주)경농,002100,1993/12,85050408,
(주)경농,002100,1994/12,101429533,
(주)경농,002100,1995/12,127726665,
(주)경농,002100,1996/12,153390475,
(주)경농,002100,1997/12,169317976,
(주)경농,002100,1998/12,187170373,
(주)경농,002100,1999/12,159963073,
(주)경농,002100,2000/12,152881810,
(주)경농,002100,2001/12,161413954,
(주)경농,002100,2002/12,162207860,
(주)경농,002100,2003/12,154250614,
(주)경농,002100,2004/12,149071464,
(주)경농,002100,2005/12,162897482,
(주)경농,002100,2006/12,173202811,
(주)경농,002100,2007/12,177609593,177609593
(주)경농,002100,2008/12,200945613,200945613
(주)경농,002100,2009/12,197625886,197625886
(주)경농,002100,2010/12,200356833,198795934
(주)경농,002100,2011/12,176741869,176741869
(주)경농,002100,2012/12,203467698,203467698
(주)경농,002100,2013/12,214988593,214988593
(주)경농,002100,2014/12,230870852,230870852
(주)경농,002100,2015/12,265109291,265109291
(주)경농,002100,2016/12,266622289,266622289
(주)경농,002100,2017/12,268967010,268967010
(주)경농,002100,2018/12,285031873,285031873
(주)경농,002100,2019/12,297197088,297197088
(주)경농,002100,2020/12,299102193,299102193
(주)경동나비엔,009450,1986/12,5784438,
(주)경동나비엔,009450,1987/12,8269367,
(주)경동나비엔,009450,1988/12,16902068,
(주)경동나비엔,009450,1989/12,29650354,
(주)경동나비엔,009450,1990/12,35685858,
(주)경동나비엔,009450,1991/12,50510274,
(주)경동나비엔,009450,1992/12,50946864,
(주)경동나비엔,009450,1993/12,72721006,
(주)경동나비엔,009450,1994/12,88316131,
(주)경동나비엔,009450,1995/12,93352233,
(주)경동나비엔,009450,1996/12,112602651,
(주)경동나비엔,009450,1997/12,117026285,
(주)경동나비엔,009450,1998/12,107180654,
(주)경동나비엔,009450,1999/12,128078015,
(주)경동나비엔,009450,2000/12,135868440,
(주)경동나비엔,009450,2001/12,133155115,
(주)경동나비엔,009450,2002/12,153349066,
(주)경동나비엔,009450,2003/12,156266212,
(주)경동나비엔,009450,2004/12,159839572,
(주)경동나비엔,009450,2005/12,165241488,
(주)경동나비엔,009450,2006/12,174762854,
(주)경동나비엔,009450,2007/12,180354656,180354656
(주)경동나비엔,009450,2008/12,192027981,192027981
(주)경동나비엔,009450,2009/12,200448648,200448648
(주)경동나비엔,009450,2010/12,217720825,201855827
(주)경동나비엔,009450,2011/12,224373470,224373470
(주)경동나비엔,009450,2012/12,254627468,254627468
(주)경동나비엔,009450,2013/12,301475800,301475800
(주)경동나비엔,009450,2014/12,331089242,331089242
(주)경동나비엔,009450,2015/12,324848990,324848990
(주)경동나비엔,009450,2016/12,347643876,347643876
(주)경동나비엔,009450,2017/12,391400492,391400492
(주)경동나비엔,009450,2018/12,440513661,440513661
(주)경동나비엔,009450,2019/12,461607017,461607017
(주)경동나비엔,009450,2020/12,535511600,535511600
(주)경동도시가스,267290,2017/12,707917077,707917077
(주)경동도시가스,267290,2018/12,775880913,775880913
(주)경동도시가스,267290,2019/12,747453908,747453908
(주)경동도시가스,267290,2020/12,697182108,697182108
(주)경동인베스트,012320,1984/12,10906837,
(주)경동인베스트,012320,1985/12,13601803,
(주)경동인베스트,012320,1986/12,15473107,
(주)경동인베스트,012320,1987/12,17115797,
(주)경동인베스트,012320,1988/12,17256501,
(주)경동인베스트,012320,1989/12,23972227,
(주)경동인베스트,012320,1990/12,34974976,
(주)경동인베스트,012320,1991/12,38680119,
(주)경동인베스트,012320,1992/12,41460105,
(주)경동인베스트,012320,1993/12,43187437,
(주)경동인베스트,012320,1994/12,50129425,
(주)경동인베스트,012320,1995/12,64216100,
(주)경동인베스트,012320,1996/12,88524015,
(주)경동인베스트,012320,1997/12,120166868,
(주)경동인베스트,012320,1998/12,174020381,
(주)경동인베스트,012320,1999/12,194786982,
(주)경동인베스트,012320,2000/12,229844671,
(주)경동인베스트,012320,2001/12,236713605,
(주)경동인베스트,012320,2002/12,254685070,
(주)경동인베스트,012320,2003/12,270634637,
(주)경동인베스트,012320,2004/12,292014153,
(주)경동인베스트,012320,2005/12,330893657,
(주)경동인베스트,012320,2006/12,356980497,
(주)경동인베스트,012320,2007/12,404877671,404877671
(주)경동인베스트,012320,2008/12,452001225,452001225
(주)경동인베스트,012320,2009/12,538644137,538644137
(주)경동인베스트,012320,2010/12,637119009,756282260
(주)경동인베스트,012320,2011/12,941176098,941176098
(주)경동인베스트,012320,2012/12,1168400020,1168400020
(주)경동인베스트,012320,2013/12,1161427092,1161427092
(주)경동인베스트,012320,2014/12,1101071366,1101071366
(주)경동인베스트,012320,2015/12,926392697,926392697
(주)경동인베스트,012320,2016/12,903818865,903818865
(주)경동인베스트,012320,2017/12,318031347,318031347
(주)경동인베스트,012320,2018/12,318776653,318776653
(주)경동인베스트,012320,2019/12,316572482,316572482
(주)경동인베스트,012320,2020/12,306973265,306973265
(주)경방,000050,1981/12,55206596,
(주)경방,000050,1982/12,57080458,
(주)경방,000050,1983/12,60395974,
(주)경방,000050,1984/12,62364401,
(주)경방,000050,1985/12,63594827,
(주)경방,000050,1986/12,65668629,
(주)경방,000050,1987/12,103559439,
(주)경방,000050,1988/12,106482837,
(주)경방,000050,1989/12,110005205,
(주)경방,000050,1990/12,110156018,
(주)경방,000050,1991/12,119258623,
(주)경방,000050,1992/12,128485164,
(주)경방,000050,1993/12,162131268,
(주)경방,000050,1994/12,213202744,
(주)경방,000050,1995/12,226760061,
(주)경방,000050,1996/12,244369190,
(주)경방,000050,1997/12,254335870,
(주)경방,000050,1998/12,232057651,
(주)경방,000050,1999/12,221040807,
(주)경방,000050,2000/12,564454011,
(주)경방,000050,2001/12,549523394,
(주)경방,000050,2002/12,531981812,
(주)경방,000050,2003/12,534608754,
(주)경방,000050,2004/12,515345506,
(주)경방,000050,2005/12,506283029,
(주)경방,000050,2006/12,593111516,
(주)경방,000050,2007/12,561331864,561331864
(주)경방,000050,2008/12,783294183,783294183
(주)경방,000050,2009/12,1452886942,1452886942
(주)경방,000050,2010/12,1410675955,1308628573
(주)경방,000050,2011/12,1331930968,1331930968
(주)경방,000050,2012/12,1301719900,1301719900
(주)경방,000050,2013/12,1261257414,1261257414
(주)경방,000050,2014/12,1275008413,1275008413
(주)경방,000050,2015/12,1259512344,1259512344
(주)경방,000050,2016/12,1237024388,1237024388
(주)경방,000050,2017/12,1199063663,1199063663
(주)경방,000050,2018/12,1226545382,1226545382
(주)경방,000050,2019/12,1296265431,1296265431
(주)경방,000050,2020/12,1212393834,1212393834
(주)경보제약,214390,1999/12,41385545,
(주)경보제약,214390,2000/12,40018442,
(주)경보제약,214390,2001/12,50172318,
(주)경보제약,214390,2002/12,77079098,
(주)경보제약,214390,2003/12,72890347,
(주)경보제약,214390,2004/12,76181945,
(주)경보제약,214390,2005/12,59928842,
(주)경보제약,214390,2006/12,72233066,
(주)경보제약,214390,2007/12,66800493,
(주)경보제약,214390,2008/12,87159690,
(주)경보제약,214390,2009/12,95018327,
(주)경보제약,214390,2010/12,109191930,
(주)경보제약,214390,2011/12,117653953,
(주)경보제약,214390,2012/12,119939786,
(주)경보제약,214390,2013/12,135073234,143382795
(주)경보제약,214390,2014/12,168034561,168034561
(주)경보제약,214390,2015/12,195488457,195488457
(주)경보제약,214390,2016/12,203735980,203735980
(주)경보제약,214390,2017/12,204869399,204869399
(주)경보제약,214390,2018/12,221622993,221622993
(주)경보제약,214390,2019/12,237816742,237816742
(주)경보제약,214390,2020/12,253239177,253239177
(주)경인양행,012610,1985/12,,
(주)경인양행,012610,1986/12,,
(주)경인양행,012610,1987/12,5549512,
(주)경인양행,012610,1988/12,8249850,
(주)경인양행,012610,1989/12,11539800,
(주)경인양행,012610,1990/12,14389614,
(주)경인양행,012610,1991/12,16020998,
(주)경인양행,012610,1992/12,22332907,
(주)경인양행,012610,1993/12,25881922,
(주)경인양행,012610,1994/12,32815889,
(주)경인양행,012610,1995/12,41915604,
(주)경인양행,012610,1996/12,48250231,
(주)경인양행,012610,1997/12,78217630,
(주)경인양행,012610,1998/12,85026591,
(주)경인양행,012610,1999/12,61141242,
(주)경인양행,012610,2000/12,69686663,
(주)경인양행,012610,2001/12,69279394,
(주)경인양행,012610,2002/12,70008894,
(주)경인양행,012610,2003/12,77054271,
(주)경인양행,012610,2004/12,92524131,
(주)경인양행,012610,2005/12,100565451,
(주)경인양행,012610,2006/12,95503928,
(주)경인양행,012610,2007/12,120854547,120854547
(주)경인양행,012610,2008/12,163333431,163333431
(주)경인양행,012610,2009/12,218551979,218551979
(주)경인양행,012610,2010/12,236560210,250809034
(주)경인양행,012610,2011/12,245825940,245825940
(주)경인양행,012610,2012/12,241045608,241045608
(주)경인양행,012610,2013/12,274570963,274570963
(주)경인양행,012610,2014/12,267331084,267331084
(주)경인양행,012610,2015/12,273778266,273778266
(주)경인양행,012610,2016/12,290035389,290035389
(주)경인양행,012610,2017/12,296909084,296909084
(주)경인양행,012610,2018/12,344908257,344908257
(주)경인양행,012610,2019/12,381063538,381063538
(주)경인양행,012610,2020/12,386097816,386097816
(주)광명전기,017040,1986/12,5590009,
(주)광명전기,017040,1987/12,8266833,
(주)광명전기,017040,1988/12,7536093,
(주)광명전기,017040,1989/12,13846922,
(주)광명전기,017040,1990/12,17284596,
(주)광명전기,017040,1991/12,21664778,
(주)광명전기,017040,1992/12,31921481,
(주)광명전기,017040,1993/12,32912606,
(주)광명전기,017040,1994/12,40488706,
(주)광명전기,017040,1995/12,49444496,
(주)광명전기,017040,1996/12,80533715,
(주)광명전기,017040,1997/12,97922250,
(주)광명전기,017040,1998/12,,
(주)광명전기,017040,1999/12,32001452,
(주)광명전기,017040,2000/12,32839178,
(주)광명전기,017040,2002/11,42817793,
(주)광명전기,017040,2003/11,46783487,
(주)광명전기,017040,2004/11,54324845,
(주)광명전기,017040,2005/12,66844604,
(주)광명전기,017040,2006/12,68008310,
(주)광명전기,017040,2007/12,76629724,76629724
(주)광명전기,017040,2008/12,88033798,88033798
(주)광명전기,017040,2009/12,82913729,82913729
(주)광명전기,017040,2010/12,88548003,91484700
(주)광명전기,017040,2011/12,99992644,99992644
(주)광명전기,017040,2012/12,104218586,104218586
(주)광명전기,017040,2013/12,105483729,105483729
(주)광명전기,017040,2014/12,119791644,119791644
(주)광명전기,017040,2015/12,107719518,107719518
(주)광명전기,017040,2016/12,125405290,125405290
(주)광명전기,017040,2017/12,128881408,128881408
(주)광명전기,017040,2018/12,124159091,124159091
(주)광명전기,017040,2019/12,140591786,140591786
(주)광명전기,017040,2020/12,149581712,149581712
(주)광주신세계,037710,1995/12,65767416,
(주)광주신세계,037710,1996/12,77348170,
(주)광주신세계,037710,1997/12,97082306,
(주)광주신세계,037710,1998/12,76498732,
(주)광주신세계,037710,1999/12,85236289,
(주)광주신세계,037710,2000/12,96446266,
(주)광주신세계,037710,2001/12,124620639,
(주)광주신세계,037710,2002/12,157018753,
(주)광주신세계,037710,2003/12,138648699,
(주)광주신세계,037710,2004/12,147278146,
(주)광주신세계,037710,2005/12,157612662,
(주)광주신세계,037710,2006/12,188637387,
(주)광주신세계,037710,2007/12,217384348,217384348
(주)광주신세계,037710,2008/12,241584362,241584362
(주)광주신세계,037710,2009/12,281686136,281686136
(주)광주신세계,037710,2010/12,331147709,327433751
(주)광주신세계,037710,2011/12,380753715,380753715
(주)광주신세계,037710,2012/12,430662968,430662968
(주)광주신세계,037710,2013/12,656355808,656355808
(주)광주신세계,037710,2014/12,652758688,652758688
(주)광주신세계,037710,2015/12,659495158,659495158
(주)광주신세계,037710,2016/12,655502726,655502726
(주)광주신세계,037710,2017/12,655018971,655018971
(주)광주신세계,037710,2018/12,696204982,696204982
(주)광주신세계,037710,2019/12,752423111,752423111
(주)광주신세계,037710,2020/12,784428251,784428251
(주)국동,005320,1989/12,14826804,
(주)국동,005320,1990/12,19099454,
(주)국동,005320,1991/12,19038713,
(주)국동,005320,1992/12,20260851,
(주)국동,005320,1993/12,22637206,
(주)국동,005320,1994/12,27248202,
(주)국동,005320,1995/12,32878041,
