회사명,거래소코드,회계년도,자본잉여금(*)(천원),자본잉여금(*)(IFRS)(천원)
(주)에스피씨삼립,005610,2008/12,65365382,65365382
(주)에스피씨삼립,005610,2009/12,65365382,65365382
(주)에스피씨삼립,005610,2010/12,65365382,12515587
(주)에스피씨삼립,005610,2011/12,12515587,12515587
(주)에스피씨삼립,005610,2012/12,12515587,12515587
(주)에스피씨삼립,005610,2013/12,12515587,12515587
(주)에스피씨삼립,005610,2014/12,12515587,12515587
(주)에스피씨삼립,005610,2015/12,12515587,12515587
(주)에스피씨삼립,005610,2016/12,12515587,12515587
(주)에스피씨삼립,005610,2017/12,12515587,12515587
(주)에스피씨삼립,005610,2018/12,12515587,12515587
(주)에스피씨삼립,005610,2019/12,12515587,12515587
(주)에스피씨삼립,005610,2020/12,12515587,12515587
(주)에이블씨엔씨,078520,2004/12,8411562,
(주)에이블씨엔씨,078520,2005/12,23756229,
(주)에이블씨엔씨,078520,2006/12,23756229,
(주)에이블씨엔씨,078520,2007/12,30227821,30227821
(주)에이블씨엔씨,078520,2008/12,30227821,30227821
(주)에이블씨엔씨,078520,2009/12,30226235,30226235
(주)에이블씨엔씨,078520,2010/12,30496885,30496885
(주)에이블씨엔씨,078520,2011/12,30979273,30979273
(주)에이블씨엔씨,078520,2012/12,30976795,30976795
(주)에이블씨엔씨,078520,2013/12,39597424,39597424
(주)에이블씨엔씨,078520,2014/12,39590055,39590055
(주)에이블씨엔씨,078520,2015/12,39581914,39581914
(주)에이블씨엔씨,078520,2016/12,39570314,39570314
(주)에이블씨엔씨,078520,2017/12,146699699,146699699
(주)에이블씨엔씨,078520,2018/12,170660575,170660575
(주)에이블씨엔씨,078520,2019/12,173303131,173303131
(주)에이블씨엔씨,078520,2020/12,173303131,173303131
(주)에이엔피,015260,1986/12,0,
(주)에이엔피,015260,1987/12,0,
(주)에이엔피,015260,1988/12,804000,
(주)에이엔피,015260,1989/12,4515378,
(주)에이엔피,015260,1990/12,1075896,
(주)에이엔피,015260,1991/12,0,
(주)에이엔피,015260,1992/12,0,
(주)에이엔피,015260,1993/12,0,
(주)에이엔피,015260,1994/12,0,
(주)에이엔피,015260,1995/12,0,
(주)에이엔피,015260,1996/12,1582844,
(주)에이엔피,015260,1997/12,2438197,
(주)에이엔피,015260,1998/12,2438197,
(주)에이엔피,015260,1999/12,2984156,
(주)에이엔피,015260,2000/12,7539029,
(주)에이엔피,015260,2001/12,8581175,
(주)에이엔피,015260,2002/12,8581175,
(주)에이엔피,015260,2003/12,8384446,
(주)에이엔피,015260,2004/12,8384446,
(주)에이엔피,015260,2005/12,8741458,
(주)에이엔피,015260,2006/12,26642152,
(주)에이엔피,015260,2007/12,51664635,51664635
(주)에이엔피,015260,2008/12,40579415,40579415
(주)에이엔피,015260,2009/12,40579415,40579415
(주)에이엔피,015260,2010/12,40263820,40263820
(주)에이엔피,015260,2011/12,40548695,40548696
(주)에이엔피,015260,2012/12,42622817,42622817
(주)에이엔피,015260,2013/12,43142000,43142000
(주)에이엔피,015260,2014/12,44122515,44122516
(주)에이엔피,015260,2015/12,32128367,32128368
(주)에이엔피,015260,2016/12,35125296,35125296
(주)에이엔피,015260,2017/12,35290489,35290489
(주)에이엔피,015260,2018/12,37164275,37164275
(주)에이엔피,015260,2019/12,37164275,37164275
(주)에이엔피,015260,2020/12,78674848,78674848
(주)에이프로젠케이아이씨,007460,1988/12,0,
(주)에이프로젠케이아이씨,007460,1989/12,0,
(주)에이프로젠케이아이씨,007460,1990/12,677000,
(주)에이프로젠케이아이씨,007460,1991/12,0,
(주)에이프로젠케이아이씨,007460,1992/12,0,
(주)에이프로젠케이아이씨,007460,1993/12,0,
(주)에이프로젠케이아이씨,007460,1994/12,0,
(주)에이프로젠케이아이씨,007460,1995/12,1820000,
(주)에이프로젠케이아이씨,007460,1996/12,1822362,
(주)에이프로젠케이아이씨,007460,1997/12,1820000,
(주)에이프로젠케이아이씨,007460,1998/12,1820000,
(주)에이프로젠케이아이씨,007460,1999/12,1820000,
(주)에이프로젠케이아이씨,007460,2000/12,1820000,
(주)에이프로젠케이아이씨,007460,2001/12,1820000,
(주)에이프로젠케이아이씨,007460,2002/12,1820000,
(주)에이프로젠케이아이씨,007460,2003/12,1820000,
(주)에이프로젠케이아이씨,007460,2004/12,1820000,
(주)에이프로젠케이아이씨,007460,2005/12,1820000,
(주)에이프로젠케이아이씨,007460,2006/12,1943691,
(주)에이프로젠케이아이씨,007460,2007/12,12774217,12774217
(주)에이프로젠케이아이씨,007460,2008/12,30576933,30576933
(주)에이프로젠케이아이씨,007460,2009/12,31221581,31221581
(주)에이프로젠케이아이씨,007460,2010/12,34712463,34552259
(주)에이프로젠케이아이씨,007460,2011/12,36052326,36052326
(주)에이프로젠케이아이씨,007460,2012/12,40030616,40030616
(주)에이프로젠케이아이씨,007460,2013/12,37528844,37528844
(주)에이프로젠케이아이씨,007460,2014/12,37836302,37836302
(주)에이프로젠케이아이씨,007460,2015/12,46053327,46053327
(주)에이프로젠케이아이씨,007460,2016/12,24526687,24526687
(주)에이프로젠케이아이씨,007460,2017/12,120381118,120381118
(주)에이프로젠케이아이씨,007460,2018/12,191198419,191198419
(주)에이프로젠케이아이씨,007460,2019/12,270595467,270595467
(주)에이프로젠케이아이씨,007460,2020/12,348292435,348292435
(주)에이플러스에셋어드바이저,244920,2008/03,0,
(주)에이플러스에셋어드바이저,244920,2009/03,0,
(주)에이플러스에셋어드바이저,244920,2010/03,0,
(주)에이플러스에셋어드바이저,244920,2011/03,5953759,
(주)에이플러스에셋어드바이저,244920,2012/03,5953759,
(주)에이플러스에셋어드바이저,244920,2013/03,5953759,
(주)에이플러스에셋어드바이저,244920,2014/12,5953759,
(주)에이플러스에셋어드바이저,244920,2015/12,5953759,
(주)에이플러스에셋어드바이저,244920,2016/12,6371707,
(주)에이플러스에셋어드바이저,244920,2017/12,23720620,
(주)에이플러스에셋어드바이저,244920,2018/12,22273433,
(주)에이플러스에셋어드바이저,244920,2019/12,5953759,5953759
(주)에이플러스에셋어드바이저,244920,2020/12,26100119,26100119
(주)에프앤에프,007700,1983/06,148000,
(주)에프앤에프,007700,1984/06,0,
(주)에프앤에프,007700,1985/06,1657095,
(주)에프앤에프,007700,1986/06,1657095,
(주)에프앤에프,007700,1987/06,1257095,
(주)에프앤에프,007700,1988/06,2097095,
(주)에프앤에프,007700,1989/06,2097095,
(주)에프앤에프,007700,1990/06,2097095,
(주)에프앤에프,007700,1991/06,2097095,
(주)에프앤에프,007700,1992/06,2097094,
(주)에프앤에프,007700,1993/06,2097094,
(주)에프앤에프,007700,1994/06,2097095,
(주)에프앤에프,007700,1995/06,2097094,
(주)에프앤에프,007700,1996/06,2097095,
(주)에프앤에프,007700,1997/06,2367674,
(주)에프앤에프,007700,1998/06,4727674,
(주)에프앤에프,007700,1999/06,22746437,
(주)에프앤에프,007700,2000/06,22585069,
(주)에프앤에프,007700,2001/12,22839046,
(주)에프앤에프,007700,2002/12,17809776,
(주)에프앤에프,007700,2003/12,17809776,
(주)에프앤에프,007700,2004/12,18085193,
(주)에프앤에프,007700,2005/12,18085193,
(주)에프앤에프,007700,2006/12,18085193,
(주)에프앤에프,007700,2007/12,18085193,18085193
(주)에프앤에프,007700,2008/12,18085193,18085193
(주)에프앤에프,007700,2009/12,18085193,18085193
(주)에프앤에프,007700,2010/12,18085193,2633638
(주)에프앤에프,007700,2011/12,2633638,2633638
(주)에프앤에프,007700,2012/12,2633638,2633638
(주)에프앤에프,007700,2013/12,2633638,2633638
(주)에프앤에프,007700,2014/12,2633638,2633638
(주)에프앤에프,007700,2015/12,2633638,2633638
(주)에프앤에프,007700,2016/12,2633638,2633638
(주)에프앤에프,007700,2017/12,2633638,2633638
(주)에프앤에프,007700,2018/12,2633638,2633638
(주)에프앤에프,007700,2019/12,2633638,2633638
(주)에프앤에프,007700,2020/12,2633638,2633638
(주)엔씨소프트,036570,1997/12,0,
(주)엔씨소프트,036570,1998/12,0,
(주)엔씨소프트,036570,1999/12,2193229,
(주)엔씨소프트,036570,2000/12,62966144,
(주)엔씨소프트,036570,2001/12,90866567,
(주)엔씨소프트,036570,2002/12,91686491,
(주)엔씨소프트,036570,2003/12,84625618,
(주)엔씨소프트,036570,2004/12,132583136,
(주)엔씨소프트,036570,2005/12,143352808,
(주)엔씨소프트,036570,2006/12,144696758,
(주)엔씨소프트,036570,2007/12,148261975,148261975
(주)엔씨소프트,036570,2008/12,148475246,148475246
(주)엔씨소프트,036570,2009/12,204143803,204143803
(주)엔씨소프트,036570,2010/12,212169397,215093253
(주)엔씨소프트,036570,2011/12,218111976,218111976
(주)엔씨소프트,036570,2012/12,230086526,230086526
(주)엔씨소프트,036570,2013/12,231250780,231250780
(주)엔씨소프트,036570,2014/12,232929317,232929317
(주)엔씨소프트,036570,2015/12,452319877,452319877
(주)엔씨소프트,036570,2016/12,452319877,452319877
(주)엔씨소프트,036570,2017/12,454254954,454254954
(주)엔씨소프트,036570,2018/12,454254954,454254954
(주)엔씨소프트,036570,2019/12,457157571,457157571
(주)엔씨소프트,036570,2020/12,457157571,457157571
(주)엔아이스틸,008260,1981/12,0,
(주)엔아이스틸,008260,1983/03,0,
(주)엔아이스틸,008260,1984/03,0,
(주)엔아이스틸,008260,1985/03,0,
(주)엔아이스틸,008260,1986/03,0,
(주)엔아이스틸,008260,1987/03,72386,
(주)엔아이스틸,008260,1988/03,72387,
(주)엔아이스틸,008260,1989/03,72387,
(주)엔아이스틸,008260,1990/03,1533987,
(주)엔아이스틸,008260,1991/03,1533986,
(주)엔아이스틸,008260,1992/03,1936488,
(주)엔아이스틸,008260,1993/03,3187864,
(주)엔아이스틸,008260,1994/03,5807787,
(주)엔아이스틸,008260,1995/03,7845117,
(주)엔아이스틸,008260,1996/03,10056236,
(주)엔아이스틸,008260,1997/03,10056237,
(주)엔아이스틸,008260,1998/03,,
(주)엔아이스틸,008260,1999/03,0,
(주)엔아이스틸,008260,2000/12,0,
(주)엔아이스틸,008260,2001/12,4852150,
(주)엔아이스틸,008260,2002/12,4852150,
(주)엔아이스틸,008260,2003/12,4852150,
(주)엔아이스틸,008260,2004/12,4852150,
(주)엔아이스틸,008260,2005/12,7180177,
(주)엔아이스틸,008260,2006/12,7180177,
(주)엔아이스틸,008260,2007/12,7180177,7180177
(주)엔아이스틸,008260,2008/12,7180177,7180177
(주)엔아이스틸,008260,2009/12,7180177,7180177
(주)엔아이스틸,008260,2010/12,7180177,7175419
(주)엔아이스틸,008260,2011/12,7180177,7180177
(주)엔아이스틸,008260,2012/12,7180177,7180177
(주)엔아이스틸,008260,2013/12,7180177,7180177
(주)엔아이스틸,008260,2014/12,7180177,7180177
(주)엔아이스틸,008260,2015/12,7260995,7260995
(주)엔아이스틸,008260,2016/12,7260995,7260995
(주)엔아이스틸,008260,2017/12,8788242,8788242
(주)엔아이스틸,008260,2018/12,8557441,8557441
(주)엔아이스틸,008260,2019/12,8329229,8329230
(주)엔아이스틸,008260,2020/12,8329229,8329230
(주)엔에스쇼핑,138250,2002/12,2689484,
(주)엔에스쇼핑,138250,2003/12,2764574,
(주)엔에스쇼핑,138250,2004/12,4597840,
(주)엔에스쇼핑,138250,2005/12,4597840,
(주)엔에스쇼핑,138250,2006/12,4597840,
(주)엔에스쇼핑,138250,2007/12,4597840,
(주)엔에스쇼핑,138250,2008/12,6379612,
(주)엔에스쇼핑,138250,2009/12,6832213,
(주)엔에스쇼핑,138250,2010/12,6832213,4597840
(주)엔에스쇼핑,138250,2011/12,1471309,1471309
(주)엔에스쇼핑,138250,2012/12,1471309,1471309
(주)엔에스쇼핑,138250,2013/12,1471309,1471309
(주)엔에스쇼핑,138250,2014/12,1471309,1471309
(주)엔에스쇼핑,138250,2015/12,1471309,1471309
(주)엔에스쇼핑,138250,2016/12,1471309,1471309
(주)엔에스쇼핑,138250,2017/12,1471309,1471309
(주)엔에스쇼핑,138250,2018/12,1475278,1475278
(주)엔에스쇼핑,138250,2019/12,1475278,1475278
(주)엔에스쇼핑,138250,2020/12,1475278,1475278
(주)엔케이,085310,1999/12,9295058,
(주)엔케이,085310,2000/12,9295058,
(주)엔케이,085310,2001/12,9295058,
(주)엔케이,085310,2002/12,9295058,
(주)엔케이,085310,2003/12,9295058,
(주)엔케이,085310,2004/12,9295058,
(주)엔케이,085310,2005/12,9295058,
(주)엔케이,085310,2006/12,9666543,
(주)엔케이,085310,2007/12,19132396,19132396
(주)엔케이,085310,2008/12,74789776,74789776
(주)엔케이,085310,2009/12,75242345,75242345
(주)엔케이,085310,2010/12,75242345,51479395
(주)엔케이,085310,2011/12,43632311,43632311
(주)엔케이,085310,2012/12,47350147,47350147
(주)엔케이,085310,2013/12,45121587,45121587
(주)엔케이,085310,2014/12,70679024,70679024
(주)엔케이,085310,2015/12,79175754,79175754
(주)엔케이,085310,2016/12,79175754,79175754
(주)엔케이,085310,2017/12,94554754,94554754
(주)엔케이,085310,2018/12,95399831,95399831
(주)엔케이,085310,2019/12,95399831,95399831
(주)엔케이,085310,2020/12,95399831,95399831
(주)엔케이물산,009810,1985/12,0,
(주)엔케이물산,009810,1986/12,379325,
(주)엔케이물산,009810,1987/12,444,
(주)엔케이물산,009810,1988/12,1022691,
(주)엔케이물산,009810,1989/12,1307234,
(주)엔케이물산,009810,1990/12,1821769,
(주)엔케이물산,009810,1991/12,1821770,
(주)엔케이물산,009810,1992/12,1821770,
(주)엔케이물산,009810,1993/12,4099210,
(주)엔케이물산,009810,1994/12,5837657,
(주)엔케이물산,009810,1995/12,9340307,
(주)엔케이물산,009810,1996/12,9340307,
(주)엔케이물산,009810,1997/12,9340306,
(주)엔케이물산,009810,1998/12,9340307,
(주)엔케이물산,009810,1999/12,15959864,
(주)엔케이물산,009810,2000/12,20034630,
(주)엔케이물산,009810,2001/12,56214600,
(주)엔케이물산,009810,2002/12,0,
(주)엔케이물산,009810,2003/12,1606799,
(주)엔케이물산,009810,2004/12,1533737,
(주)엔케이물산,009810,2005/12,14941292,
(주)엔케이물산,009810,2006/12,0,
(주)엔케이물산,009810,2007/12,48497738,48497738
(주)엔케이물산,009810,2008/12,48497738,48497738
(주)엔케이물산,009810,2009/12,25534634,25534634
(주)엔케이물산,009810,2010/12,25649969,25649969
(주)엔케이물산,009810,2011/12,25649969,25649969
(주)엔케이물산,009810,2012/12,25649969,25649969
(주)엔케이물산,009810,2013/12,25699349,25699349
(주)엔케이물산,009810,2014/12,25955181,25955181
(주)엔케이물산,009810,2015/12,27629525,27629525
(주)엔케이물산,009810,2016/12,37931706,37931705
(주)엔케이물산,009810,2017/12,38190768,38190768
(주)엔케이물산,009810,2018/12,40139340,40139340
(주)엔케이물산,009810,2019/12,41014094,41014095
(주)엔케이물산,009810,2020/12,91761390,91761390
(주)엘에스,006260,1981/12,1955202,
(주)엘에스,006260,1982/12,1955202,
(주)엘에스,006260,1983/12,0,
(주)엘에스,006260,1984/12,29882559,
(주)엘에스,006260,1985/12,29882559,
(주)엘에스,006260,1986/12,31610559,
(주)엘에스,006260,1987/12,36314559,
(주)엘에스,006260,1988/12,44514559,
(주)엘에스,006260,1989/12,73314559,
(주)엘에스,006260,1990/12,73314559,
(주)엘에스,006260,1991/12,73314559,
(주)엘에스,006260,1992/12,73314559,
(주)엘에스,006260,1993/12,80314560,
(주)엘에스,006260,1994/12,80314559,
(주)엘에스,006260,1995/12,114704384,
(주)엘에스,006260,1996/12,135316296,
(주)엘에스,006260,1997/12,135316296,
(주)엘에스,006260,1998/12,135316296,
(주)엘에스,006260,1999/12,184736300,
(주)엘에스,006260,2000/12,534547133,
(주)엘에스,006260,2001/12,534915973,
(주)엘에스,006260,2002/12,536196531,
(주)엘에스,006260,2003/12,536566352,
(주)엘에스,006260,2004/12,539181909,
(주)엘에스,006260,2005/12,539190000,
(주)엘에스,006260,2006/12,539190000,
(주)엘에스,006260,2007/12,539190000,539190000
(주)엘에스,006260,2008/12,554995000,554995000
(주)엘에스,006260,2009/12,560629000,560629000
(주)엘에스,006260,2010/12,636559000,161433000
(주)엘에스,006260,2011/12,161433000,161433000
(주)엘에스,006260,2012/12,161433000,161433000
(주)엘에스,006260,2013/12,161433000,161433000
(주)엘에스,006260,2014/12,161433000,161433000
(주)엘에스,006260,2015/12,161433000,161433000
(주)엘에스,006260,2016/12,161433000,161433000
(주)엘에스,006260,2017/12,161433000,161433000
(주)엘에스,006260,2018/12,161433000,161433000
(주)엘에스,006260,2019/12,161433000,161433000
(주)엘에스,006260,2020/12,161433000,161433000
(주)엘에스네트웍스,000680,1981/12,21167427,
(주)엘에스네트웍스,000680,1982/12,21167427,
(주)엘에스네트웍스,000680,1983/12,15557427,
(주)엘에스네트웍스,000680,1984/12,18380405,
(주)엘에스네트웍스,000680,1985/12,1,
(주)엘에스네트웍스,000680,1986/12,172636,
(주)엘에스네트웍스,000680,1987/12,0,
(주)엘에스네트웍스,000680,1988/12,1231559,
(주)엘에스네트웍스,000680,1989/12,0,
(주)엘에스네트웍스,000680,1990/12,0,
(주)엘에스네트웍스,000680,1991/12,0,
(주)엘에스네트웍스,000680,1992/12,0,
(주)엘에스네트웍스,000680,1993/12,0,
(주)엘에스네트웍스,000680,1994/12,3538117,
(주)엘에스네트웍스,000680,1995/12,10300732,
(주)엘에스네트웍스,000680,1996/12,814177,
(주)엘에스네트웍스,000680,1997/12,0,
(주)엘에스네트웍스,000680,1998/12,0,
(주)엘에스네트웍스,000680,1999/12,0,
(주)엘에스네트웍스,000680,2000/12,0,
(주)엘에스네트웍스,000680,2001/12,0,
(주)엘에스네트웍스,000680,2002/12,0,
(주)엘에스네트웍스,000680,2003/12,0,
(주)엘에스네트웍스,000680,2004/12,0,
(주)엘에스네트웍스,000680,2005/12,0,
(주)엘에스네트웍스,000680,2006/12,0,
(주)엘에스네트웍스,000680,2007/12,663515,663515
(주)엘에스네트웍스,000680,2008/12,0,0
(주)엘에스네트웍스,000680,2009/12,0,0
(주)엘에스네트웍스,000680,2010/12,0,0
(주)엘에스네트웍스,000680,2011/12,0,0
(주)엘에스네트웍스,000680,2012/12,0,0
(주)엘에스네트웍스,000680,2013/12,0,0
(주)엘에스네트웍스,000680,2014/12,0,0
(주)엘에스네트웍스,000680,2015/12,0,0
(주)엘에스네트웍스,000680,2016/12,0,0
(주)엘에스네트웍스,000680,2017/12,0,0
(주)엘에스네트웍스,000680,2018/12,0,0
(주)엘에스네트웍스,000680,2019/12,0,0
(주)엘에스네트웍스,000680,2020/12,0,0
(주)엘에프,093050,2006/12,213189089,
(주)엘에프,093050,2007/12,213189089,213189089
(주)엘에프,093050,2008/12,213189089,213189089
(주)엘에프,093050,2009/12,213189089,213189089
(주)엘에프,093050,2010/12,213189089,213189089
(주)엘에프,093050,2011/12,213189089,213189089
(주)엘에프,093050,2012/12,213189089,213189089
(주)엘에프,093050,2013/12,213189089,213189089
(주)엘에프,093050,2014/12,213189089,213189089
(주)엘에프,093050,2015/12,213189089,213189089
(주)엘에프,093050,2016/12,213189089,213189089
(주)엘에프,093050,2017/12,213189089,213189089
(주)엘에프,093050,2018/12,213189089,213189089
(주)엘에프,093050,2019/12,213189089,213189089
(주)엘에프,093050,2020/12,213189089,213189089
(주)엘지,003550,1981/12,4197261,
(주)엘지,003550,1982/12,38003142,
(주)엘지,003550,1983/12,29003142,
(주)엘지,003550,1984/12,29003142,
(주)엘지,003550,1985/12,29003142,
(주)엘지,003550,1986/12,29003142,
(주)엘지,003550,1987/12,29803142,
(주)엘지,003550,1988/12,87203142,
(주)엘지,003550,1989/12,128003142,
(주)엘지,003550,1990/12,201435447,
(주)엘지,003550,1991/12,263099243,
(주)엘지,003550,1992/12,282989243,
(주)엘지,003550,1993/12,306309243,
(주)엘지,003550,1994/12,365340673,
(주)엘지,003550,1995/12,401875461,
(주)엘지,003550,1996/12,734835823,
(주)엘지,003550,1997/12,728772255,
(주)엘지,003550,1998/12,728772255,
(주)엘지,003550,1999/12,825276089,
(주)엘지,003550,2000/12,825276089,
(주)엘지,003550,2001/12,322171849,
(주)엘지,003550,2002/12,303405691,
(주)엘지,003550,2003/12,1975647026,
(주)엘지,003550,2004/12,1604977058,
(주)엘지,003550,2005/12,1604977058,
(주)엘지,003550,2006/12,1604977058,
(주)엘지,003550,2007/12,1604977058,1604977058
(주)엘지,003550,2008/12,2213553319,2213553319
(주)엘지,003550,2009/12,2210126170,2388546405
(주)엘지,003550,2010/12,2408305121,2408305121
(주)엘지,003550,2011/12,2408934677,2408934677
(주)엘지,003550,2012/12,2409002192,2409002192
(주)엘지,003550,2013/12,2409002192,2409002192
(주)엘지,003550,2014/12,2409002192,2409002192
(주)엘지,003550,2015/12,2409002000,2409002000
(주)엘지,003550,2016/12,2409002000,2409002000
(주)엘지,003550,2017/12,2409002000,2409002000
(주)엘지,003550,2018/12,2409002000,2409002000
(주)엘지,003550,2019/12,2409002000,2409002000
(주)엘지,003550,2020/12,2409002000,2409002000
(주)엘지상사,001120,1981/12,3757287,
(주)엘지상사,001120,1982/12,3757287,
(주)엘지상사,001120,1983/12,3757287,
(주)엘지상사,001120,1984/12,8266199,
(주)엘지상사,001120,1985/12,8266199,
(주)엘지상사,001120,1986/12,8266199,
(주)엘지상사,001120,1987/12,8266199,
(주)엘지상사,001120,1988/12,27066199,
(주)엘지상사,001120,1989/12,54866199,
(주)엘지상사,001120,1990/12,69232599,
(주)엘지상사,001120,1991/12,69232599,
(주)엘지상사,001120,1992/12,69232599,
(주)엘지상사,001120,1993/12,79568290,
(주)엘지상사,001120,1994/12,79568290,
(주)엘지상사,001120,1995/12,101677802,
(주)엘지상사,001120,1996/12,101677803,
(주)엘지상사,001120,1997/12,75108152,
(주)엘지상사,001120,1998/12,114479276,
(주)엘지상사,001120,1999/12,121820511,
(주)엘지상사,001120,2000/12,121820510,
(주)엘지상사,001120,2001/12,121820510,
(주)엘지상사,001120,2002/12,121820510,
(주)엘지상사,001120,2003/12,134729413,
(주)엘지상사,001120,2004/12,138992544,
(주)엘지상사,001120,2005/12,139552896,
(주)엘지상사,001120,2006/12,104016663,
(주)엘지상사,001120,2007/12,104016663,104016663
(주)엘지상사,001120,2008/12,104016663,104016663
(주)엘지상사,001120,2009/12,104016663,104016663
(주)엘지상사,001120,2010/12,104016663,102124527
(주)엘지상사,001120,2011/12,102124527,102124527
(주)엘지상사,001120,2012/12,102124527,102124527
(주)엘지상사,001120,2013/12,102124527,102124527
(주)엘지상사,001120,2014/12,102124527,102124527
(주)엘지상사,001120,2015/12,102124527,102124527
(주)엘지상사,001120,2016/12,102124527,102124527
(주)엘지상사,001120,2017/12,102124527,102124527
(주)엘지상사,001120,2018/12,102124527,102124527
(주)엘지상사,001120,2019/12,102124527,102124527
(주)엘지상사,001120,2020/12,102124527,102124527
(주)엘지생활건강,051900,2001/12,97263137,
(주)엘지생활건강,051900,2002/12,97342806,
(주)엘지생활건강,051900,2003/12,97342806,
(주)엘지생활건강,051900,2004/12,97345585,
(주)엘지생활건강,051900,2005/12,97349483,
(주)엘지생활건강,051900,2006/12,97349483,
(주)엘지생활건강,051900,2007/12,97349483,97349483
(주)엘지생활건강,051900,2008/12,97325738,97325738
(주)엘지생활건강,051900,2009/12,97325738,97325738
(주)엘지생활건강,051900,2010/12,97325738,97325738
(주)엘지생활건강,051900,2011/12,97325738,97325738
(주)엘지생활건강,051900,2012/12,97325738,97325738
(주)엘지생활건강,051900,2013/12,97325738,97325738
(주)엘지생활건강,051900,2014/12,97325738,97325738
(주)엘지생활건강,051900,2015/12,97325738,97325738
(주)엘지생활건강,051900,2016/12,97325738,97325738
(주)엘지생활건강,051900,2017/12,97325738,97325738
(주)엘지생활건강,051900,2018/12,97325738,97325738
(주)엘지생활건강,051900,2019/12,97325738,97325738
(주)엘지생활건강,051900,2020/12,97325738,97325738
(주)엘지유플러스,032640,1999/12,0,
(주)엘지유플러스,032640,2000/12,0,
(주)엘지유플러스,032640,2001/12,11579092,
(주)엘지유플러스,032640,2002/12,11579092,
(주)엘지유플러스,032640,2003/12,11579092,
(주)엘지유플러스,032640,2004/12,11579092,
(주)엘지유플러스,032640,2005/12,11579092,
(주)엘지유플러스,032640,2006/12,11579092,
(주)엘지유플러스,032640,2007/12,11579092,11579092
(주)엘지유플러스,032640,2008/12,11579092,11579092
(주)엘지유플러스,032640,2009/12,11579092,11579000
(주)엘지유플러스,032640,2010/12,836593000,836593000
(주)엘지유플러스,032640,2011/12,836561000,836561000
(주)엘지유플러스,032640,2012/12,836561000,836561000
(주)엘지유플러스,032640,2013/12,836561000,836561000
(주)엘지유플러스,032640,2014/12,836561000,836561000
(주)엘지유플러스,032640,2015/12,836561000,836561000
(주)엘지유플러스,032640,2016/12,829717000,829717000
(주)엘지유플러스,032640,2017/12,829175000,829175000
(주)엘지유플러스,032640,2018/12,828705000,828705000
(주)엘지유플러스,032640,2019/12,828705000,828705000
(주)엘지유플러스,032640,2020/12,828705000,828705000
(주)엘지하우시스,108670,2009/12,589710000,621304000
(주)엘지하우시스,108670,2010/12,621304000,621304000
(주)엘지하우시스,108670,2011/12,621304000,621304000
(주)엘지하우시스,108670,2012/12,621304000,621304000
(주)엘지하우시스,108670,2013/12,621304000,621304000
(주)엘지하우시스,108670,2014/12,621304000,621304000
(주)엘지하우시스,108670,2015/12,621304000,621304000
(주)엘지하우시스,108670,2016/12,621304000,621304000
(주)엘지하우시스,108670,2017/12,621304000,621304000
(주)엘지하우시스,108670,2018/12,621304000,621304000
(주)엘지하우시스,108670,2019/12,621304000,621304000
(주)엘지하우시스,108670,2020/12,621304000,621304000
(주)엘지헬로비전,037560,1999/12,0,
(주)엘지헬로비전,037560,2000/12,0,
(주)엘지헬로비전,037560,2001/12,0,
(주)엘지헬로비전,037560,2002/12,0,
(주)엘지헬로비전,037560,2003/12,0,
(주)엘지헬로비전,037560,2004/12,42817836,
(주)엘지헬로비전,037560,2005/12,189506845,
(주)엘지헬로비전,037560,2006/12,196231271,
(주)엘지헬로비전,037560,2007/12,183371858,
(주)엘지헬로비전,037560,2008/12,191090594,
(주)엘지헬로비전,037560,2009/12,369437535,
(주)엘지헬로비전,037560,2010/12,477391088,140205281
(주)엘지헬로비전,037560,2011/12,251883909,251883909
(주)엘지헬로비전,037560,2012/12,251883909,251883909
(주)엘지헬로비전,037560,2013/12,320214273,320214273
(주)엘지헬로비전,037560,2014/12,302216717,302216717
(주)엘지헬로비전,037560,2015/12,190095891,190095891
(주)엘지헬로비전,037560,2016/12,190095891,190095891
(주)엘지헬로비전,037560,2017/12,190095891,190095891
(주)엘지헬로비전,037560,2018/12,190095891,190095891
(주)엘지헬로비전,037560,2019/12,190095891,190095891
(주)엘지헬로비전,037560,2020/12,190103185,190103185
(주)엘지화학,051910,2001/12,738771724,
(주)엘지화학,051910,2002/12,738771724,
(주)엘지화학,051910,2003/12,739089403,
(주)엘지화학,051910,2004/12,739651635,
(주)엘지화학,051910,2005/12,739612000,
(주)엘지화학,051910,2006/12,739612000,
(주)엘지화학,051910,2007/12,1299357000,1299357000
(주)엘지화학,051910,2008/12,1314549000,1314549000
(주)엘지화학,051910,2009/12,1187485000,1157572000
(주)엘지화학,051910,2010/12,1157572000,1157572000
(주)엘지화학,051910,2011/12,1166764000,1166764000
(주)엘지화학,051910,2012/12,1166764000,1166764000
(주)엘지화학,051910,2013/12,1166764000,1166764000
(주)엘지화학,051910,2014/12,1166764000,1166764000
(주)엘지화학,051910,2015/12,1166764000,1166764000
(주)엘지화학,051910,2016/12,1166764000,1166764000
(주)엘지화학,051910,2017/12,2283378000,2283378000
(주)엘지화학,051910,2018/12,2283378000,2283378000
(주)엘지화학,051910,2019/12,2283378000,2283378000
(주)엘지화학,051910,2020/12,2701242000,2701242000
(주)영원무역,111770,2009/12,334814957,334814957
