회사명,거래소코드,회계년도,자본잉여금(*)(천원),자본잉여금(*)(IFRS)(천원)
(주)DB하이텍,000990,1981/12,3028758,
(주)DB하이텍,000990,1982/12,3028758,
(주)DB하이텍,000990,1983/12,1978758,
(주)DB하이텍,000990,1984/12,1978758,
(주)DB하이텍,000990,1985/12,1978758,
(주)DB하이텍,000990,1986/12,978758,
(주)DB하이텍,000990,1987/12,978758,
(주)DB하이텍,000990,1988/12,1645758,
(주)DB하이텍,000990,1989/12,1645758,
(주)DB하이텍,000990,1990/12,1645758,
(주)DB하이텍,000990,1991/12,1645758,
(주)DB하이텍,000990,1992/12,1645758,
(주)DB하이텍,000990,1993/12,46028612,
(주)DB하이텍,000990,1994/12,46028612,
(주)DB하이텍,000990,1995/12,46028611,
(주)DB하이텍,000990,1996/12,46028612,
(주)DB하이텍,000990,1997/12,54188611,
(주)DB하이텍,000990,1998/12,198012046,
(주)DB하이텍,000990,1999/12,214021129,
(주)DB하이텍,000990,2000/12,215793525,
(주)DB하이텍,000990,2001/12,215793525,
(주)DB하이텍,000990,2002/12,215793525,
(주)DB하이텍,000990,2003/12,215793525,
(주)DB하이텍,000990,2004/12,215793525,
(주)DB하이텍,000990,2005/12,216905261,
(주)DB하이텍,000990,2006/12,217436158,
(주)DB하이텍,000990,2007/12,695336977,695336977
(주)DB하이텍,000990,2008/12,696653858,696653858
(주)DB하이텍,000990,2009/12,697263645,697263645
(주)DB하이텍,000990,2010/12,688287464,685419873
(주)DB하이텍,000990,2011/12,684521719,684521719
(주)DB하이텍,000990,2012/12,691522472,691522472
(주)DB하이텍,000990,2013/12,128092276,128092276
(주)DB하이텍,000990,2014/12,128092276,128092276
(주)DB하이텍,000990,2015/12,128092276,128092276
(주)DB하이텍,000990,2016/12,128092276,128092276
(주)DB하이텍,000990,2017/12,128092276,128092276
(주)DB하이텍,000990,2018/12,128092276,128092276
(주)DB하이텍,000990,2019/12,128092276,128092276
(주)DB하이텍,000990,2020/12,128092276,128092276
(주)MH에탄올,023150,1989/12,0,
(주)MH에탄올,023150,1990/12,0,
(주)MH에탄올,023150,1991/12,0,
(주)MH에탄올,023150,1992/12,0,
(주)MH에탄올,023150,1993/12,0,
(주)MH에탄올,023150,1994/12,0,
(주)MH에탄올,023150,1995/12,0,
(주)MH에탄올,023150,1996/12,2340000,
(주)MH에탄올,023150,1997/12,2340000,
(주)MH에탄올,023150,1998/12,6095684,
(주)MH에탄올,023150,1999/12,6095684,
(주)MH에탄올,023150,2000/12,10167215,
(주)MH에탄올,023150,2001/12,10167215,
(주)MH에탄올,023150,2002/12,10167215,
(주)MH에탄올,023150,2003/12,10167215,
(주)MH에탄올,023150,2004/12,10167215,
(주)MH에탄올,023150,2005/12,10167215,
(주)MH에탄올,023150,2006/12,10167215,
(주)MH에탄올,023150,2007/12,10167215,10167215
(주)MH에탄올,023150,2008/12,10167215,10167215
(주)MH에탄올,023150,2009/12,10167215,10167215
(주)MH에탄올,023150,2010/12,10167215,2340000
(주)MH에탄올,023150,2011/12,2340000,2340000
(주)MH에탄올,023150,2012/12,2340000,2340000
(주)MH에탄올,023150,2013/12,2398545,2398545
(주)MH에탄올,023150,2014/12,3323173,3323173
(주)MH에탄올,023150,2015/12,3323173,3323173
(주)MH에탄올,023150,2016/12,3323173,3323173
(주)MH에탄올,023150,2017/12,3323173,3323173
(주)MH에탄올,023150,2018/12,3323173,3323173
(주)MH에탄올,023150,2019/12,3323173,3323173
(주)MH에탄올,023150,2020/12,3323173,3323173
(주)SH에너지화학,002360,1985/06,91472,
(주)SH에너지화학,002360,1986/06,91472,
(주)SH에너지화학,002360,1987/06,91472,
(주)SH에너지화학,002360,1988/06,491472,
(주)SH에너지화학,002360,1989/06,5519072,
(주)SH에너지화학,002360,1990/06,5737464,
(주)SH에너지화학,002360,1991/06,4912007,
(주)SH에너지화학,002360,1992/06,2304524,
(주)SH에너지화학,002360,1993/06,0,
(주)SH에너지화학,002360,1994/06,0,
(주)SH에너지화학,002360,1995/06,0,
(주)SH에너지화학,002360,1996/06,0,
(주)SH에너지화학,002360,1997/06,0,
(주)SH에너지화학,002360,1998/06,0,
(주)SH에너지화학,002360,1999/06,5711796,
(주)SH에너지화학,002360,2000/06,5711796,
(주)SH에너지화학,002360,2001/06,10765527,
(주)SH에너지화학,002360,2002/06,10765527,
(주)SH에너지화학,002360,2003/06,10765527,
(주)SH에너지화학,002360,2004/06,10765527,
(주)SH에너지화학,002360,2005/06,10886079,
(주)SH에너지화학,002360,2006/12,9978078,
(주)SH에너지화학,002360,2007/12,8638061,8638061
(주)SH에너지화학,002360,2008/12,14376956,14376956
(주)SH에너지화학,002360,2009/12,6194760,6194760
(주)SH에너지화학,002360,2010/12,6194760,6144395
(주)SH에너지화학,002360,2011/12,6144395,6144395
(주)SH에너지화학,002360,2012/12,6144395,6144395
(주)SH에너지화학,002360,2013/12,6144395,6144395
(주)SH에너지화학,002360,2014/12,6144395,6144395
(주)SH에너지화학,002360,2015/12,6194759,6194759
(주)SH에너지화학,002360,2016/12,6194759,6194759
(주)SH에너지화학,002360,2017/12,6194759,6194759
(주)SH에너지화학,002360,2018/12,6194759,6194759
(주)SH에너지화학,002360,2019/12,6194759,6194759
(주)SH에너지화학,002360,2020/12,6194759,6194759
(주)SIMPAC,009160,1985/12,0,
(주)SIMPAC,009160,1986/12,0,
(주)SIMPAC,009160,1987/12,0,
(주)SIMPAC,009160,1988/12,2471053,
(주)SIMPAC,009160,1989/12,4471053,
(주)SIMPAC,009160,1990/12,9936453,
(주)SIMPAC,009160,1991/12,15950085,
(주)SIMPAC,009160,1992/12,15950085,
(주)SIMPAC,009160,1993/12,5645709,
(주)SIMPAC,009160,1994/12,3262659,
(주)SIMPAC,009160,1995/12,0,
(주)SIMPAC,009160,1996/12,0,
(주)SIMPAC,009160,1997/12,0,
(주)SIMPAC,009160,1998/12,0,
(주)SIMPAC,009160,1999/12,0,
(주)SIMPAC,009160,2000/12,0,
(주)SIMPAC,009160,2001/12,16605419,
(주)SIMPAC,009160,2002/12,16605419,
(주)SIMPAC,009160,2003/12,16605419,
(주)SIMPAC,009160,2004/12,16605419,
(주)SIMPAC,009160,2005/12,18326569,
(주)SIMPAC,009160,2006/12,18326569,
(주)SIMPAC,009160,2007/12,22745772,22745772
(주)SIMPAC,009160,2008/12,23037683,23037683
(주)SIMPAC,009160,2009/12,23786568,23786568
(주)SIMPAC,009160,2010/12,29732221,29732222
(주)SIMPAC,009160,2011/12,29732222,29732222
(주)SIMPAC,009160,2012/12,29732222,29732222
(주)SIMPAC,009160,2013/12,29732222,29732222
(주)SIMPAC,009160,2014/12,29732222,29732222
(주)SIMPAC,009160,2015/12,30045976,30045976
(주)SIMPAC,009160,2016/12,30045976,30045976
(주)SIMPAC,009160,2017/12,30045976,30045976
(주)SIMPAC,009160,2018/12,144807656,144807656
(주)SIMPAC,009160,2019/12,144807656,144807656
(주)SIMPAC,009160,2020/12,144807656,144807656
(주)SNT에너지,100840,2008/12,43154993,43154993
(주)SNT에너지,100840,2009/12,43154993,43154993
(주)SNT에너지,100840,2010/12,43154993,43154993
(주)SNT에너지,100840,2011/12,43154993,43154993
(주)SNT에너지,100840,2012/12,44700215,44700215
(주)SNT에너지,100840,2013/12,44700215,44700215
(주)SNT에너지,100840,2014/12,44700215,44700215
(주)SNT에너지,100840,2015/12,44700215,44700215
(주)SNT에너지,100840,2016/12,44700215,44700215
(주)SNT에너지,100840,2017/12,44700215,44700215
(주)SNT에너지,100840,2018/12,44700215,44700215
(주)SNT에너지,100840,2019/12,44700215,44700215
(주)SNT에너지,100840,2020/12,44700215,44700215
(주)SNT홀딩스,036530,1997/12,0,
(주)SNT홀딩스,036530,1998/12,0,
(주)SNT홀딩스,036530,1999/12,0,
(주)SNT홀딩스,036530,2000/12,11245455,
(주)SNT홀딩스,036530,2001/12,14316016,
(주)SNT홀딩스,036530,2002/12,13509328,
(주)SNT홀딩스,036530,2003/12,14256638,
(주)SNT홀딩스,036530,2004/12,14816352,
(주)SNT홀딩스,036530,2005/12,17679747,
(주)SNT홀딩스,036530,2006/12,17679747,
(주)SNT홀딩스,036530,2007/12,62554325,62554325
(주)SNT홀딩스,036530,2008/12,116629173,116629173
(주)SNT홀딩스,036530,2009/12,116097291,116097291
(주)SNT홀딩스,036530,2010/12,121455246,101556856
(주)SNT홀딩스,036530,2011/12,101556856,101556856
(주)SNT홀딩스,036530,2012/12,101556856,101556856
(주)SNT홀딩스,036530,2013/12,102561868,102561868
(주)SNT홀딩스,036530,2014/12,102561868,102561868
(주)SNT홀딩스,036530,2015/12,102561868,102561868
(주)SNT홀딩스,036530,2016/12,102561868,102561868
(주)SNT홀딩스,036530,2017/12,102561868,102561868
(주)SNT홀딩스,036530,2018/12,102561868,102561868
(주)SNT홀딩스,036530,2019/12,102561868,102561868
(주)SNT홀딩스,036530,2020/12,102561868,102561868
(주)STX,011810,1985/12,4592621,
(주)STX,011810,1986/12,4592621,
(주)STX,011810,1987/12,4592621,
(주)STX,011810,1988/12,42194887,
(주)STX,011810,1989/12,18192385,
(주)STX,011810,1990/12,25892385,
(주)STX,011810,1991/12,25892385,
(주)STX,011810,1992/12,25892385,
(주)STX,011810,1993/12,42202746,
(주)STX,011810,1994/12,47013374,
(주)STX,011810,1995/12,47041931,
(주)STX,011810,1996/12,47041931,
(주)STX,011810,1997/12,47033268,
(주)STX,011810,1998/12,93665505,
(주)STX,011810,1999/12,6465065,
(주)STX,011810,2000/12,6310931,
(주)STX,011810,2001/12,6310931,
(주)STX,011810,2002/12,6548769,
(주)STX,011810,2003/12,15662796,
(주)STX,011810,2004/12,17977146,
(주)STX,011810,2005/12,59613380,
(주)STX,011810,2006/12,72360829,
(주)STX,011810,2007/12,140303290,140303290
(주)STX,011810,2008/12,430716198,430716198
(주)STX,011810,2009/12,500770650,500770650
(주)STX,011810,2010/12,461337888,423705000
(주)STX,011810,2011/12,567798000,567798000
(주)STX,011810,2012/12,574117000,574117000
(주)STX,011810,2013/12,579097000,579097000
(주)STX,011810,2014/12,876772000,876772000
(주)STX,011810,2015/12,140000,140000
(주)STX,011810,2016/12,11146000,11146000
(주)STX,011810,2017/12,430562000,430562000
(주)STX,011810,2018/12,309749000,309749000
(주)STX,011810,2019/12,335842000,310654000
(주)STX,011810,2020/12,330581000,310589000
(주)TCC스틸,002710,1985/03,271892,
(주)TCC스틸,002710,1986/03,271893,
(주)TCC스틸,002710,1987/03,271892,
(주)TCC스틸,002710,1988/03,271892,
(주)TCC스틸,002710,1989/03,271892,
(주)TCC스틸,002710,1990/12,0,
(주)TCC스틸,002710,1991/12,0,
(주)TCC스틸,002710,1992/12,31609937,
(주)TCC스틸,002710,1993/12,31609937,
(주)TCC스틸,002710,1994/12,30109937,
(주)TCC스틸,002710,1995/12,31932581,
(주)TCC스틸,002710,1996/12,31932581,
(주)TCC스틸,002710,1997/12,32998558,
(주)TCC스틸,002710,1998/12,32701318,
(주)TCC스틸,002710,1999/12,27186350,
(주)TCC스틸,002710,2000/12,43302827,
(주)TCC스틸,002710,2001/12,43302827,
(주)TCC스틸,002710,2002/12,43302827,
(주)TCC스틸,002710,2003/12,43302827,
(주)TCC스틸,002710,2004/12,43302888,
(주)TCC스틸,002710,2005/12,43302888,
(주)TCC스틸,002710,2006/12,43469913,
(주)TCC스틸,002710,2007/12,43469913,43469913
(주)TCC스틸,002710,2008/12,44205096,44205096
(주)TCC스틸,002710,2009/12,44422103,44422103
(주)TCC스틸,002710,2010/12,44665355,5591299
(주)TCC스틸,002710,2011/12,6412989,6412989
(주)TCC스틸,002710,2012/12,6391361,6391361
(주)TCC스틸,002710,2013/12,6391361,6391361
(주)TCC스틸,002710,2014/12,6391361,6391361
(주)TCC스틸,002710,2015/12,11358107,11358107
(주)TCC스틸,002710,2016/12,11358107,11358107
(주)TCC스틸,002710,2017/12,11358107,11358107
(주)TCC스틸,002710,2018/12,11358107,11358107
(주)TCC스틸,002710,2019/12,11487527,11487527
(주)TCC스틸,002710,2020/12,11487526,11487527
(주)강원랜드,035250,2000/12,127784355,
(주)강원랜드,035250,2001/12,127784355,
(주)강원랜드,035250,2002/12,127784355,
(주)강원랜드,035250,2003/12,127784355,
(주)강원랜드,035250,2004/12,127928535,
(주)강원랜드,035250,2005/12,127928535,
(주)강원랜드,035250,2006/12,127928535,
(주)강원랜드,035250,2007/12,127928535,127928535
(주)강원랜드,035250,2008/12,127928535,127928535
(주)강원랜드,035250,2009/12,127928535,127928535
(주)강원랜드,035250,2010/12,127928535,127928535
(주)강원랜드,035250,2011/12,127928535,127928535
(주)강원랜드,035250,2012/12,129346669,129346669
(주)강원랜드,035250,2013/12,129346669,129346669
(주)강원랜드,035250,2014/12,129346669,129346669
(주)강원랜드,035250,2015/12,129346669,129346669
(주)강원랜드,035250,2016/12,129346669,129346669
(주)강원랜드,035250,2017/12,129346669,129346669
(주)강원랜드,035250,2018/12,129346669,129346669
(주)강원랜드,035250,2019/12,129346669,129346669
(주)강원랜드,035250,2020/12,129346669,129346669
(주)갤럭시아에스엠,011420,1985/12,0,
(주)갤럭시아에스엠,011420,1986/12,0,
(주)갤럭시아에스엠,011420,1987/12,0,
(주)갤럭시아에스엠,011420,1988/12,0,
(주)갤럭시아에스엠,011420,1989/12,1574164,
(주)갤럭시아에스엠,011420,1990/12,1354038,
(주)갤럭시아에스엠,011420,1991/12,554037,
(주)갤럭시아에스엠,011420,1992/12,554038,
(주)갤럭시아에스엠,011420,1993/12,554038,
(주)갤럭시아에스엠,011420,1994/12,3436917,
(주)갤럭시아에스엠,011420,1995/12,3436918,
(주)갤럭시아에스엠,011420,1996/12,3436918,
(주)갤럭시아에스엠,011420,1997/12,5060545,
(주)갤럭시아에스엠,011420,1998/12,10250963,
(주)갤럭시아에스엠,011420,1999/12,5878187,
(주)갤럭시아에스엠,011420,2000/12,5878187,
(주)갤럭시아에스엠,011420,2001/12,5878187,
(주)갤럭시아에스엠,011420,2002/12,4699261,
(주)갤럭시아에스엠,011420,2003/12,4610523,
(주)갤럭시아에스엠,011420,2004/12,0,
(주)갤럭시아에스엠,011420,2005/12,0,
(주)갤럭시아에스엠,011420,2006/12,5366014,
(주)갤럭시아에스엠,011420,2007/12,9265852,9265852
(주)갤럭시아에스엠,011420,2008/12,18429879,18429879
(주)갤럭시아에스엠,011420,2009/12,18429879,18429879
(주)갤럭시아에스엠,011420,2010/12,18429879,18429879
(주)갤럭시아에스엠,011420,2011/12,18429879,18429879
(주)갤럭시아에스엠,011420,2012/12,18429879,18429879
(주)갤럭시아에스엠,011420,2013/12,18429879,18429879
(주)갤럭시아에스엠,011420,2014/12,18429879,18429879
(주)갤럭시아에스엠,011420,2015/12,37304272,37304272
(주)갤럭시아에스엠,011420,2016/12,37304272,37304272
(주)갤럭시아에스엠,011420,2017/12,37304272,37304272
(주)갤럭시아에스엠,011420,2018/12,37304272,37304272
(주)갤럭시아에스엠,011420,2019/12,37304272,37304272
(주)갤럭시아에스엠,011420,2020/12,37304272,37304272
(주)경농,002100,1981/12,1884496,
(주)경농,002100,1982/12,1884496,
(주)경농,002100,1983/12,1884496,
(주)경농,002100,1984/12,1484496,
(주)경농,002100,1985/12,1484496,
(주)경농,002100,1986/12,1484496,
(주)경농,002100,1987/12,1484496,
(주)경농,002100,1988/12,1484496,
(주)경농,002100,1989/12,3356496,
(주)경농,002100,1990/12,3356496,
(주)경농,002100,1991/12,9329226,
(주)경농,002100,1992/12,10689225,
(주)경농,002100,1993/12,13665226,
(주)경농,002100,1994/12,13665226,
(주)경농,002100,1995/12,15551509,
(주)경농,002100,1996/12,15551509,
(주)경농,002100,1997/12,29101973,
(주)경농,002100,1998/12,51706829,
(주)경농,002100,1999/12,50238747,
(주)경농,002100,2000/12,50218189,
(주)경농,002100,2001/12,50305705,
(주)경농,002100,2002/12,50218202,
(주)경농,002100,2003/12,50220683,
(주)경농,002100,2004/12,50265699,
(주)경농,002100,2005/12,50706165,
(주)경농,002100,2006/12,50566132,
(주)경농,002100,2007/12,50738508,50738508
(주)경농,002100,2008/12,50355984,50355984
(주)경농,002100,2009/12,50644996,50644996
(주)경농,002100,2010/12,50576170,50426114
(주)경농,002100,2011/12,50217285,50217285
(주)경농,002100,2012/12,46644701,46644701
(주)경농,002100,2013/12,46642345,46642345
(주)경농,002100,2014/12,47516673,47516673
(주)경농,002100,2015/12,47153612,47153612
(주)경농,002100,2016/12,47153612,47153612
(주)경농,002100,2017/12,47153612,47153612
(주)경농,002100,2018/12,47153612,47153612
(주)경농,002100,2019/12,47153612,47153612
(주)경농,002100,2020/12,47153612,47153612
(주)경동나비엔,009450,1986/12,0,
(주)경동나비엔,009450,1987/12,0,
(주)경동나비엔,009450,1988/12,0,
(주)경동나비엔,009450,1989/12,0,
(주)경동나비엔,009450,1990/12,0,
(주)경동나비엔,009450,1991/12,0,
(주)경동나비엔,009450,1992/12,0,
(주)경동나비엔,009450,1993/12,6256156,
(주)경동나비엔,009450,1994/12,10105782,
(주)경동나비엔,009450,1995/12,19129781,
(주)경동나비엔,009450,1996/12,19129782,
(주)경동나비엔,009450,1997/12,19129781,
(주)경동나비엔,009450,1998/12,19129782,
(주)경동나비엔,009450,1999/12,19129782,
(주)경동나비엔,009450,2000/12,19129782,
(주)경동나비엔,009450,2001/12,19129782,
(주)경동나비엔,009450,2002/12,19129782,
(주)경동나비엔,009450,2003/12,19129782,
(주)경동나비엔,009450,2004/12,19393835,
(주)경동나비엔,009450,2005/12,19761635,
(주)경동나비엔,009450,2006/12,19761635,
(주)경동나비엔,009450,2007/12,19859879,19859879
(주)경동나비엔,009450,2008/12,20183241,20183241
(주)경동나비엔,009450,2009/12,20183241,20183241
(주)경동나비엔,009450,2010/12,24963720,24944538
(주)경동나비엔,009450,2011/12,24944538,24944538
(주)경동나비엔,009450,2012/12,24999852,24999852
(주)경동나비엔,009450,2013/12,24999852,24999852
(주)경동나비엔,009450,2014/12,24999852,24999852
(주)경동나비엔,009450,2015/12,24999852,24999852
(주)경동나비엔,009450,2016/12,24999852,24999852
(주)경동나비엔,009450,2017/12,24999852,24999852
(주)경동나비엔,009450,2018/12,24999852,24999852
(주)경동나비엔,009450,2019/12,24999852,24999852
(주)경동나비엔,009450,2020/12,71535920,71535920
(주)경동도시가스,267290,2017/12,262530105,262530105
(주)경동도시가스,267290,2018/12,262530105,262530105
(주)경동도시가스,267290,2019/12,259584247,259584247
(주)경동도시가스,267290,2020/12,259584247,259584247
(주)경동인베스트,012320,1984/12,139819,
(주)경동인베스트,012320,1985/12,211934,
(주)경동인베스트,012320,1986/12,258165,
(주)경동인베스트,012320,1987/12,282520,
(주)경동인베스트,012320,1988/12,448595,
(주)경동인베스트,012320,1989/12,793505,
(주)경동인베스트,012320,1990/12,1534065,
(주)경동인베스트,012320,1991/12,2589989,
(주)경동인베스트,012320,1992/12,3539964,
(주)경동인베스트,012320,1993/12,4471422,
(주)경동인베스트,012320,1994/12,4715767,
(주)경동인베스트,012320,1995/12,1535780,
(주)경동인베스트,012320,1996/12,13810262,
(주)경동인베스트,012320,1997/12,29409125,
(주)경동인베스트,012320,1998/12,44744576,
(주)경동인베스트,012320,1999/12,45783813,
(주)경동인베스트,012320,2000/12,45783813,
(주)경동인베스트,012320,2001/12,45783813,
(주)경동인베스트,012320,2002/12,45783813,
(주)경동인베스트,012320,2003/12,45783813,
(주)경동인베스트,012320,2004/12,45783813,
(주)경동인베스트,012320,2005/12,45783813,
(주)경동인베스트,012320,2006/12,45783813,
(주)경동인베스트,012320,2007/12,45783813,45783813
(주)경동인베스트,012320,2008/12,45783813,45783813
(주)경동인베스트,012320,2009/12,45783813,45783813
(주)경동인베스트,012320,2010/12,45783813,45556159
(주)경동인베스트,012320,2011/12,43972159,43972159
(주)경동인베스트,012320,2012/12,43972159,43972159
(주)경동인베스트,012320,2013/12,43972159,43972159
(주)경동인베스트,012320,2014/12,43972159,43972159
(주)경동인베스트,012320,2015/12,43972159,43972159
(주)경동인베스트,012320,2016/12,43972159,43972159
(주)경동인베스트,012320,2017/12,79780509,79780509
(주)경동인베스트,012320,2018/12,79780509,79780509
(주)경동인베스트,012320,2019/12,79780509,79780509
(주)경동인베스트,012320,2020/12,79780509,79780509
(주)경방,000050,1981/12,12797820,
(주)경방,000050,1982/12,12797820,
(주)경방,000050,1983/12,12797820,
(주)경방,000050,1984/12,11837820,
(주)경방,000050,1985/12,11837820,
(주)경방,000050,1986/12,11837820,
(주)경방,000050,1987/12,11037820,
(주)경방,000050,1988/12,12837820,
(주)경방,000050,1989/12,12837820,
(주)경방,000050,1990/12,12837820,
(주)경방,000050,1991/12,12837819,
(주)경방,000050,1992/12,17493020,
(주)경방,000050,1993/12,17493020,
(주)경방,000050,1994/12,17493020,
(주)경방,000050,1995/12,17493020,
(주)경방,000050,1996/12,17493020,
(주)경방,000050,1997/12,17493020,
(주)경방,000050,1998/12,17493020,
(주)경방,000050,1999/12,17493020,
(주)경방,000050,2000/12,361818378,
(주)경방,000050,2001/12,361942866,
(주)경방,000050,2002/12,369640578,
(주)경방,000050,2003/12,369769693,
(주)경방,000050,2004/12,369915217,
(주)경방,000050,2005/12,370332630,
(주)경방,000050,2006/12,370142106,
(주)경방,000050,2007/12,370556401,370556401
(주)경방,000050,2008/12,369956079,369956079
(주)경방,000050,2009/12,370268809,370268809
(주)경방,000050,2010/12,370195397,16187267
(주)경방,000050,2011/12,16089299,16089299
(주)경방,000050,2012/12,16168530,16168530
(주)경방,000050,2013/12,13991400,13991400
(주)경방,000050,2014/12,0,0
(주)경방,000050,2015/12,0,0
(주)경방,000050,2016/12,0,0
(주)경방,000050,2017/12,0,0
(주)경방,000050,2018/12,0,0
(주)경방,000050,2019/12,0,0
(주)경방,000050,2020/12,0,0
(주)경보제약,214390,1999/12,0,
(주)경보제약,214390,2000/12,710141,
(주)경보제약,214390,2001/12,2769161,
(주)경보제약,214390,2002/12,2769161,
(주)경보제약,214390,2003/12,3465376,
(주)경보제약,214390,2004/12,3417376,
(주)경보제약,214390,2005/12,3714000,
(주)경보제약,214390,2006/12,25834342,
(주)경보제약,214390,2007/12,4118871,
(주)경보제약,214390,2008/12,5786635,
(주)경보제약,214390,2009/12,5786635,
(주)경보제약,214390,2010/12,5786635,
(주)경보제약,214390,2011/12,5786635,
(주)경보제약,214390,2012/12,5786635,
(주)경보제약,214390,2013/12,5786635,5786635
(주)경보제약,214390,2014/12,5786635,5786635
(주)경보제약,214390,2015/12,40067241,40067241
(주)경보제약,214390,2016/12,40067241,40067241
(주)경보제약,214390,2017/12,40067241,40067241
(주)경보제약,214390,2018/12,40067241,40067241
(주)경보제약,214390,2019/12,40067241,40067241
(주)경보제약,214390,2020/12,40067241,40067241
(주)경인양행,012610,1985/12,,
(주)경인양행,012610,1986/12,,
(주)경인양행,012610,1987/12,0,
(주)경인양행,012610,1988/12,0,
(주)경인양행,012610,1989/12,0,
(주)경인양행,012610,1990/12,0,
(주)경인양행,012610,1991/12,0,
(주)경인양행,012610,1992/12,0,
(주)경인양행,012610,1993/12,0,
(주)경인양행,012610,1994/12,1634241,
(주)경인양행,012610,1995/12,5432392,
(주)경인양행,012610,1996/12,5432392,
(주)경인양행,012610,1997/12,8875601,
(주)경인양행,012610,1998/12,15437314,
(주)경인양행,012610,1999/12,15437314,
(주)경인양행,012610,2000/12,15437314,
(주)경인양행,012610,2001/12,15387309,
(주)경인양행,012610,2002/12,15644722,
(주)경인양행,012610,2003/12,15636209,
(주)경인양행,012610,2004/12,19029245,
(주)경인양행,012610,2005/12,19478848,
(주)경인양행,012610,2006/12,19508268,
(주)경인양행,012610,2007/12,19845920,19845920
(주)경인양행,012610,2008/12,29516814,29516814
(주)경인양행,012610,2009/12,29230491,29230491
(주)경인양행,012610,2010/12,29230491,27926478
(주)경인양행,012610,2011/12,27926478,27926478
(주)경인양행,012610,2012/12,27926478,27926478
(주)경인양행,012610,2013/12,34562751,34562751
(주)경인양행,012610,2014/12,34834173,34834173
(주)경인양행,012610,2015/12,34846041,34846041
(주)경인양행,012610,2016/12,36141604,36141604
(주)경인양행,012610,2017/12,36476713,36476713
(주)경인양행,012610,2018/12,37372154,37372155
(주)경인양행,012610,2019/12,37577465,37577465
(주)경인양행,012610,2020/12,40226872,40226872
(주)광명전기,017040,1986/12,0,
(주)광명전기,017040,1987/12,0,
(주)광명전기,017040,1988/12,0,
(주)광명전기,017040,1989/12,1822526,
(주)광명전기,017040,1990/12,1822526,
(주)광명전기,017040,1991/12,1822526,
(주)광명전기,017040,1992/12,3862526,
(주)광명전기,017040,1993/12,3862525,
(주)광명전기,017040,1994/12,3862525,
(주)광명전기,017040,1995/12,6415526,
(주)광명전기,017040,1996/12,13377022,
(주)광명전기,017040,1997/12,12245860,
(주)광명전기,017040,1998/12,,
(주)광명전기,017040,1999/12,12245860,
(주)광명전기,017040,2000/12,16441325,
(주)광명전기,017040,2002/11,17385490,
(주)광명전기,017040,2003/11,17385490,
(주)광명전기,017040,2004/11,17385490,
(주)광명전기,017040,2005/12,17417414,
(주)광명전기,017040,2006/12,18650011,
(주)광명전기,017040,2007/12,18650011,18650011
(주)광명전기,017040,2008/12,19020782,19020782
(주)광명전기,017040,2009/12,19020782,19020782
(주)광명전기,017040,2010/12,19020782,19020782
(주)광명전기,017040,2011/12,21043036,21043035
(주)광명전기,017040,2012/12,21043036,21043035
(주)광명전기,017040,2013/12,21043036,21043035
(주)광명전기,017040,2014/12,21043036,21043035
(주)광명전기,017040,2015/12,21043036,21043035
(주)광명전기,017040,2016/12,21043036,21043035
(주)광명전기,017040,2017/12,21043036,21043035
(주)광명전기,017040,2018/12,21043036,21043035
(주)광명전기,017040,2019/12,21043035,21043035
(주)광명전기,017040,2020/12,21043036,21043035
(주)광주신세계,037710,1995/12,0,
(주)광주신세계,037710,1996/12,0,
(주)광주신세계,037710,1997/12,0,
(주)광주신세계,037710,1998/12,0,
(주)광주신세계,037710,1999/12,0,
(주)광주신세계,037710,2000/12,0,
(주)광주신세계,037710,2001/12,0,
(주)광주신세계,037710,2002/12,13377500,
(주)광주신세계,037710,2003/12,13377500,
(주)광주신세계,037710,2004/12,13377500,
(주)광주신세계,037710,2005/12,13377500,
(주)광주신세계,037710,2006/12,13377500,
(주)광주신세계,037710,2007/12,13377500,13377500
(주)광주신세계,037710,2008/12,13377500,13377500
(주)광주신세계,037710,2009/12,13377500,13377500
(주)광주신세계,037710,2010/12,13377500,13377500
(주)광주신세계,037710,2011/12,13377500,13377500
(주)광주신세계,037710,2012/12,13377500,13377500
(주)광주신세계,037710,2013/12,13377500,13377500
(주)광주신세계,037710,2014/12,13377500,13377500
(주)광주신세계,037710,2015/12,13377500,13377500
(주)광주신세계,037710,2016/12,13377500,13377500
(주)광주신세계,037710,2017/12,13377500,13377500
(주)광주신세계,037710,2018/12,13377500,13377500
(주)광주신세계,037710,2019/12,13377500,13377500
(주)광주신세계,037710,2020/12,13377500,13377500
(주)국동,005320,1989/12,0,
(주)국동,005320,1990/12,556,
(주)국동,005320,1991/12,555,
(주)국동,005320,1992/12,556,
(주)국동,005320,1993/12,556,
(주)국동,005320,1994/12,556,
(주)국동,005320,1995/12,556,
(주)국동,005320,1996/12,3600556,
(주)국동,005320,1997/12,3600555,
(주)국동,005320,1998/12,3600375,
(주)국동,005320,1999/12,3600374,
(주)국동,005320,2000/12,3600374,
(주)국동,005320,2001/12,3600374,
(주)국동,005320,2002/12,3600374,
(주)국동,005320,2003/12,3600374,
(주)국동,005320,2004/12,3600374,
(주)국동,005320,2005/12,3600374,
(주)국동,005320,2006/12,5886411,
(주)국동,005320,2007/12,15251439,15251439
(주)국동,005320,2008/12,14801878,14801878
(주)국동,005320,2009/12,14801878,14801878
(주)국동,005320,2010/12,14801878,14801878
