회사명,거래소코드,회계년도,매출원가(*)(천원),매출원가(*)(IFRS)(천원)
(주)DB하이텍,000990,1981/12,44900012,
(주)DB하이텍,000990,1982/12,43626871,
(주)DB하이텍,000990,1983/12,48293503,
(주)DB하이텍,000990,1984/12,62450921,
(주)DB하이텍,000990,1985/12,64616448,
(주)DB하이텍,000990,1986/12,68384550,
(주)DB하이텍,000990,1987/12,77490000,
(주)DB하이텍,000990,1988/12,68273117,
(주)DB하이텍,000990,1989/12,71447654,
(주)DB하이텍,000990,1990/12,81042906,
(주)DB하이텍,000990,1991/12,96110391,
(주)DB하이텍,000990,1992/12,100948886,
(주)DB하이텍,000990,1993/12,105780074,
(주)DB하이텍,000990,1994/12,113900666,
(주)DB하이텍,000990,1995/12,114179796,
(주)DB하이텍,000990,1996/12,106362478,
(주)DB하이텍,000990,1997/12,370610400,
(주)DB하이텍,000990,1998/12,399852852,
(주)DB하이텍,000990,1999/12,403800670,
(주)DB하이텍,000990,2000/12,613470944,
(주)DB하이텍,000990,2001/12,604761518,
(주)DB하이텍,000990,2002/12,604084976,
(주)DB하이텍,000990,2003/12,664598457,
(주)DB하이텍,000990,2004/12,865695632,
(주)DB하이텍,000990,2005/12,988845185,
(주)DB하이텍,000990,2006/12,921828109,
(주)DB하이텍,000990,2007/12,1156009741,1156009741
(주)DB하이텍,000990,2008/12,1143619446,1143619446
(주)DB하이텍,000990,2009/12,1005609971,1005609971
(주)DB하이텍,000990,2010/12,727134499,727262560
(주)DB하이텍,000990,2011/12,443140034,443140034
(주)DB하이텍,000990,2012/12,486953432,486953432
(주)DB하이텍,000990,2013/12,404500718,404500718
(주)DB하이텍,000990,2014/12,430813375,430813375
(주)DB하이텍,000990,2015/12,436915515,436915515
(주)DB하이텍,000990,2016/12,483129939,483129939
(주)DB하이텍,000990,2017/12,426170592,426170592
(주)DB하이텍,000990,2018/12,453942755,453942755
(주)DB하이텍,000990,2019/12,513292637,513292637
(주)DB하이텍,000990,2020/12,577034944,577034944
(주)MH에탄올,023150,1989/12,14125118,
(주)MH에탄올,023150,1990/12,15638609,
(주)MH에탄올,023150,1991/12,15470078,
(주)MH에탄올,023150,1992/12,15973325,
(주)MH에탄올,023150,1993/12,16334704,
(주)MH에탄올,023150,1994/12,18105045,
(주)MH에탄올,023150,1995/12,17871691,
(주)MH에탄올,023150,1996/12,18398431,
(주)MH에탄올,023150,1997/12,18876216,
(주)MH에탄올,023150,1998/12,22686774,
(주)MH에탄올,023150,1999/12,25306257,
(주)MH에탄올,023150,2000/12,17866482,
(주)MH에탄올,023150,2001/12,19138707,
(주)MH에탄올,023150,2002/12,21312152,
(주)MH에탄올,023150,2003/12,21559701,
(주)MH에탄올,023150,2004/12,23664043,
(주)MH에탄올,023150,2005/12,27225985,
(주)MH에탄올,023150,2006/12,29883011,
(주)MH에탄올,023150,2007/12,28121968,28121968
(주)MH에탄올,023150,2008/12,31253895,31253895
(주)MH에탄올,023150,2009/12,31981361,31981361
(주)MH에탄올,023150,2010/12,32333340,31860037
(주)MH에탄올,023150,2011/12,32715976,32715976
(주)MH에탄올,023150,2012/12,35478357,35478357
(주)MH에탄올,023150,2013/12,33247791,33247791
(주)MH에탄올,023150,2014/12,37109977,37109977
(주)MH에탄올,023150,2015/12,36425005,36425005
(주)MH에탄올,023150,2016/12,33962392,33962392
(주)MH에탄올,023150,2017/12,34577247,34577247
(주)MH에탄올,023150,2018/12,34331318,34331318
(주)MH에탄올,023150,2019/12,35415661,35415661
(주)MH에탄올,023150,2020/12,38908939,38908939
(주)SH에너지화학,002360,1985/06,29880193,
(주)SH에너지화학,002360,1986/06,29205949,
(주)SH에너지화학,002360,1987/06,31640770,
(주)SH에너지화학,002360,1988/06,44249198,
(주)SH에너지화학,002360,1989/06,39881875,
(주)SH에너지화학,002360,1990/06,39049080,
(주)SH에너지화학,002360,1991/06,37996069,
(주)SH에너지화학,002360,1992/06,44538535,
(주)SH에너지화학,002360,1993/06,45668158,
(주)SH에너지화학,002360,1994/06,50861878,
(주)SH에너지화학,002360,1995/06,81814813,
(주)SH에너지화학,002360,1996/06,79166423,
(주)SH에너지화학,002360,1997/06,75735994,
(주)SH에너지화학,002360,1998/06,79054378,
(주)SH에너지화학,002360,1999/06,44139359,
(주)SH에너지화학,002360,2000/06,64651035,
(주)SH에너지화학,002360,2001/06,66983353,
(주)SH에너지화학,002360,2002/06,64520561,
(주)SH에너지화학,002360,2003/06,79863671,
(주)SH에너지화학,002360,2004/06,93401980,
(주)SH에너지화학,002360,2005/06,116043010,
(주)SH에너지화학,002360,2006/12,114050477,
(주)SH에너지화학,002360,2007/12,121848048,121848048
(주)SH에너지화학,002360,2008/12,129657535,129657535
(주)SH에너지화학,002360,2009/12,122351952,122351952
(주)SH에너지화학,002360,2010/12,137889317,137805193
(주)SH에너지화학,002360,2011/12,160574493,160574493
(주)SH에너지화학,002360,2012/12,178516652,178516652
(주)SH에너지화학,002360,2013/12,213397080,213397080
(주)SH에너지화학,002360,2014/12,196829927,196829927
(주)SH에너지화학,002360,2015/12,179081363,179081363
(주)SH에너지화학,002360,2016/12,179726464,179726464
(주)SH에너지화학,002360,2017/12,161711689,161711689
(주)SH에너지화학,002360,2018/12,169058462,169058462
(주)SH에너지화학,002360,2019/12,131861388,131861388
(주)SH에너지화학,002360,2020/12,90391446,90391446
(주)SIMPAC,009160,1985/12,10435791,
(주)SIMPAC,009160,1986/12,13548166,
(주)SIMPAC,009160,1987/12,14687407,
(주)SIMPAC,009160,1988/12,22211026,
(주)SIMPAC,009160,1989/12,21619296,
(주)SIMPAC,009160,1990/12,27283298,
(주)SIMPAC,009160,1991/12,32893016,
(주)SIMPAC,009160,1992/12,32418955,
(주)SIMPAC,009160,1993/12,37769856,
(주)SIMPAC,009160,1994/12,48034850,
(주)SIMPAC,009160,1995/12,49619033,
(주)SIMPAC,009160,1996/12,63509663,
(주)SIMPAC,009160,1997/12,65546662,
(주)SIMPAC,009160,1998/12,26742059,
(주)SIMPAC,009160,1999/12,28591197,
(주)SIMPAC,009160,2000/12,51559404,
(주)SIMPAC,009160,2001/12,37714207,
(주)SIMPAC,009160,2002/12,43686907,
(주)SIMPAC,009160,2003/12,65079407,
(주)SIMPAC,009160,2004/12,70745851,
(주)SIMPAC,009160,2005/12,73864956,
(주)SIMPAC,009160,2006/12,85049137,
(주)SIMPAC,009160,2007/12,87590244,87590244
(주)SIMPAC,009160,2008/12,107266208,107266208
(주)SIMPAC,009160,2009/12,96843144,96843144
(주)SIMPAC,009160,2010/12,143240977,143181567
(주)SIMPAC,009160,2011/12,169699426,169699426
(주)SIMPAC,009160,2012/12,182101881,182101881
(주)SIMPAC,009160,2013/12,163875499,163875499
(주)SIMPAC,009160,2014/12,188349315,188349315
(주)SIMPAC,009160,2015/12,171341851,171341851
(주)SIMPAC,009160,2016/12,175971604,175971604
(주)SIMPAC,009160,2017/12,168484356,168484356
(주)SIMPAC,009160,2018/12,243575353,243575353
(주)SIMPAC,009160,2019/12,357126998,357126998
(주)SIMPAC,009160,2020/12,244369272,244369272
(주)SNT에너지,100840,2008/12,148051759,148051759
(주)SNT에너지,100840,2009/12,123887372,123887372
(주)SNT에너지,100840,2010/12,188979905,188599110
(주)SNT에너지,100840,2011/12,181219511,181219511
(주)SNT에너지,100840,2012/12,191839172,191839172
(주)SNT에너지,100840,2013/12,161808099,161808099
(주)SNT에너지,100840,2014/12,203611420,203611420
(주)SNT에너지,100840,2015/12,202305297,202305297
(주)SNT에너지,100840,2016/12,204980319,204980319
(주)SNT에너지,100840,2017/12,146050315,146050315
(주)SNT에너지,100840,2018/12,118750224,118750224
(주)SNT에너지,100840,2019/12,170291934,170291934
(주)SNT에너지,100840,2020/12,190965139,190965139
(주)SNT홀딩스,036530,1997/12,16878741,
(주)SNT홀딩스,036530,1998/12,17748874,
(주)SNT홀딩스,036530,1999/12,25526918,
(주)SNT홀딩스,036530,2000/12,44598490,
(주)SNT홀딩스,036530,2001/12,61216541,
(주)SNT홀딩스,036530,2002/12,49879702,
(주)SNT홀딩스,036530,2003/12,37397222,
(주)SNT홀딩스,036530,2004/12,48566771,
(주)SNT홀딩스,036530,2005/12,69945830,
(주)SNT홀딩스,036530,2006/12,98760008,
(주)SNT홀딩스,036530,2007/12,127002373,127002373
(주)SNT홀딩스,036530,2008/12,16270106,16270106
(주)SNT홀딩스,036530,2009/12,8806492,8806492
(주)SNT홀딩스,036530,2010/12,1419235,0
(주)SNT홀딩스,036530,2011/12,0,0
(주)SNT홀딩스,036530,2012/12,0,0
(주)SNT홀딩스,036530,2013/12,0,0
(주)SNT홀딩스,036530,2014/12,0,0
(주)SNT홀딩스,036530,2015/12,0,0
(주)SNT홀딩스,036530,2016/12,0,0
(주)SNT홀딩스,036530,2017/12,0,0
(주)SNT홀딩스,036530,2018/12,0,0
(주)SNT홀딩스,036530,2019/12,0,0
(주)SNT홀딩스,036530,2020/12,0,0
(주)STX,011810,1985/12,51722874,
(주)STX,011810,1986/12,90731711,
(주)STX,011810,1987/12,93998096,
(주)STX,011810,1988/12,121412496,
(주)STX,011810,1989/12,129146774,
(주)STX,011810,1990/12,156403841,
(주)STX,011810,1991/12,169303935,
(주)STX,011810,1992/12,189042905,
(주)STX,011810,1993/12,192471479,
(주)STX,011810,1994/12,245597209,
(주)STX,011810,1995/12,291313336,
(주)STX,011810,1996/12,314314611,
(주)STX,011810,1997/12,371188851,
(주)STX,011810,1998/12,250111542,
(주)STX,011810,1999/12,219883701,
(주)STX,011810,2000/12,211481512,
(주)STX,011810,2001/12,265297418,
(주)STX,011810,2002/12,341303571,
(주)STX,011810,2003/12,430406529,
(주)STX,011810,2004/12,306018581,
(주)STX,011810,2005/12,604962905,
(주)STX,011810,2006/12,849700725,
(주)STX,011810,2007/12,1039501074,1039501074
(주)STX,011810,2008/12,2257674503,2257674503
(주)STX,011810,2009/12,2223632210,2223632210
(주)STX,011810,2010/12,3021838997,2984563000
(주)STX,011810,2011/12,3988988000,3988988000
(주)STX,011810,2012/12,3997635000,3997635000
(주)STX,011810,2013/12,1814171000,1814171000
(주)STX,011810,2014/12,1233380000,1233380000
(주)STX,011810,2015/12,1352181000,1352181000
(주)STX,011810,2016/12,1494187000,1494187000
(주)STX,011810,2017/12,1541890000,1541890000
(주)STX,011810,2018/12,1319737000,1319737000
(주)STX,011810,2019/12,1225459000,1225459000
(주)STX,011810,2020/12,774576000,774576000
(주)TCC스틸,002710,1985/03,42203068,
(주)TCC스틸,002710,1986/03,40127603,
(주)TCC스틸,002710,1987/03,51949487,
(주)TCC스틸,002710,1988/03,60133787,
(주)TCC스틸,002710,1989/03,61657811,
(주)TCC스틸,002710,1990/12,80908869,
(주)TCC스틸,002710,1991/12,85607724,
(주)TCC스틸,002710,1992/12,82192564,
(주)TCC스틸,002710,1993/12,81129870,
(주)TCC스틸,002710,1994/12,94238093,
(주)TCC스틸,002710,1995/12,100030680,
(주)TCC스틸,002710,1996/12,122825126,
(주)TCC스틸,002710,1997/12,116032434,
(주)TCC스틸,002710,1998/12,138966432,
(주)TCC스틸,002710,1999/12,158568538,
(주)TCC스틸,002710,2000/12,173873368,
(주)TCC스틸,002710,2001/12,160128116,
(주)TCC스틸,002710,2002/12,176764680,
(주)TCC스틸,002710,2003/12,189535239,
(주)TCC스틸,002710,2004/12,230377259,
(주)TCC스틸,002710,2005/12,238254706,
(주)TCC스틸,002710,2006/12,235072992,
(주)TCC스틸,002710,2007/12,240463302,240463302
(주)TCC스틸,002710,2008/12,327987671,327987671
(주)TCC스틸,002710,2009/12,301162787,301162787
(주)TCC스틸,002710,2010/12,369224314,367618694
(주)TCC스틸,002710,2011/12,419062918,419062918
(주)TCC스틸,002710,2012/12,399338479,399338479
(주)TCC스틸,002710,2013/12,385343144,385343144
(주)TCC스틸,002710,2014/12,364984531,364984531
(주)TCC스틸,002710,2015/12,311691285,311691285
(주)TCC스틸,002710,2016/12,281559457,281559457
(주)TCC스틸,002710,2017/12,304470552,304470552
(주)TCC스틸,002710,2018/12,320798763,320798763
(주)TCC스틸,002710,2019/12,312320391,312320391
(주)TCC스틸,002710,2020/12,306533652,306533652
(주)강원랜드,035250,2000/12,20448871,
(주)강원랜드,035250,2001/12,100789425,
(주)강원랜드,035250,2002/12,116971739,
(주)강원랜드,035250,2003/12,263415493,
(주)강원랜드,035250,2004/12,311866548,
(주)강원랜드,035250,2005/12,347120886,
(주)강원랜드,035250,2006/12,401148671,
(주)강원랜드,035250,2007/12,467918872,467918872
(주)강원랜드,035250,2008/12,475982648,475982648
(주)강원랜드,035250,2009/12,514498275,514498275
(주)강원랜드,035250,2010/12,494108466,487543088
(주)강원랜드,035250,2011/12,530019096,530019096
(주)강원랜드,035250,2012/12,639097544,639097544
(주)강원랜드,035250,2013/12,718286815,718286815
(주)강원랜드,035250,2014/12,713323703,713323703
(주)강원랜드,035250,2015/12,754752007,754752007
(주)강원랜드,035250,2016/12,782103726,782103726
(주)강원랜드,035250,2017/12,785131415,785131415
(주)강원랜드,035250,2018/12,727185671,727185671
(주)강원랜드,035250,2019/12,734363002,734363002
(주)강원랜드,035250,2020/12,544368814,544368814
(주)갤럭시아에스엠,011420,1985/12,13458099,
(주)갤럭시아에스엠,011420,1986/12,18212137,
(주)갤럭시아에스엠,011420,1987/12,23171613,
(주)갤럭시아에스엠,011420,1988/12,24786960,
(주)갤럭시아에스엠,011420,1989/12,25251458,
(주)갤럭시아에스엠,011420,1990/12,30248313,
(주)갤럭시아에스엠,011420,1991/12,29075734,
(주)갤럭시아에스엠,011420,1992/12,37779512,
(주)갤럭시아에스엠,011420,1993/12,44429546,
(주)갤럭시아에스엠,011420,1994/12,61817224,
(주)갤럭시아에스엠,011420,1995/12,67994537,
(주)갤럭시아에스엠,011420,1996/12,78564710,
(주)갤럭시아에스엠,011420,1997/12,82820156,
(주)갤럭시아에스엠,011420,1998/12,85430936,
(주)갤럭시아에스엠,011420,1999/12,55107537,
(주)갤럭시아에스엠,011420,2000/12,69176432,
(주)갤럭시아에스엠,011420,2001/12,55076846,
(주)갤럭시아에스엠,011420,2002/12,59931973,
(주)갤럭시아에스엠,011420,2003/12,57108373,
(주)갤럭시아에스엠,011420,2004/12,37452532,
(주)갤럭시아에스엠,011420,2005/12,32423706,
(주)갤럭시아에스엠,011420,2006/12,42576850,
(주)갤럭시아에스엠,011420,2007/12,36335988,36335988
(주)갤럭시아에스엠,011420,2008/12,43186537,43186537
(주)갤럭시아에스엠,011420,2009/12,42348703,42348703
(주)갤럭시아에스엠,011420,2010/12,35630824,35630824
(주)갤럭시아에스엠,011420,2011/12,26327117,26327117
(주)갤럭시아에스엠,011420,2012/12,33745924,33745924
(주)갤럭시아에스엠,011420,2013/12,28202016,28202016
(주)갤럭시아에스엠,011420,2014/12,31283923,31283923
(주)갤럭시아에스엠,011420,2015/12,48457121,48457121
(주)갤럭시아에스엠,011420,2016/12,45279432,45279432
(주)갤럭시아에스엠,011420,2017/12,37068260,37068260
(주)갤럭시아에스엠,011420,2018/12,24112403,24112403
(주)갤럭시아에스엠,011420,2019/12,26937800,26937800
(주)갤럭시아에스엠,011420,2020/12,16665897,16665897
(주)경농,002100,1981/12,17677112,
(주)경농,002100,1982/12,15353667,
(주)경농,002100,1983/12,18771938,
(주)경농,002100,1984/12,25068868,
(주)경농,002100,1985/12,29309055,
(주)경농,002100,1986/12,30498312,
(주)경농,002100,1987/12,32889505,
(주)경농,002100,1988/12,30244615,
(주)경농,002100,1989/12,34490704,
(주)경농,002100,1990/12,40383581,
(주)경농,002100,1991/12,45249002,
(주)경농,002100,1992/12,46621671,
(주)경농,002100,1993/12,53040095,
(주)경농,002100,1994/12,54104513,
(주)경농,002100,1995/12,53063010,
(주)경농,002100,1996/12,55434354,
(주)경농,002100,1997/12,68538410,
(주)경농,002100,1998/12,71209919,
(주)경농,002100,1999/12,88446873,
(주)경농,002100,2000/12,81121260,
(주)경농,002100,2001/12,84526841,
(주)경농,002100,2002/12,77514749,
(주)경농,002100,2003/12,80480568,
(주)경농,002100,2004/12,81158234,
(주)경농,002100,2005/12,76908474,
(주)경농,002100,2006/12,75480117,
(주)경농,002100,2007/12,77863460,77863460
(주)경농,002100,2008/12,93791227,93791227
(주)경농,002100,2009/12,95149634,95149634
(주)경농,002100,2010/12,93179317,93205957
(주)경농,002100,2011/12,79073941,79073941
(주)경농,002100,2012/12,83085935,83085935
(주)경농,002100,2013/12,85548073,85548073
(주)경농,002100,2014/12,81145006,81145006
(주)경농,002100,2015/12,84402122,84402122
(주)경농,002100,2016/12,90377050,90377050
(주)경농,002100,2017/12,90974073,90974073
(주)경농,002100,2018/12,91408676,91408676
(주)경농,002100,2019/12,94631333,94631333
(주)경농,002100,2020/12,107535789,107535789
(주)경동나비엔,009450,1986/12,4934899,
(주)경동나비엔,009450,1987/12,7982546,
(주)경동나비엔,009450,1988/12,18601558,
(주)경동나비엔,009450,1989/12,33297760,
(주)경동나비엔,009450,1990/12,41418840,
(주)경동나비엔,009450,1991/12,49915416,
(주)경동나비엔,009450,1992/12,64118513,
(주)경동나비엔,009450,1993/12,74974340,
(주)경동나비엔,009450,1994/12,83302837,
(주)경동나비엔,009450,1995/12,86862503,
(주)경동나비엔,009450,1996/12,95739211,
(주)경동나비엔,009450,1997/12,104128506,
(주)경동나비엔,009450,1998/12,85332884,
(주)경동나비엔,009450,1999/12,98343960,
(주)경동나비엔,009450,2000/12,126285826,
(주)경동나비엔,009450,2001/12,135324034,
(주)경동나비엔,009450,2002/12,153403841,
(주)경동나비엔,009450,2003/12,151598821,
(주)경동나비엔,009450,2004/12,140539209,
(주)경동나비엔,009450,2005/12,139112975,
(주)경동나비엔,009450,2006/12,147358213,
(주)경동나비엔,009450,2007/12,138458538,138458538
(주)경동나비엔,009450,2008/12,156528681,156528681
(주)경동나비엔,009450,2009/12,181450139,181450139
(주)경동나비엔,009450,2010/12,213841659,213052418
(주)경동나비엔,009450,2011/12,246619329,246619329
(주)경동나비엔,009450,2012/12,268142768,268142768
(주)경동나비엔,009450,2013/12,284158227,284158227
(주)경동나비엔,009450,2014/12,293438355,293438355
(주)경동나비엔,009450,2015/12,334829527,334829527
(주)경동나비엔,009450,2016/12,369054723,369054723
(주)경동나비엔,009450,2017/12,423216560,423216560
(주)경동나비엔,009450,2018/12,466381901,466381901
(주)경동나비엔,009450,2019/12,479160026,479160026
(주)경동나비엔,009450,2020/12,530410812,530410812
(주)경동도시가스,267290,2017/12,793617236,793617236
(주)경동도시가스,267290,2018/12,1480519376,1480519376
(주)경동도시가스,267290,2019/12,1310791588,1310791588
(주)경동도시가스,267290,2020/12,984204477,984204477
(주)경동인베스트,012320,1984/12,12083989,
(주)경동인베스트,012320,1985/12,15285957,
(주)경동인베스트,012320,1986/12,17698006,
(주)경동인베스트,012320,1987/12,19838880,
(주)경동인베스트,012320,1988/12,20748692,
(주)경동인베스트,012320,1989/12,20485316,
(주)경동인베스트,012320,1990/12,21173847,
(주)경동인베스트,012320,1991/12,24065628,
(주)경동인베스트,012320,1992/12,25794646,
(주)경동인베스트,012320,1993/12,26090891,
(주)경동인베스트,012320,1994/12,27313594,
(주)경동인베스트,012320,1995/12,36471312,
(주)경동인베스트,012320,1996/12,49834457,
(주)경동인베스트,012320,1997/12,64389561,
(주)경동인베스트,012320,1998/12,98444744,
(주)경동인베스트,012320,1999/12,115240521,
(주)경동인베스트,012320,2000/12,183019135,
(주)경동인베스트,012320,2001/12,253541995,
(주)경동인베스트,012320,2002/12,262056627,
(주)경동인베스트,012320,2003/12,304852104,
(주)경동인베스트,012320,2004/12,310768400,
(주)경동인베스트,012320,2005/12,386405717,
(주)경동인베스트,012320,2006/12,481808500,
(주)경동인베스트,012320,2007/12,539268804,539268804
(주)경동인베스트,012320,2008/12,799762053,799762053
(주)경동인베스트,012320,2009/12,848259448,848259448
(주)경동인베스트,012320,2010/12,1183223614,1187080406
(주)경동인베스트,012320,2011/12,1697470671,1697470671
(주)경동인베스트,012320,2012/12,2292736954,2292736954
(주)경동인베스트,012320,2013/12,2552976223,2552976223
(주)경동인베스트,012320,2014/12,2293899450,2293899450
(주)경동인베스트,012320,2015/12,1263722829,1263722829
(주)경동인베스트,012320,2016/12,924418543,924418543
(주)경동인베스트,012320,2017/12,0,0
(주)경동인베스트,012320,2018/12,3635575,3635575
(주)경동인베스트,012320,2019/12,3929209,3929209
(주)경동인베스트,012320,2020/12,2596565,2596565
(주)경방,000050,1981/12,46724109,
(주)경방,000050,1982/12,50190083,
(주)경방,000050,1983/12,53234479,
(주)경방,000050,1984/12,60845115,
(주)경방,000050,1985/12,61726942,
(주)경방,000050,1986/12,64876523,
(주)경방,000050,1987/12,74086289,
(주)경방,000050,1988/12,94486982,
(주)경방,000050,1989/12,96069250,
(주)경방,000050,1990/12,96627567,
(주)경방,000050,1991/12,103882642,
(주)경방,000050,1992/12,106481714,
(주)경방,000050,1993/12,105023039,
(주)경방,000050,1994/12,129825373,
(주)경방,000050,1995/12,156686056,
(주)경방,000050,1996/12,155583384,
(주)경방,000050,1997/12,160187518,
(주)경방,000050,1998/12,175768570,
(주)경방,000050,1999/12,175707705,
(주)경방,000050,2000/12,152349115,
(주)경방,000050,2001/12,162042834,
(주)경방,000050,2002/12,169173176,
(주)경방,000050,2003/12,171361071,
(주)경방,000050,2004/12,164413566,
(주)경방,000050,2005/12,148059538,
(주)경방,000050,2006/12,145625805,
(주)경방,000050,2007/12,150722505,150722505
(주)경방,000050,2008/12,145391190,145391190
(주)경방,000050,2009/12,172063137,172063137
(주)경방,000050,2010/12,223409697,222076044
(주)경방,000050,2011/12,246411496,246411496
(주)경방,000050,2012/12,250600103,250600103
(주)경방,000050,2013/12,223418883,223418883
(주)경방,000050,2014/12,209067504,209067504
(주)경방,000050,2015/12,209467360,209467360
(주)경방,000050,2016/12,210095763,210095763
(주)경방,000050,2017/12,188372022,188372022
(주)경방,000050,2018/12,177815403,177815403
(주)경방,000050,2019/12,151563044,151563044
(주)경방,000050,2020/12,129916804,129916804
(주)경보제약,214390,1999/12,32183143,
(주)경보제약,214390,2000/12,36328985,
(주)경보제약,214390,2001/12,33067549,
(주)경보제약,214390,2002/12,32992263,
(주)경보제약,214390,2003/12,35460834,
(주)경보제약,214390,2004/12,39619645,
(주)경보제약,214390,2005/12,42677085,
(주)경보제약,214390,2006/12,50433666,
(주)경보제약,214390,2007/12,52433451,
(주)경보제약,214390,2008/12,67341092,
(주)경보제약,214390,2009/12,90342903,
(주)경보제약,214390,2010/12,100729425,
(주)경보제약,214390,2011/12,103222886,
(주)경보제약,214390,2012/12,106093402,
(주)경보제약,214390,2013/12,111510268,111397166
(주)경보제약,214390,2014/12,119975881,119975881
(주)경보제약,214390,2015/12,129475387,129475387
(주)경보제약,214390,2016/12,142622767,142622767
(주)경보제약,214390,2017/12,137038683,137038683
(주)경보제약,214390,2018/12,152082417,152082417
(주)경보제약,214390,2019/12,150990036,150990036
(주)경보제약,214390,2020/12,162820355,162820355
(주)경인양행,012610,1985/12,,
(주)경인양행,012610,1986/12,,
(주)경인양행,012610,1987/12,9965218,
(주)경인양행,012610,1988/12,12501326,
(주)경인양행,012610,1989/12,12321550,
(주)경인양행,012610,1990/12,12181415,
(주)경인양행,012610,1991/12,13010245,
(주)경인양행,012610,1992/12,15024969,
(주)경인양행,012610,1993/12,16275877,
(주)경인양행,012610,1994/12,23126569,
(주)경인양행,012610,1995/12,27481446,
(주)경인양행,012610,1996/12,35139739,
(주)경인양행,012610,1997/12,48084153,
(주)경인양행,012610,1998/12,50109310,
(주)경인양행,012610,1999/12,50269159,
(주)경인양행,012610,2000/12,57113833,
(주)경인양행,012610,2001/12,66150050,
(주)경인양행,012610,2002/12,75455730,
(주)경인양행,012610,2003/12,72342239,
(주)경인양행,012610,2004/12,79336689,
(주)경인양행,012610,2005/12,75469391,
(주)경인양행,012610,2006/12,71796673,
(주)경인양행,012610,2007/12,76924817,76924817
(주)경인양행,012610,2008/12,100415343,100415343
(주)경인양행,012610,2009/12,107172867,107172867
(주)경인양행,012610,2010/12,129904428,129714312
(주)경인양행,012610,2011/12,109831813,109831813
(주)경인양행,012610,2012/12,120613769,120613769
(주)경인양행,012610,2013/12,147883856,147883856
(주)경인양행,012610,2014/12,153646031,153646031
(주)경인양행,012610,2015/12,148385606,148385606
(주)경인양행,012610,2016/12,150776725,150776725
(주)경인양행,012610,2017/12,164845854,164845854
(주)경인양행,012610,2018/12,169805543,169805543
(주)경인양행,012610,2019/12,188265694,188265694
(주)경인양행,012610,2020/12,173340842,173340842
(주)광명전기,017040,1986/12,8559425,
(주)광명전기,017040,1987/12,11063462,
(주)광명전기,017040,1988/12,11562056,
(주)광명전기,017040,1989/12,16356251,
(주)광명전기,017040,1990/12,14281207,
(주)광명전기,017040,1991/12,20697998,
(주)광명전기,017040,1992/12,32475271,
(주)광명전기,017040,1993/12,32499419,
(주)광명전기,017040,1994/12,32782132,
(주)광명전기,017040,1995/12,40151174,
(주)광명전기,017040,1996/12,52459405,
(주)광명전기,017040,1997/12,63193186,
(주)광명전기,017040,1998/12,,
(주)광명전기,017040,1999/12,34763183,
(주)광명전기,017040,2000/12,27140281,
(주)광명전기,017040,2002/11,39509634,
(주)광명전기,017040,2003/11,35071116,
(주)광명전기,017040,2004/11,35142356,
(주)광명전기,017040,2005/12,42444724,
(주)광명전기,017040,2006/12,40823886,
(주)광명전기,017040,2007/12,31909039,31909039
(주)광명전기,017040,2008/12,46327930,46327930
(주)광명전기,017040,2009/12,49199964,49199964
(주)광명전기,017040,2010/12,61508629,61508629
(주)광명전기,017040,2011/12,51994278,51994278
(주)광명전기,017040,2012/12,70522943,70522943
(주)광명전기,017040,2013/12,76118777,76118777
(주)광명전기,017040,2014/12,100019085,100019085
(주)광명전기,017040,2015/12,83525805,83525805
(주)광명전기,017040,2016/12,87560184,87560184
(주)광명전기,017040,2017/12,95422477,95422477
(주)광명전기,017040,2018/12,87318774,87318774
(주)광명전기,017040,2019/12,111565450,111565450
(주)광명전기,017040,2020/12,101557058,101557058
(주)광주신세계,037710,1995/12,41219894,
(주)광주신세계,037710,1996/12,124072669,
(주)광주신세계,037710,1997/12,143459180,
(주)광주신세계,037710,1998/12,152162248,
(주)광주신세계,037710,1999/12,171125444,
(주)광주신세계,037710,2000/12,192597458,
(주)광주신세계,037710,2001/12,206963186,
(주)광주신세계,037710,2002/12,213555296,
(주)광주신세계,037710,2003/12,29201729,
(주)광주신세계,037710,2004/12,25584131,
(주)광주신세계,037710,2005/12,18315756,
(주)광주신세계,037710,2006/12,51769832,
(주)광주신세계,037710,2007/12,76840790,76840790
(주)광주신세계,037710,2008/12,75681222,75681222
(주)광주신세계,037710,2009/12,72044828,72044828
(주)광주신세계,037710,2010/12,77887068,77887068
(주)광주신세계,037710,2011/12,80698060,80698060
(주)광주신세계,037710,2012/12,76996157,76996157
(주)광주신세계,037710,2013/12,73016518,73016518
(주)광주신세계,037710,2014/12,71460629,71460629
(주)광주신세계,037710,2015/12,67952823,67952823
(주)광주신세계,037710,2016/12,69014284,69014284
(주)광주신세계,037710,2017/12,68619341,68619341
(주)광주신세계,037710,2018/12,17733154,17733154
(주)광주신세계,037710,2019/12,18569711,18569711
(주)광주신세계,037710,2020/12,15955627,15955627
(주)국동,005320,1989/12,21629537,
(주)국동,005320,1990/12,22419326,
(주)국동,005320,1991/12,25826255,
(주)국동,005320,1992/12,26303549,
(주)국동,005320,1993/12,29383975,
(주)국동,005320,1994/12,37992592,
(주)국동,005320,1995/12,48674352,
(주)국동,005320,1996/12,74170932,
(주)국동,005320,1997/12,70457667,
(주)국동,005320,1998/12,101624313,
(주)국동,005320,1999/12,103207992,
(주)국동,005320,2000/12,88168278,
(주)국동,005320,2001/12,99253250,
