회사명,거래소코드,회계년도,이연법인세부채(천원),이연법인세부채(IFRS)(천원)
(주)유니켐,011330,2017/12,0,2985276
(주)유니켐,011330,2018/12,0,0
(주)유니켐,011330,2019/12,0,0
(주)유니켐,011330,2020/12,0,0
(주)유수홀딩스,000700,1981/12,0,
(주)유수홀딩스,000700,1982/12,0,
(주)유수홀딩스,000700,1983/12,0,
(주)유수홀딩스,000700,1984/12,0,
(주)유수홀딩스,000700,1985/12,0,
(주)유수홀딩스,000700,1986/12,,
(주)유수홀딩스,000700,1987/12,0,
(주)유수홀딩스,000700,1988/12,0,
(주)유수홀딩스,000700,1989/12,0,
(주)유수홀딩스,000700,1990/12,0,
(주)유수홀딩스,000700,1991/12,0,
(주)유수홀딩스,000700,1992/12,0,
(주)유수홀딩스,000700,1993/12,0,
(주)유수홀딩스,000700,1994/12,0,
(주)유수홀딩스,000700,1995/12,0,
(주)유수홀딩스,000700,1996/12,0,
(주)유수홀딩스,000700,1997/12,0,
(주)유수홀딩스,000700,1998/12,0,
(주)유수홀딩스,000700,1999/12,0,
(주)유수홀딩스,000700,2000/12,0,
(주)유수홀딩스,000700,2001/12,0,
(주)유수홀딩스,000700,2002/12,0,
(주)유수홀딩스,000700,2003/12,0,
(주)유수홀딩스,000700,2004/12,0,
(주)유수홀딩스,000700,2005/12,0,
(주)유수홀딩스,000700,2006/12,0,
(주)유수홀딩스,000700,2007/12,0,49341500
(주)유수홀딩스,000700,2008/12,0,0
(주)유수홀딩스,000700,2009/12,0,25418873
(주)유수홀딩스,000700,2010/12,0,53007803
(주)유수홀딩스,000700,2011/12,0,19222034
(주)유수홀딩스,000700,2012/12,0,10848386
(주)유수홀딩스,000700,2013/12,0,7335506
(주)유수홀딩스,000700,2014/12,0,4138487
(주)유수홀딩스,000700,2015/12,0,4051009
(주)유수홀딩스,000700,2016/12,0,4774843
(주)유수홀딩스,000700,2017/12,0,10703707
(주)유수홀딩스,000700,2018/12,0,14096988
(주)유수홀딩스,000700,2019/12,0,0
(주)유수홀딩스,000700,2020/12,0,804938
(주)유양디앤유,011690,1986/12,0,
(주)유양디앤유,011690,1987/12,0,
(주)유양디앤유,011690,1988/12,0,
(주)유양디앤유,011690,1989/12,0,
(주)유양디앤유,011690,1990/12,0,
(주)유양디앤유,011690,1991/12,0,
(주)유양디앤유,011690,1992/12,0,
(주)유양디앤유,011690,1993/12,0,
(주)유양디앤유,011690,1994/12,0,
(주)유양디앤유,011690,1995/12,0,
(주)유양디앤유,011690,1996/12,0,
(주)유양디앤유,011690,1997/12,0,
(주)유양디앤유,011690,1998/12,0,
(주)유양디앤유,011690,1999/12,0,
(주)유양디앤유,011690,2000/12,0,
(주)유양디앤유,011690,2001/12,0,
(주)유양디앤유,011690,2002/12,0,
(주)유양디앤유,011690,2003/12,0,
(주)유양디앤유,011690,2004/12,0,
(주)유양디앤유,011690,2005/12,0,
(주)유양디앤유,011690,2006/12,0,
(주)유양디앤유,011690,2007/12,0,0
(주)유양디앤유,011690,2008/12,0,0
(주)유양디앤유,011690,2009/12,0,1440692
(주)유양디앤유,011690,2010/12,0,852270
(주)유양디앤유,011690,2011/12,0,0
(주)유양디앤유,011690,2012/12,0,0
(주)유양디앤유,011690,2013/12,0,0
(주)유양디앤유,011690,2014/12,0,0
(주)유양디앤유,011690,2015/12,0,0
(주)유양디앤유,011690,2016/12,0,0
(주)유양디앤유,011690,2017/12,0,10609486
(주)유양디앤유,011690,2018/12,0,7808580
(주)유양디앤유,011690,2019/12,0,9631905
(주)유양디앤유,011690,2020/12,0,1459225
(주)유유제약,000220,1981/12,0,
(주)유유제약,000220,1983/03,0,
(주)유유제약,000220,1984/03,0,
(주)유유제약,000220,1985/03,0,
(주)유유제약,000220,1986/03,0,
(주)유유제약,000220,1987/03,0,
(주)유유제약,000220,1988/03,0,
(주)유유제약,000220,1989/03,0,
(주)유유제약,000220,1990/03,0,
(주)유유제약,000220,1991/03,0,
(주)유유제약,000220,1992/03,0,
(주)유유제약,000220,1993/03,0,
(주)유유제약,000220,1994/03,0,
(주)유유제약,000220,1995/03,0,
(주)유유제약,000220,1996/03,0,
(주)유유제약,000220,1997/03,0,
(주)유유제약,000220,1998/03,0,
(주)유유제약,000220,1999/03,0,
(주)유유제약,000220,2000/03,0,
(주)유유제약,000220,2001/03,0,
(주)유유제약,000220,2002/03,0,
(주)유유제약,000220,2003/03,0,
(주)유유제약,000220,2004/03,0,
(주)유유제약,000220,2005/03,0,
(주)유유제약,000220,2006/03,286742,
(주)유유제약,000220,2007/03,0,294228
(주)유유제약,000220,2008/03,0,1292428
(주)유유제약,000220,2009/03,0,545114
(주)유유제약,000220,2010/03,0,2590382
(주)유유제약,000220,2011/03,0,0
(주)유유제약,000220,2012/03,0,0
(주)유유제약,000220,2013/03,0,0
(주)유유제약,000220,2014/03,0,0
(주)유유제약,000220,2015/03,0,0
(주)유유제약,000220,2016/03,0,0
(주)유유제약,000220,2017/03,0,0
(주)유유제약,000220,2018/12,0,469320
(주)유유제약,000220,2019/12,0,53964
(주)유유제약,000220,2020/12,0,2098054
(주)유한양행,000100,1981/12,0,
(주)유한양행,000100,1982/12,0,
(주)유한양행,000100,1983/12,0,
(주)유한양행,000100,1984/12,0,
(주)유한양행,000100,1985/12,0,
(주)유한양행,000100,1986/12,0,
(주)유한양행,000100,1987/12,0,
(주)유한양행,000100,1988/12,0,
(주)유한양행,000100,1989/12,0,
(주)유한양행,000100,1990/12,0,
(주)유한양행,000100,1991/12,0,
(주)유한양행,000100,1992/12,0,
(주)유한양행,000100,1993/12,0,
(주)유한양행,000100,1994/12,0,
(주)유한양행,000100,1995/12,0,
(주)유한양행,000100,1996/12,0,
(주)유한양행,000100,1997/12,0,
(주)유한양행,000100,1998/12,0,
(주)유한양행,000100,1999/12,0,
(주)유한양행,000100,2000/12,0,
(주)유한양행,000100,2001/12,0,
(주)유한양행,000100,2002/12,0,
(주)유한양행,000100,2003/12,0,
(주)유한양행,000100,2004/12,0,
(주)유한양행,000100,2005/12,62091,
(주)유한양행,000100,2006/12,757090,
(주)유한양행,000100,2007/12,377972,28274012
(주)유한양행,000100,2008/12,0,25418387
(주)유한양행,000100,2009/12,0,24460134
(주)유한양행,000100,2010/12,0,23320132
(주)유한양행,000100,2011/12,0,25471479
(주)유한양행,000100,2012/12,0,27222432
(주)유한양행,000100,2013/12,0,20390795
(주)유한양행,000100,2014/12,0,14621622
(주)유한양행,000100,2015/12,0,17045473
(주)유한양행,000100,2016/12,0,18972920
(주)유한양행,000100,2017/12,0,18285901
(주)유한양행,000100,2018/12,0,16168738
(주)유한양행,000100,2019/12,0,21752775
(주)유한양행,000100,2020/12,0,21276624
(주)이노션,214320,2006/12,6778,
(주)이노션,214320,2007/12,0,
(주)이노션,214320,2008/12,0,
(주)이노션,214320,2009/12,0,
(주)이노션,214320,2010/12,0,
(주)이노션,214320,2011/12,0,
(주)이노션,214320,2012/12,0,
(주)이노션,214320,2013/12,0,0
(주)이노션,214320,2014/12,0,0
(주)이노션,214320,2015/12,0,0
(주)이노션,214320,2016/12,0,0
(주)이노션,214320,2017/12,0,0
(주)이노션,214320,2018/12,0,0
(주)이노션,214320,2019/12,0,0
(주)이노션,214320,2020/12,0,0
(주)이마트,139480,2011/12,0,402380525
(주)이마트,139480,2012/12,0,453952824
(주)이마트,139480,2013/12,0,496209227
(주)이마트,139480,2014/12,0,530012738
(주)이마트,139480,2015/12,0,364641245
(주)이마트,139480,2016/12,0,373018929
(주)이마트,139480,2017/12,0,410917349
(주)이마트,139480,2018/12,0,280294491
(주)이마트,139480,2019/12,0,148103940
(주)이마트,139480,2020/12,0,153787167
(주)이수페타시스,007660,1986/12,0,
(주)이수페타시스,007660,1987/12,0,
(주)이수페타시스,007660,1988/12,0,
(주)이수페타시스,007660,1989/12,0,
(주)이수페타시스,007660,1990/12,0,
(주)이수페타시스,007660,1991/12,0,
(주)이수페타시스,007660,1992/12,0,
(주)이수페타시스,007660,1993/12,0,
(주)이수페타시스,007660,1994/12,0,
(주)이수페타시스,007660,1995/12,0,
(주)이수페타시스,007660,1996/12,0,
(주)이수페타시스,007660,1997/12,0,
(주)이수페타시스,007660,1998/12,0,
(주)이수페타시스,007660,1999/12,0,
(주)이수페타시스,007660,2000/12,0,
(주)이수페타시스,007660,2001/12,0,
(주)이수페타시스,007660,2002/12,0,
(주)이수페타시스,007660,2003/12,0,
(주)이수페타시스,007660,2004/12,0,
(주)이수페타시스,007660,2005/12,0,
(주)이수페타시스,007660,2006/12,0,
(주)이수페타시스,007660,2007/12,0,0
(주)이수페타시스,007660,2008/12,0,0
(주)이수페타시스,007660,2009/12,0,391444
(주)이수페타시스,007660,2010/12,0,634914
(주)이수페타시스,007660,2011/12,0,0
(주)이수페타시스,007660,2012/12,0,0
(주)이수페타시스,007660,2013/12,0,0
(주)이수페타시스,007660,2014/12,0,0
(주)이수페타시스,007660,2015/12,0,0
(주)이수페타시스,007660,2016/12,0,0
(주)이수페타시스,007660,2017/12,0,0
(주)이수페타시스,007660,2018/12,0,935790
(주)이수페타시스,007660,2019/12,0,0
(주)이수페타시스,007660,2020/12,0,632417
(주)이수화학,005950,1985/12,0,
(주)이수화학,005950,1986/12,0,
(주)이수화학,005950,1987/12,0,
(주)이수화학,005950,1988/12,0,
(주)이수화학,005950,1989/12,0,
(주)이수화학,005950,1990/12,0,
(주)이수화학,005950,1991/12,0,
(주)이수화학,005950,1992/12,0,
(주)이수화학,005950,1993/12,0,
(주)이수화학,005950,1994/12,0,
(주)이수화학,005950,1995/12,0,
(주)이수화학,005950,1996/12,0,
(주)이수화학,005950,1997/12,0,
(주)이수화학,005950,1998/12,0,
(주)이수화학,005950,1999/12,0,
(주)이수화학,005950,2000/12,0,
(주)이수화학,005950,2001/12,0,
(주)이수화학,005950,2002/12,0,
(주)이수화학,005950,2003/12,0,
(주)이수화학,005950,2004/12,0,
(주)이수화학,005950,2005/12,0,
(주)이수화학,005950,2006/12,0,
(주)이수화학,005950,2007/12,0,0
(주)이수화학,005950,2008/12,0,10487599
(주)이수화학,005950,2009/12,625850,16440678
(주)이수화학,005950,2010/12,0,18570958
(주)이수화학,005950,2011/12,0,18845895
(주)이수화학,005950,2012/12,0,15717365
(주)이수화학,005950,2013/12,0,14227566
(주)이수화학,005950,2014/12,0,13936216
(주)이수화학,005950,2015/12,0,15686625
(주)이수화학,005950,2016/12,0,15133632
(주)이수화학,005950,2017/12,0,15144323
(주)이수화학,005950,2018/12,0,14541744
(주)이수화학,005950,2019/12,0,17211920
(주)이수화학,005950,2020/12,0,14319521
(주)이스타코,015020,1985/12,0,
(주)이스타코,015020,1986/12,0,
(주)이스타코,015020,1987/12,0,
(주)이스타코,015020,1988/12,0,
(주)이스타코,015020,1989/12,0,
(주)이스타코,015020,1990/12,0,
(주)이스타코,015020,1991/12,0,
(주)이스타코,015020,1992/12,0,
(주)이스타코,015020,1993/12,0,
(주)이스타코,015020,1994/12,0,
(주)이스타코,015020,1995/12,0,
(주)이스타코,015020,1996/12,0,
(주)이스타코,015020,1997/12,,
(주)이스타코,015020,1998/12,0,
(주)이스타코,015020,1999/12,0,
(주)이스타코,015020,2000/12,0,
(주)이스타코,015020,2001/12,0,
(주)이스타코,015020,2002/12,0,
(주)이스타코,015020,2003/12,0,
(주)이스타코,015020,2004/12,0,
(주)이스타코,015020,2005/12,0,
(주)이스타코,015020,2006/12,0,
(주)이스타코,015020,2007/12,0,0
(주)이스타코,015020,2008/12,0,618238
(주)이스타코,015020,2009/12,23184,596501
(주)이스타코,015020,2010/12,10321,0
(주)이스타코,015020,2011/12,0,0
(주)이스타코,015020,2012/12,0,0
(주)이스타코,015020,2013/12,0,0
(주)이스타코,015020,2014/12,0,0
(주)이스타코,015020,2015/12,0,0
(주)이스타코,015020,2016/12,0,0
(주)이스타코,015020,2017/12,0,0
(주)이스타코,015020,2018/12,0,74808
(주)이스타코,015020,2019/12,0,45715
(주)이스타코,015020,2020/12,0,0
(주)이아이디,093230,2004/12,0,
(주)이아이디,093230,2005/12,0,
(주)이아이디,093230,2006/12,29059,
(주)이아이디,093230,2007/12,312822,495052
(주)이아이디,093230,2008/12,705633,1409922
(주)이아이디,093230,2009/12,0,0
(주)이아이디,093230,2010/12,0,0
(주)이아이디,093230,2011/12,0,0
(주)이아이디,093230,2012/12,0,0
(주)이아이디,093230,2013/12,0,0
(주)이아이디,093230,2014/12,0,0
(주)이아이디,093230,2015/12,0,0
(주)이아이디,093230,2016/12,0,0
(주)이아이디,093230,2017/12,0,0
(주)이아이디,093230,2018/12,0,0
(주)이아이디,093230,2019/12,0,0
(주)이아이디,093230,2020/12,0,0
(주)이엔플러스,074610,2003/12,0,
(주)이엔플러스,074610,2004/12,0,
(주)이엔플러스,074610,2005/12,0,
(주)이엔플러스,074610,2006/12,0,
(주)이엔플러스,074610,2007/12,0,0
(주)이엔플러스,074610,2008/12,0,0
(주)이엔플러스,074610,2009/12,0,0
(주)이엔플러스,074610,2010/12,0,0
(주)이엔플러스,074610,2011/12,0,0
(주)이엔플러스,074610,2012/12,0,0
(주)이엔플러스,074610,2013/12,0,0
(주)이엔플러스,074610,2014/12,0,0
(주)이엔플러스,074610,2015/12,0,0
(주)이엔플러스,074610,2016/12,0,0
(주)이엔플러스,074610,2017/12,0,0
(주)이엔플러스,074610,2018/12,0,0
(주)이엔플러스,074610,2019/12,0,0
(주)이엔플러스,074610,2020/12,0,0
(주)이원,017940,1986/12,0,
(주)이원,017940,1987/12,0,
(주)이원,017940,1988/12,0,
(주)이원,017940,1989/12,0,
(주)이원,017940,1990/12,0,
(주)이원,017940,1991/12,0,
(주)이원,017940,1992/12,0,
(주)이원,017940,1993/12,0,
(주)이원,017940,1994/12,0,
(주)이원,017940,1995/12,0,
(주)이원,017940,1996/12,0,
(주)이원,017940,1997/12,0,
(주)이원,017940,1998/12,0,
(주)이원,017940,1999/12,0,
(주)이원,017940,2000/12,0,
(주)이원,017940,2001/12,0,
(주)이원,017940,2002/12,0,
(주)이원,017940,2003/12,0,
(주)이원,017940,2004/12,0,
(주)이원,017940,2005/12,0,
(주)이원,017940,2006/12,0,
(주)이원,017940,2007/12,0,843262
(주)이원,017940,2008/12,0,2516552
(주)이원,017940,2009/12,4780601,79567524
(주)이원,017940,2010/12,0,52164185
(주)이원,017940,2011/12,0,49567978
(주)이원,017940,2012/12,0,45512101
(주)이원,017940,2013/12,0,38559041
(주)이원,017940,2014/12,0,27915708
(주)이원,017940,2015/12,0,30480378
(주)이원,017940,2016/12,0,25986243
(주)이원,017940,2017/12,0,24521780
(주)이원,017940,2018/12,0,25822321
(주)이원,017940,2019/12,0,21346737
(주)이원,017940,2020/12,0,39894005
(주)이월드,084680,2005/12,0,
(주)이월드,084680,2006/12,0,
(주)이월드,084680,2007/12,393276,393276
(주)이월드,084680,2008/12,0,0
(주)이월드,084680,2009/12,0,17641333
(주)이월드,084680,2010/12,0,17813534
(주)이월드,084680,2011/12,0,17641333
(주)이월드,084680,2012/12,0,17641333
(주)이월드,084680,2013/12,0,17641333
(주)이월드,084680,2014/12,0,17641333
(주)이월드,084680,2015/12,0,25048085
(주)이월드,084680,2016/12,0,25048085
(주)이월드,084680,2017/12,0,25048085
(주)이월드,084680,2018/12,0,25906497
(주)이월드,084680,2019/12,0,19251068
(주)이월드,084680,2020/12,0,17846359
(주)인디에프,014990,1985/12,0,
(주)인디에프,014990,1986/12,0,
(주)인디에프,014990,1987/12,0,
(주)인디에프,014990,1988/12,0,
(주)인디에프,014990,1989/12,0,
(주)인디에프,014990,1990/12,0,
(주)인디에프,014990,1991/12,0,
(주)인디에프,014990,1992/12,0,
(주)인디에프,014990,1993/12,0,
(주)인디에프,014990,1994/12,0,
(주)인디에프,014990,1995/12,0,
(주)인디에프,014990,1996/12,0,
(주)인디에프,014990,1997/12,0,
(주)인디에프,014990,1998/12,0,
(주)인디에프,014990,1999/12,0,
(주)인디에프,014990,2000/12,0,
(주)인디에프,014990,2001/12,0,
(주)인디에프,014990,2002/12,0,
(주)인디에프,014990,2003/12,0,
(주)인디에프,014990,2004/12,0,
(주)인디에프,014990,2005/12,0,
(주)인디에프,014990,2006/12,0,
(주)인디에프,014990,2007/12,0,0
(주)인디에프,014990,2008/12,0,0
(주)인디에프,014990,2009/12,0,0
(주)인디에프,014990,2010/12,0,0
(주)인디에프,014990,2011/12,0,0
(주)인디에프,014990,2012/12,0,0
(주)인디에프,014990,2013/12,0,0
(주)인디에프,014990,2014/12,0,0
(주)인디에프,014990,2015/12,0,0
(주)인디에프,014990,2016/12,0,0
(주)인디에프,014990,2017/12,0,0
(주)인디에프,014990,2018/12,0,0
(주)인디에프,014990,2019/12,0,0
(주)인디에프,014990,2020/12,0,0
(주)인바이오젠,101140,2008/12,0,0
(주)인바이오젠,101140,2009/12,0,0
(주)인바이오젠,101140,2010/12,0,0
(주)인바이오젠,101140,2011/12,0,0
(주)인바이오젠,101140,2012/12,0,0
(주)인바이오젠,101140,2013/12,0,0
(주)인바이오젠,101140,2014/12,0,0
(주)인바이오젠,101140,2015/12,0,0
(주)인바이오젠,101140,2016/12,0,0
(주)인바이오젠,101140,2017/12,0,0
(주)인바이오젠,101140,2018/12,0,0
(주)인바이오젠,101140,2019/12,0,0
(주)인바이오젠,101140,2020/12,0,0
(주)인스코비,006490,1983/12,0,
(주)인스코비,006490,1984/12,0,
(주)인스코비,006490,1985/12,0,
(주)인스코비,006490,1986/12,0,
(주)인스코비,006490,1987/12,0,
(주)인스코비,006490,1988/12,0,
(주)인스코비,006490,1989/12,0,
(주)인스코비,006490,1990/12,0,
(주)인스코비,006490,1991/12,0,
(주)인스코비,006490,1992/12,0,
(주)인스코비,006490,1993/12,0,
(주)인스코비,006490,1994/12,0,
(주)인스코비,006490,1995/12,0,
(주)인스코비,006490,1996/12,0,
(주)인스코비,006490,1997/12,0,
(주)인스코비,006490,1998/12,0,
(주)인스코비,006490,1999/12,0,
(주)인스코비,006490,2000/12,0,
(주)인스코비,006490,2001/12,0,
(주)인스코비,006490,2002/12,0,
(주)인스코비,006490,2003/12,0,
(주)인스코비,006490,2004/12,0,
(주)인스코비,006490,2005/12,0,
(주)인스코비,006490,2006/12,0,
(주)인스코비,006490,2007/12,0,0
(주)인스코비,006490,2008/12,0,0
(주)인스코비,006490,2009/12,0,0
(주)인스코비,006490,2010/12,0,0
(주)인스코비,006490,2011/12,0,0
(주)인스코비,006490,2012/12,0,0
(주)인스코비,006490,2013/12,0,0
(주)인스코비,006490,2014/12,0,0
(주)인스코비,006490,2015/12,0,0
(주)인스코비,006490,2016/12,0,0
(주)인스코비,006490,2017/12,0,0
(주)인스코비,006490,2018/12,0,0
(주)인스코비,006490,2019/12,0,0
(주)인스코비,006490,2020/12,0,0
(주)인팩,023810,1991/12,0,
(주)인팩,023810,1992/12,0,
(주)인팩,023810,1993/12,0,
(주)인팩,023810,1994/12,0,
(주)인팩,023810,1995/12,0,
(주)인팩,023810,1996/12,0,
(주)인팩,023810,1997/12,0,
(주)인팩,023810,1998/12,0,
(주)인팩,023810,1999/12,0,
(주)인팩,023810,2000/12,0,
(주)인팩,023810,2001/12,0,
(주)인팩,023810,2002/12,0,
(주)인팩,023810,2003/12,0,
(주)인팩,023810,2004/12,0,
(주)인팩,023810,2005/12,0,
(주)인팩,023810,2006/12,0,
(주)인팩,023810,2007/12,110275,431105
(주)인팩,023810,2008/12,385812,779132
(주)인팩,023810,2009/12,780109,2617607
(주)인팩,023810,2010/12,656954,3229185
(주)인팩,023810,2011/12,0,2682255
(주)인팩,023810,2012/12,0,2129721
(주)인팩,023810,2013/12,0,2959663
(주)인팩,023810,2014/12,0,2132233
(주)인팩,023810,2015/12,0,949431
(주)인팩,023810,2016/12,0,155246
(주)인팩,023810,2017/12,0,0
(주)인팩,023810,2018/12,0,0
(주)인팩,023810,2019/12,0,0
(주)인팩,023810,2020/12,0,0
(주)일신석재,007110,1985/12,0,
(주)일신석재,007110,1986/12,0,
(주)일신석재,007110,1987/12,0,
(주)일신석재,007110,1988/12,0,
(주)일신석재,007110,1989/12,0,
(주)일신석재,007110,1990/12,0,
(주)일신석재,007110,1991/12,0,
(주)일신석재,007110,1992/12,0,
(주)일신석재,007110,1993/12,0,
(주)일신석재,007110,1994/12,0,
(주)일신석재,007110,1995/12,0,
(주)일신석재,007110,1996/12,0,
(주)일신석재,007110,1997/12,0,
(주)일신석재,007110,1998/12,,
(주)일신석재,007110,1999/12,0,
(주)일신석재,007110,2000/12,0,
(주)일신석재,007110,2001/12,0,
(주)일신석재,007110,2002/12,0,
(주)일신석재,007110,2003/12,0,
(주)일신석재,007110,2004/12,0,
(주)일신석재,007110,2005/12,0,
(주)일신석재,007110,2006/12,0,
(주)일신석재,007110,2007/12,0,0
(주)일신석재,007110,2008/12,0,0
(주)일신석재,007110,2009/12,0,5607707
(주)일신석재,007110,2010/12,0,5607707
(주)일신석재,007110,2011/12,0,5607707
(주)일신석재,007110,2012/12,0,5453458
(주)일신석재,007110,2013/12,0,5453458
(주)일신석재,007110,2014/12,0,5496763
(주)일신석재,007110,2015/12,0,5493527
(주)일신석재,007110,2016/12,0,4466046
(주)일신석재,007110,2017/12,0,4466046
(주)일신석재,007110,2018/12,0,4436052
(주)일신석재,007110,2019/12,0,4436052
(주)일신석재,007110,2020/12,0,4436052
(주)잇츠한불,226320,2011/12,0,
(주)잇츠한불,226320,2012/12,0,
(주)잇츠한불,226320,2013/12,5799,0
(주)잇츠한불,226320,2014/12,0,0
(주)잇츠한불,226320,2015/12,0,0
(주)잇츠한불,226320,2016/12,0,0
(주)잇츠한불,226320,2017/12,0,0
(주)잇츠한불,226320,2018/12,0,0
(주)잇츠한불,226320,2019/12,0,0
(주)잇츠한불,226320,2020/12,0,0
(주)제이에스코퍼레이션,194370,2000/12,0,
(주)제이에스코퍼레이션,194370,2003/12,0,
(주)제이에스코퍼레이션,194370,2004/12,0,
(주)제이에스코퍼레이션,194370,2005/12,0,
(주)제이에스코퍼레이션,194370,2006/12,0,
(주)제이에스코퍼레이션,194370,2007/12,0,
(주)제이에스코퍼레이션,194370,2008/12,0,
(주)제이에스코퍼레이션,194370,2009/12,0,
(주)제이에스코퍼레이션,194370,2010/12,0,
(주)제이에스코퍼레이션,194370,2011/12,0,
(주)제이에스코퍼레이션,194370,2012/12,0,
(주)제이에스코퍼레이션,194370,2013/12,0,0
(주)제이에스코퍼레이션,194370,2014/12,0,0
(주)제이에스코퍼레이션,194370,2015/12,0,0
(주)제이에스코퍼레이션,194370,2016/12,0,0
(주)제이에스코퍼레이션,194370,2017/12,0,0
(주)제이에스코퍼레이션,194370,2018/12,0,0
(주)제이에스코퍼레이션,194370,2019/12,0,0
(주)제이에스코퍼레이션,194370,2020/12,0,0
(주)제이콘텐트리,036420,1994/03,0,
(주)제이콘텐트리,036420,1995/03,0,
(주)제이콘텐트리,036420,1996/03,0,
(주)제이콘텐트리,036420,1997/03,0,
(주)제이콘텐트리,036420,1998/03,0,
(주)제이콘텐트리,036420,1999/03,0,
(주)제이콘텐트리,036420,2000/03,0,
(주)제이콘텐트리,036420,2001/12,0,
(주)제이콘텐트리,036420,2002/12,0,
(주)제이콘텐트리,036420,2003/12,0,
(주)제이콘텐트리,036420,2004/12,0,
(주)제이콘텐트리,036420,2005/12,0,
(주)제이콘텐트리,036420,2006/12,0,
(주)제이콘텐트리,036420,2007/12,0,0
(주)제이콘텐트리,036420,2008/12,0,0
(주)제이콘텐트리,036420,2009/12,0,0
(주)제이콘텐트리,036420,2010/12,0,0
(주)제이콘텐트리,036420,2011/12,0,396273
(주)제이콘텐트리,036420,2012/12,0,0
(주)제이콘텐트리,036420,2013/12,0,0
(주)제이콘텐트리,036420,2014/12,0,0
(주)제이콘텐트리,036420,2015/12,0,2584560
(주)제이콘텐트리,036420,2016/12,0,2586367
(주)제이콘텐트리,036420,2017/12,0,3184907
(주)제이콘텐트리,036420,2018/12,0,3067806
(주)제이콘텐트리,036420,2019/12,0,3383730
(주)제이콘텐트리,036420,2020/12,0,3404236
(주)제일기획,030000,1986/12,0,
(주)제일기획,030000,1987/12,0,
(주)제일기획,030000,1988/12,0,
(주)제일기획,030000,1989/12,0,
(주)제일기획,030000,1990/12,0,
(주)제일기획,030000,1991/12,0,
(주)제일기획,030000,1992/12,0,
(주)제일기획,030000,1993/12,0,
(주)제일기획,030000,1994/12,0,
(주)제일기획,030000,1995/12,0,
(주)제일기획,030000,1996/12,0,
(주)제일기획,030000,1997/12,0,
(주)제일기획,030000,1998/12,0,
(주)제일기획,030000,1999/12,0,
(주)제일기획,030000,2000/12,0,
(주)제일기획,030000,2001/12,0,
(주)제일기획,030000,2002/12,0,
(주)제일기획,030000,2003/12,0,
(주)제일기획,030000,2004/12,0,
(주)제일기획,030000,2005/12,1499815,
(주)제일기획,030000,2006/12,1877423,
(주)제일기획,030000,2007/12,229801,13095223
(주)제일기획,030000,2008/12,1384641,18041663
(주)제일기획,030000,2009/12,337170,7559719
(주)제일기획,030000,2010/12,0,9205967
(주)제일기획,030000,2011/12,0,4714872
(주)제일기획,030000,2012/12,0,6253046
(주)제일기획,030000,2013/12,0,4181170
(주)제일기획,030000,2014/12,0,0
(주)제일기획,030000,2015/12,0,0
(주)제일기획,030000,2016/12,0,0
(주)제일기획,030000,2017/12,0,0
(주)제일기획,030000,2018/12,0,0
(주)제일기획,030000,2019/12,0,0
(주)제일기획,030000,2020/12,0,0
(주)제주항공,089590,2005/12,0,
(주)제주항공,089590,2006/12,0,
(주)제주항공,089590,2007/12,0,
(주)제주항공,089590,2008/12,0,
(주)제주항공,089590,2009/12,0,
(주)제주항공,089590,2010/12,0,
(주)제주항공,089590,2011/12,0,
(주)제주항공,089590,2012/12,0,
(주)제주항공,089590,2013/12,0,0
(주)제주항공,089590,2014/12,0,0
(주)제주항공,089590,2015/12,0,0
(주)제주항공,089590,2016/12,0,0
(주)제주항공,089590,2017/12,0,0
(주)제주항공,089590,2018/12,0,0
(주)제주항공,089590,2019/12,0,0
(주)제주항공,089590,2020/12,0,0
(주)조비,001550,1981/06,0,
(주)조비,001550,1982/06,0,
(주)조비,001550,1983/06,0,
(주)조비,001550,1984/06,0,
(주)조비,001550,1985/06,0,
(주)조비,001550,1986/06,0,
(주)조비,001550,1987/06,0,
(주)조비,001550,1988/06,0,
(주)조비,001550,1989/06,0,
(주)조비,001550,1990/06,0,
(주)조비,001550,1991/06,0,
(주)조비,001550,1992/06,0,
(주)조비,001550,1993/06,0,
(주)조비,001550,1994/06,0,
(주)조비,001550,1995/06,0,
(주)조비,001550,1996/06,0,
(주)조비,001550,1997/06,0,
(주)조비,001550,1998/06,0,
(주)조비,001550,1999/06,0,
(주)조비,001550,2000/12,0,
(주)조비,001550,2001/12,0,
(주)조비,001550,2002/12,0,
(주)조비,001550,2003/12,0,
(주)조비,001550,2004/12,0,
(주)조비,001550,2005/12,0,
(주)조비,001550,2006/12,0,
(주)조비,001550,2007/12,0,0
(주)조비,001550,2008/12,0,4854566
(주)조비,001550,2009/12,0,4854566
(주)조비,001550,2010/12,0,4854566
(주)조비,001550,2011/12,0,4854566
(주)조비,001550,2012/12,0,4825458
(주)조비,001550,2013/12,0,4825458
(주)조비,001550,2014/12,0,5930612
(주)조비,001550,2015/12,0,6037730
(주)조비,001550,2016/12,0,5680911
(주)조비,001550,2017/12,0,5553770
(주)조비,001550,2018/12,0,5864634
(주)조비,001550,2019/12,0,6000725
(주)조비,001550,2020/12,0,5275588
(주)조흥,002600,1981/12,0,
(주)조흥,002600,1982/12,0,
(주)조흥,002600,1983/12,0,
(주)조흥,002600,1984/12,0,
(주)조흥,002600,1985/12,0,
(주)조흥,002600,1986/12,0,
(주)조흥,002600,1987/12,0,
