종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"005965","동부건설우","59600","-400","-0.67","59300","61900","58500","8162","489973400","13453627200","225732"
"026960","동서","31100","250","0.81","30850","31600","30400","198031","6150919450","3100670000000","99700000"
"002210","동성제약","10650","-250","-2.29","10800","10900","10450","346321","3693876250","277975330500","26100970"
"102260","동성케미컬","6230","-10","-0.16","6200","6250","6200","63487","395239320","309567005440","49689728"
"000640","동아쏘시오홀딩스","122000","-500","-0.41","123000","123000","120500","12565","1532702000","750952212000","6155346"
"170900","동아에스티","84900","-900","-1.05","86100","86100","84700","20520","1744912200","716884393200","8443868"
"028100","동아지질","22950","-400","-1.71","23550","23750","22850","225772","5227859400","263925000000","11500000"
"282690","동아타이어","13150","0","0.00","13150","13300","13050","25235","332188100","180589147250","13733015"
"001520","동양","1440","-10","-0.69","1460","1470","1440","1442111","2093217960","343705050720","238684063"
"001527","동양2우B","23450","1100","4.92","22300","23550","22300","24264","562860000","7235943050","308569"
"001529","동양3우B","54700","-100","-0.18","53200","56300","53200","16569","903348900","4907793400","89722"
"084670","동양고속","26800","800","3.08","26150","27400","26150","94187","2522858150","77601249200","2895569"
"082640","동양생명","5640","-40","-0.70","5700","5720","5610","236049","1332062410","910062419400","161358585"
"001525","동양우","12000","200","1.69","11300","12150","11300","32968","391622600","7412772000","617731"
"008970","동양철관","1655","10","0.61","1670","1730","1655","6665273","11234305195","196755154950","118885290"
"092780","동양피스톤","6200","60","0.98","6140","6230","6140","64375","398270450","81644452000","13168460"
"049770","동원F&B","234500","-2500","-1.05","237000","237000","233000","7883","1847642000","904964578000","3859124"
"018500","동원금속","1180","30","2.61","1150","1180","1140","707700","822588025","55170820940","46754933"
"006040","동원산업","289000","2000","0.70","288000","290000","287000","3032","875813000","1062838249000","3677641"
"030720","동원수산","9440","0","0.00","9440","9490","9340","49290","463041890","43931919200","4653805"
"014820","동원시스템즈","45150","350","0.78","44750","45450","44250","36162","1620929650","1156675771650","25618511"
"014825","동원시스템즈우","38150","350","0.93","38350","38350","37700","803","30503850","10123407700","265358"
"163560","동일고무벨트","10250","50","0.49","10200","10350","10100","71671","732973600","142475000000","13900000"
"004890","동일산업","98800","100","0.10","98800","99100","98500","1215","119853500","239611242000","2425215"
"002690","동일제강","4695","-105","-2.19","4800","4800","4695","175859","830252620","70425000000","15000000"
"000020","동화약품","14600","100","0.69","14550","14650","14450","95541","1391047150","407799462000","27931470"
"000150","두산","85900","-4100","-4.56","90000","90100","85600","256459","22240735300","1419397426500","16523835"
"000157","두산2우B","84500","-600","-0.71","85100","85800","83000","2838","238210600","75461711000","893038"
"241560","두산밥캣","52600","-2200","-4.01","54500","54800","52600","570854","30266422700","5273106131600","100249166"
"000155","두산우","58300","-1200","-2.02","59600","59600","58100","14679","862244300","232993734600","3996462"
"042670","두산인프라코어","14600","100","0.69","14600","14900","14100","7939059","115352032650","3310249824000","226729440"
"034020","두산중공업","22750","700","3.17","22550","23150","21850","26438511","595601916950","9611455854000","422481576"
"336260","두산퓨얼셀","46450","-100","-0.21","46800","47500","45400","1154416","53341781050","3042183572700","65493726"
"33626K","두산퓨얼셀1우","15800","0","0.00","16150","16150","15550","127410","2014696800","211154360000","13364200"
"33626L","두산퓨얼셀2우B","18800","-200","-1.05","19200","19300","18300","12991","243579700","56142440000","2986300"
"016740","두올","5170","-40","-0.77","5250","5260","5110","536544","2774815590","139934735600","27066680"
"192650","드림텍","10950","0","0.00","10900","11200","10650","653630","7138591200","714961317450","65293271"
"024090","디씨엠","18350","-300","-1.61","18650","18650","18000","15560","283986050","214695000000","11700000"
"003160","디아이","7360","100","1.38","7260","7480","7170","273280","2013751210","231816337600","31496785"
"092200","디아이씨","5420","20","0.37","5400","5440","5270","811673","4342397860","210776043980","38888569"
"013570","디와이","6330","-40","-0.63","6380","6390","6300","211293","1335310060","166603276890","26319633"
"210540","디와이파워","18450","-350","-1.86","18800","18850","18300","120795","2231643800","203719512600","11041708"
"007340","디티알오토모티브","37850","0","0.00","37700","38200","37550","25303","957215300","378273089250","9994005"
"026890","디피씨","15550","300","1.97","15500","15950","15400","2171523","34106622150","648095621250","41678175"
"115390","락앤락","14250","-250","-1.72","14350","14500","14250","54326","780513200","755358841500","53007638"
"032350","롯데관광개발","22400","-100","-0.44","22600","22600","21850","895000","19970324500","1551774828800","69275662"
"330590","롯데리츠","6040","-130","-2.11","6180","6250","5950","2047350","12539123700","1467532059360","242968884"
"000400","롯데손해보험","2110","100","4.98","2010","2120","2000","2385609","4958001805","654809635200","310336320"
"023530","롯데쇼핑","122500","0","0.00","122500","124000","121500","81286","9971124500","3465372487500","28288755"
"004000","롯데정밀화학","66200","-500","-0.75","66800","67500","65900","191821","12773881700","1707960000000","25800000"
"286940","롯데정보통신","39900","-600","-1.48","40500","40550","39900","51676","2077609050","614313606900","15396331"
"280360","롯데제과","149000","-4500","-2.93","153500","154500","148500","14321","2149842500","956090833000","6416717"
"004990","롯데지주","41500","-1000","-2.35","42600","43150","41150","687176","28855406800","4353733335500","104909237"
"00499K","롯데지주우","66000","-600","-0.90","67000","67000","65600","1552","102209100","65183118000","987623"
"005300","롯데칠성","159000","-3500","-2.15","163000","163000","157000","80145","12756023000","1427044557000","8975123"
"005305","롯데칠성우","84300","-600","-0.71","85500","85500","83500","2730","229687500","65358633000","775310"
"011170","롯데케미칼","282000","3000","1.08","280500","283000","280000","181821","51142823500","9665668158000","34275419"
"002270","롯데푸드","455000","-4000","-0.87","458500","462500","450000","4972","2259955000","515000850000","1131870"
"071840","롯데하이마트","39650","-150","-0.38","39850","40350","39600","66748","2660460600","936045780800","23607712"
"027740","마니커","772","-5","-0.64","786","786","770","2238365","1735439172","153220842568","198472594"
"204320","만도","66200","0","0.00","66500","66900","65100","408097","26920474700","3108561344000","46957120"
"001080","만호제강","23000","200","0.88","23000","23300","22600","12412","284733650","95450000000","4150000"
"088980","맥쿼리인프라","12450","-50","-0.40","12500","12500","12450","714460","8911771250","4633796438250","372192485"
"094800","맵스리얼티1","5070","-20","-0.39","5090","5090","5030","77300","390994640","470670058170","92834331"
"138040","메리츠금융지주","18600","-400","-2.11","19050","19100","18600","146353","2747378250","2492610068400","134011294"
"008560","메리츠증권","4555","-20","-0.44","4575","4615","4545","1915676","8784892590","3105282787345","681730579"
"000060","메리츠화재","17900","-150","-0.83","18150","18200","17850","238975","4300441650","2159187500000","120625000"
"090370","메타랩스","1185","0","0.00","1180","1190","1165","300112","352384325","76558485645","64606317"
"017180","명문제약","5620","30","0.54","5590","5650","5560","190725","1071074520","190818411480","33953454"
"009900","명신산업","25750","200","0.78","25500","25950","25500","138704","3567065700","1050062340000","40779120"
"012690","모나리자","5290","10","0.19","5280","5310","5260","209428","1106491200","193461938950","36571255"
"005360","모나미","6020","60","1.01","5970","6200","5970","2759636","16808280230","113761788140","18897307"
"204210","모두투어리츠","5150","280","5.75","4970","6330","4885","2515526","14322955195","40308097250","7826815"
"009680","모토닉","12500","100","0.81","12400","12500","12300","31657","391963550","412500000000","33000000"
"009580","무림P&P","5500","100","1.85","5520","5610","5470","677135","3746765740","343025782000","62368324"
"009200","무림페이퍼","2980","-15","-0.50","2995","3025","2970","148525","445338935","123995743800","41609310"
"033920","무학","9130","-40","-0.44","9270","9280","9090","48563","445354180","260205000000","28500000"
"008420","문배철강","5280","-100","-1.86","5410","5410","5260","374658","1984409700","108258506400","20503505"
"025560","미래산업","18000","150","0.84","17800","18350","17750","44531","805508000","67186530000","3732585"
"007120","미래아이앤지","576","9","1.59","568","590","567","2477840","1427941288","74582869248","129484148"
"357250","미래에셋맵스리츠","5230","-20","-0.38","5230","5360","5230","161447","852606780","105123000000","20100000"
"085620","미래에셋생명","4265","0","0.00","4275","4360","4220","450169","1932592905","754974046085","177016189"
"006800","미래에셋증권","10000","60","0.60","9970","10050","9970","1361256","13640853110","6353164080000","635316408"
"00680K","미래에셋증권2우B","4880","20","0.41","4865","4905","4865","371132","1813884730","683200000000","140000000"
"006805","미래에셋증권우","6500","-80","-1.22","6660","6660","6480","130694","858395110","91492375000","14075750"
"002840","미원상사","217500","-1000","-0.46","222000","225500","212000","10578","2330068500","1080975000000","4970000"
"268280","미원에스씨","170500","-1500","-0.87","171500","173000","170000","872","148834500","869550000000","5100000"
"107590","미원홀딩스","124000","-500","-0.40","125500","126000","122000","1684","207914500","287680000000","2320000"
"134380","미원화학","76200","-300","-0.39","76500","76500","76200","419","32035200","167584221600","2199268"
"003650","미창석유","90000","200","0.22","90200","91500","89900","3588","324732200","156570480000","1739672"
"155900","바다로19호","2810","75","2.74","2740","3385","2700","3792884","11442911785","42712011240","15200004"
"003610","방림","2650","5","0.19","2645","2680","2645","105650","280902660","112132338500","42314090"
"001340","백광산업","5870","80","1.38","5850","5920","5770","838541","4890234620","263671049090","44918407"
"035150","백산","10350","-400","-3.72","10800","10850","10300","816702","8601639900","250470000000","24200000"
"002410","범양건영","4140","0","0.00","4120","4195","4120","187388","778422325","102804405480","24831982"
"096300","베트남개발1","227","0","0.00","227","229","225","279700","63381196","31253407897","137680211"
"007210","벽산","4450","75","1.71","4430","4535","4340","2936209","12997979720","305092000000","68560000"
"002760","보락","2460","75","3.14","2375","2465","2370","966123","2355243330","147354000000","59900000"
"003850","보령제약","23250","550","2.42","22950","23350","22650","251069","5779407850","1211790000000","52120000"
"000890","보해양조","1230","45","3.80","1195","1245","1180","12933403","15774131940","168246754170","136785979"
"003000","부광약품","20950","0","0.00","20900","21200","20750","292640","6132538950","1488770876550","71063049"
"001270","부국증권","25400","-50","-0.20","25500","25600","25350","3297","83943900","263395104400","10369886"
"001275","부국증권우","22500","0","0.00","22500","22600","22500","703","15860800","67500000000","3000000"
"026940","부국철강","4815","-50","-1.03","4870","4895","4770","261044","1254785705","96300000000","20000000"
"015350","부산가스","65100","1800","2.84","64100","65200","63400","19021","1228071900","716100000000","11000000"
"011390","부산산업","154500","2000","1.31","154000","156500","152500","22159","3429483500","163152000000","1056000"
"005030","부산주공","568","16","2.90","552","577","547","675655","375933912","32290525656","56849517"
"002070","비비안","3710","10","0.27","3710","3770","3695","413236","1539468040","103161094750","27806225"
"100220","비상교육","10350","-300","-2.82","10500","10700","10150","347209","3609092000","134516269350","12996741"
"030790","비케이탑스","8990","280","3.21","8720","9070","8630","191966","1705963530","118019362510","13127849"
"005180","빙그레","62400","-400","-0.64","62900","62900","62300","43954","2745268200","614717438400","9851241"
"003960","사조대림","27700","-450","-1.60","28300","28350","27000","145898","4020697700","253855735900","9164467"
"008040","사조동아원","1440","-10","-0.69","1450","1455","1430","680511","981249645","203248224000","141144600"
"007160","사조산업","60000","-1100","-1.80","61000","62100","59700","50500","3058900300","300000000000","5000000"
"014710","사조씨푸드","6550","30","0.46","6550","6600","6440","225777","1475958330","112781456650","17218543"
"006090","사조오양","12700","500","4.10","12300","12700","12200","155281","1942074850","119668785300","9422739"
"001470","삼부토건","3030","20","0.66","2990","3095","2970","3825676","11560527915","416765495040","137546368"
"006400","삼성SDI","620000","9000","1.47","608000","624000","608000","260241","160855585000","42634008600000","68764530"
"006405","삼성SDI우","401000","3000","0.75","398000","401500","395500","6550","2620262000","648776296000","1617896"
"006660","삼성공조","15050","-2250","-13.01","17200","17500","15050","334329","5397829450","122301025700","8126314"
"028260","삼성물산","142000","500","0.35","142000","145000","141500","689613","98838742500","26537965502000","186887081"
"02826K","삼성물산우B","136500","1500","1.11","136000","138500","135500","21082","2897282000","222143512500","1627425"
"207940","삼성바이오로직스","824000","6000","0.73","822000","828000","811000","86792","71241406000","54519960000000","66165000"
"032830","삼성생명","84600","-1300","-1.51","85300","85700","84400","367991","31227648300","16920000000000","200000000"
"018260","삼성에스디에스","185500","0","0.00","185500","187500","184500","123118","22843811500","14353581900000","77377800"
"028050","삼성엔지니어링","19650","-250","-1.26","19950","20900","19400","5712935","114601174600","3851400000000","196000000"
"009150","삼성전기","180000","5500","3.15","175500","182000","175000","944621","170119709500","13444865280000","74693696"
"009155","삼성전기우","110000","2500","2.33","107500","112000","107500","30821","3402245000","319768240000","2906984"
"005930","삼성전자","82800","2000","2.48","81300","83000","81100","29472155","2432009598982","494297995140000","5969782550"
"005935","삼성전자우","74100","1300","1.79","73100","74400","73000","1678144","124116858000","60975904470000","822886700"
"001360","삼성제약","10650","200","1.91","10150","12350","9900","52127243","593668828760","714717527550","67109627"
"010140","삼성중공업","6410","-10","-0.16","6440","6500","6300","8610370","55133692400","4038300000000","630000000"
"010145","삼성중공우","314500","0","0.00","314500","315000","307500","1576","491652500","36118752500","114845"
"016360","삼성증권","46850","-50","-0.11","47000","47200","46850","354094","16640721200","4183705000000","89300000"
"068290","삼성출판사","46500","-800","-1.69","47300","47450","45700","476773","22144364450","465000000000","10000000"
"029780","삼성카드","33800","50","0.15","33800","34100","33750","243029","8228496050","3916030515800","115858891"
"000810","삼성화재","212000","-2500","-1.17","213000","215500","211000","120796","25684136500","10043465444000","47374837"
"000815","삼성화재우","163000","-1000","-0.61","164500","164500","162500","7316","1193940500","520296000000","3192000"
"006110","삼아알미늄","12000","-150","-1.23","12150","12250","11900","149700","1795266900","132000000000","11000000"
"145990","삼양사","65500","-100","-0.15","65600","66400","65100","27875","1828593700","675530909500","10313449"
"145995","삼양사우","50400","0","0.00","50400","50500","50200","515","25942200","18651528000","370070"
"003230","삼양식품","90100","-600","-0.66","90800","91000","90000","36866","3329662800","678724651500","7533015"
"002170","삼양통상","80300","0","0.00","80400","80500","79500","4470","357283100","240900000000","3000000"
"272550","삼양패키징","28850","50","0.17","28750","29050","28400","13438","387472400","409952845400","14209804"
"000070","삼양홀딩스","114500","0","0.00","114500","116000","113500","13610","1559915000","980609029500","8564271"
"000075","삼양홀딩스우","76400","0","0.00","76400","76700","75300","479","36345900","23230031200","304058"
"002810","삼영무역","16600","0","0.00","16450","16600","16400","12536","206461400","306551336800","18466948"
"005680","삼영전자","13800","300","2.22","13350","14150","13300","299259","4130341400","276000000000","20000000"
"003720","삼영화학","2790","0","0.00","2865","2865","2790","113521","319127390","94860000000","34000000"
"023000","삼원강재","3710","65","1.78","3660","3730","3650","111378","411416445","148400000000","40000000"
"004380","삼익THK","14000","0","0.00","14000","14100","13750","88497","1226049700","294000000000","21000000"
"002450","삼익악기","1945","-25","-1.27","1965","1995","1945","792573","1560010790","176082629675","90530915"
"004440","삼일씨엔에스","15000","-250","-1.64","15250","15300","15000","36804","555809000","190979205000","12731947"
"000520","삼일제약","9600","90","0.95","9640","9640","9520","42306","405036770","128744275200","13410862"
"009770","삼정펄프","36350","0","0.00","36350","36350","35700","4297","154316200","90873945850","2499971"
"005500","삼진제약","27850","50","0.18","28200","28750","27450","169612","4754320150","387115000000","13900000"
"004690","삼천리","93000","-900","-0.96","94300","94300","93000","14647","1366785300","377117325000","4055025"
"010960","삼호개발","6420","-80","-1.23","6560","6580","6360","624267","4022071290","160500000000","25000000"
"004450","삼화왕관","43700","350","0.81","43350","43750","43200","1319","57417800","94146362300","2154379"
"009470","삼화전기","33950","1050","3.19","33000","34750","33000","142164","4844650800","224539189000","6613820"
"011230","삼화전자","4100","35","0.86","4125","4125","4055","74952","306121995","42877554000","10457940"
"001820","삼화콘덴서","62300","1500","2.47","60800","62500","60600","119520","7383574300","647608500000","10395000"
"000390","삼화페인트","13050","100","0.77","13100","13100","12800","115200","1491450700","355005270450","27203469"
"001290","상상인증권","1335","20","1.52","1325","1345","1310","218896","290068465","129354106770","96894462"
"041650","상신브레이크","4995","-25","-0.50","5080","5080","4940","391118","1958271345","107249892750","21471450"
"075180","새론오토모티브","6180","10","0.16","6170","6220","6140","5007","30877990","118656000000","19200000"
"007540","샘표","58100","-300","-0.51","58400","58500","57600","9127","529068700","167083980000","2875800"
"248170","샘표식품","62400","-300","-0.48","63700","63700","61700","23955","1492438400","285061046400","4568286"
"007860","서연","23050","-400","-1.71","24100","24150","22900","1782688","41853242100","541210404200","23479844"
"200880","서연이화","10050","-200","-1.95","10600","10600","10000","592501","6051985850","271635791850","27028437"
"017390","서울가스","132500","-2500","-1.85","135000","135000","131500","12068","1599823500","662500000000","5000000"
"004410","서울식품","374","15","4.18","358","374","358","18883799","6932630549","137619242112","367965888"
"004415","서울식품우","5660","120","2.17","5580","5800","5580","17264","99623550","12590670000","2224500"
"021050","서원","2615","10","0.38","2610","2630","2575","560338","1458125995","124146052850","47474590"
"008490","서흥","56700","-100","-0.18","57000","57100","56300","35850","2029973700","655968707100","11569113"
"007610","선도전기","4065","5","0.12","4060","4075","3985","249028","1003021250","73170000000","18000000"
"136490","선진","17550","-200","-1.13","17750","17850","17300","203905","3566682950","417332050200","23779604"
"014910","성문전자","2465","25","1.02","2470","2515","2435","425555","1055775670","48035102505","19486857"
"014915","성문전자우","10450","200","1.95","10200","10550","10200","6913","71917300","6270000000","600000"
"003080","성보화학","5370","-30","-0.56","5410","5480","5290","141050","754872790","107507400000","20020000"
"004980","성신양회","12400","-50","-0.40","12550","12600","12150","314570","3878616050","303999305200","24516073"
"004985","성신양회우","17100","50","0.29","16950","17350","16850","16928","288569600","12579529500","735645"
"011300","성안","787","0","0.00","0","0","0","0","0","44747135820","56857860"
"000180","성창기업지주","2935","-70","-2.33","3030","3030","2920","837255","2471547390","204720946000","69751600"
"002420","세기상사","6160","0","0.00","0","0","0","0","0","25107667200","4075920"
"004360","세방","14800","-50","-0.34","14900","14900","14600","65585","966540800","285768612000","19308690"
"004365","세방우","8630","20","0.23","8640","8650","8510","3624","31190520","31838227500","3689250"
"004490","세방전지","100500","0","0.00","100500","101500","98600","138949","13871481000","1407000000000","14000000"
"001430","세아베스틸","30950","300","0.98","30550","31250","30100","306777","9360057650","1109932583050","35862119"
"306200","세아제강","113000","0","0.00","113000","113500","110500","16365","1824000500","320501900000","2836300"
"003030","세아제강지주","71400","-200","-0.28","71600","71800","69700","9813","690165400","295714309800","4141657"
"019440","세아특수강","17400","250","1.46","17200","17450","17150","42036","726839300","149118000000","8570000"
"058650","세아홀딩스","104000","500","0.48","103500","105000","102500","590","60947000","416000000000","4000000"
"013000","세우글로벌","2470","0","0.00","0","0","0","0","0","70901426570","28705031"
"091090","세원이앤씨","2120","155","7.89","1970","2355","1950","15298427","33012237665","150279182840","70886407"
"021820","세원정공","8090","0","0.00","0","0","0","0","0","80900000000","10000000"
"067830","세이브존I&C","4080","80","2.00","4000","4080","3995","158153","638947150","167446851600","41040895"
"033530","세종공업","8680","-50","-0.57","8730","8780","8640","113496","984975400","241485941480","27820961"
"075580","세진중공업","7100","-250","-3.40","7350","7360","6980","1202171","8532397370","403631137600","56849456"
"027970","세하","2175","-25","-1.14","2210","2210","2160","482919","1049557685","125199518475","57562997"
"145210","세화아이엠씨","978","15","1.56","946","1055","914","47428587","46842305739","154140443070","157607815"
"308170","센트랄모텍","26850","-100","-0.37","27250","27250","26700","37666","1013761650","231178500000","8610000"
"012600","센트럴인사이트","2490","0","0.00","0","0","0","0","0","33838831080","13589892"
"068270","셀트리온","266500","0","0.00","266000","272000","264000","505509","135478084000","36754756311000","137916534"
"336370","솔루스첨단소재","50300","350","0.70","49950","50500","49950","144578","7252938750","1538664827400","30589758"
"33637K","솔루스첨단소재1우","16750","0","0.00","16750","16850","16600","12383","207374150","123387200000","7366400"
"33637L","솔루스첨단소재2우B","28250","200","0.71","28050","28400","27900","1023","28799200","46500912500","1646050"
"248070","솔루엠","26350","-50","-0.19","26500","26850","25900","619965","16394017400","1300079619750","49338885"
"004430","송원산업","20350","0","0.00","20400","20450","20100","222538","4517754350","488400000000","24000000"
"017550","수산중공업","5260","60","1.15","5190","5360","5190","986514","5199753180","283961957380","53985163"
"053210","스카이라이프","9970","-330","-3.20","10250","10300","9910","286457","2869094990","476785001020","47821966"
"134790","시디즈","79600","0","0.00","80000","80000","78600","5675","449539400","159200000000","2000000"
"016590","신대양제지","90900","-3800","-4.01","94900","95000","90800","62099","5761308600","366307183800","4029782"
"029530","신도리코","35600","150","0.42","35750","36350","34950","30801","1096380100","358849032400","10080029"
"004970","신라교역","14350","50","0.35","14350","14650","14200","46474","670271250","229600000000","16000000"
"011930","신성이엔지","2870","-20","-0.69","2905","2910","2855","1149637","3300205815","582681043980","203024754"
"005390","신성통상","2670","10","0.38","2630","2820","2625","20945625","56661622675","383701401300","143708390"
"004170","신세계","318500","1000","0.31","316500","322000","314500","80891","25731748500","3135690148500","9845181"
"035510","신세계 I&C","174500","0","0.00","175000","175500","172500","5190","904208500","300140000000","1720000"
"034300","신세계건설","46600","-100","-0.21","47000","48000","46500","46000","2165740250","186400000000","4000000"
"031430","신세계인터내셔날","224000","-5500","-2.40","229500","230000","223500","48815","10977701500","1599360000000","7140000"
"031440","신세계푸드","109000","4500","4.31","106000","112000","106000","68147","7424570500","422100320000","3872480"
"006880","신송홀딩스","5740","230","4.17","5600","5800","5560","67724","383729160","67897644920","11828858"
"005800","신영와코루","127500","-1000","-0.78","128500","129000","127500","781","100167000","114750000000","900000"
"001720","신영증권","64400","100","0.16","65500","65800","64400","9612","623610700","604473662800","9386237"
"001725","신영증권우","65100","300","0.46","65400","65400","64700","4470","290327300","459199971300","7053763"
"009270","신원","2030","10","0.50","2030","2080","2015","2820394","5757257940","172636272970","85042499"
"009275","신원우","53300","-800","-1.48","54700","54700","53100","3289","176650000","4836442000","90740"
"002700","신일전자","2055","0","0.00","2070","2070","2040","1482969","3036513790","146002655655","71047521"
"019170","신풍제약","65700","200","0.31","65500","68000","64900","994706","65978037400","3481113843000","52984990"
"019175","신풍제약우","76600","-200","-0.26","76900","78800","76000","11520","890797500","168520000000","2200000"
"002870","신풍제지","3445","-35","-1.01","3480","3480","3410","206404","711087570","120432721500","34958700"
"293940","신한알파리츠","8750","80","0.92","8730","8770","8680","141889","1235995330","457888576250","52330123"
"055550","신한지주","42600","-250","-0.58","42900","43100","42500","1088401","46480470000","22007141000400","516599554"
"001770","신화실업","30050","-50","-0.17","30100","30550","30000","9209","277723400","36507083900","1214878"
"004080","신흥","14600","150","1.04","14400","14650","14300","5990","86441600","138700000000","9500000"
"102280","쌍방울","691","5","0.73","691","704","688","7469669","5191617939","167274019171","242075281"
"003410","쌍용C&E","7790","0","0.00","7840","7870","7790","935008","7304334680","3925066245050","503859595"
"003620","쌍용차","2770","0","0.00","0","0","0","0","0","415056805540","149840002"
"004770","써니전자","3620","10","0.28","3615","3655","3580","443030","1599514815","126138939820","34845011"
"015540","쎌마테라퓨틱스","6410","0","0.00","0","0","0","0","0","86229499400","13452340"
"004920","씨아이테크","1810","-110","-5.73","1920","1945","1730","1787099","3229371120","72312611390","39951719"
"112610","씨에스윈드","78500","-1200","-1.51","79600","82900","76700","1682915","132570529200","3310455135500","42171403"
"008700","아남전자","2990","175","6.22","2825","3055","2790","13377385","39674485560","230603211800","77124820"
"002790","아모레G","78300","-1300","-1.63","79000","79500","77300","246669","19269083500","6456475494000","82458180"
"00279K","아모레G3우(전환)","51500","-600","-1.15","52200","52400","51200","10344","533910600","365248300000","7092200"
"002795","아모레G우","27750","-850","-2.97","28900","29000","27500","87444","2442748950","178814617500","6443770"
"090430","아모레퍼시픽","280000","-5000","-1.75","283000","283500","278500","212541","59593532000","16368377200000","58458490"
"090435","아모레퍼시픽우","100500","-2500","-2.43","103000","103000","100500","44355","4487888500","1061061915000","10557830"
"002030","아세아","137500","-500","-0.36","137500","138000","136000","2556","349961500","301265800000","2191024"
"183190","아세아시멘트","137500","-2500","-1.79","140000","142000","134500","20328","2776697000","535673737500","3895809"
"002310","아세아제지","56000","-500","-0.88","56500","56900","54900","63617","3543978100","501564112000","8956502"
"012170","아센디오","3195","30","0.95","3175","3225","3000","99826","314047445","202911881220","63509196"
"267850","아시아나IDT","24350","0","0.00","0","0","0","0","0","270285000000","11100000"
"020560","아시아나항공","17200","0","0.00","0","0","0","0","0","1279882340800","74411764"
"122900","아이마켓코리아","11150","250","2.29","10900","11300","10800","302195","3364322600","372731566000","33428840"
"010780","아이에스동서","59100","-600","-1.01","59700","59900","58000","150171","8814785400","1825753014600","30892606"
"001780","알루코","5320","110","2.11","5260","5430","5220","3113568","16650726830","443424191840","83350412"
"018250","애경산업","29350","-250","-0.84","29900","30200","29150","198475","5861354300","775131592250","26409935"
"161000","애경유화","12950","-100","-0.77","13000","13100","12700","366889","4718397150","414918000000","32040000"
"011090","에넥스","3385","145","4.48","3300","3685","3270","46248928","159237627955","203071704785","59991641"
"005850","에스엘","31950","150","0.47","32100","32250","31200","253667","8053032200","1540094700150","48203277"
"012750","에스원","81300","-300","-0.37","81100","81900","81100","44268","3610009000","3089333171400","37999178"
"023960","에쓰씨엔지니어링","4550","-10","-0.22","4560","4595","4460","269365","1213686095","131179170850","28830587"
"298690","에어부산","3575","0","0.00","0","0","0","0","0","293400250000","82070000"
"140910","에이리츠","16050","700","4.56","15200","16700","15200","367831","5917113350","67689109500","4217390"
"078520","에이블씨엔씨","9070","-70","-0.77","9200","9250","8960","192053","1744228260","245193473130","27033459"
"015260","에이엔피","1605","75","4.90","1525","1635","1525","1267814","2021895815","35031386445","21826409"
"007460","에이프로젠 KIC","2160","-10","-0.46","2155","2230","2155","4313004","9433820315","415401151680","192315348"
"003060","에이프로젠제약","1215","5","0.41","1210","1225","1205","1150572","1399439010","484269556905","398575767"
"244920","에이플러스에셋","9000","50","0.56","8950","9200","8950","198814","1801527440","203469237000","22607693"
"036570","엔씨소프트","851000","-3000","-0.35","854000","859000","846000","50365","43007412134","18682872722000","21954022"
"138250","엔에스쇼핑","14350","50","0.35","14450","14750","14200","94012","1360024000","483537600000","33696000"
"380440","엔에이치스팩19호","2195","15","0.69","2220","2225","2165","637187","1397294780","112581550000","51290000"
"085310","엔케이","1290","-15","-1.15","1305","1310","1280","521632","673057565","103178524080","79983352"
"009810","엔케이물산","654","4","0.62","650","661","647","700577","458843515","51953243340","79439210"
"900140","엘브이엠씨홀딩스","3735","85","2.33","3650","3765","3605","629928","2337245165","371465534295","99455297"
"014440","영보화학","5020","0","0.00","5020","5050","4965","124787","625222305","100400000000","20000000"
"111770","영원무역","45900","-300","-0.65","46200","46750","45800","137833","6358965500","2033896381200","44311468"
"009970","영원무역홀딩스","49550","-850","-1.69","50200","50400","49450","17084","849641950","675643583600","13635592"
"003520","영진약품","6210","-20","-0.32","6240","6250","6200","518129","3221080900","1135763859510","182892731"
"000670","영풍","692000","-11000","-1.56","703000","704000","688000","3180","2206269000","1274691680000","1842040"
"006740","영풍제지","7070","30","0.43","7040","7110","6980","153779","1083410800","156954000000","22200000"
"012280","영화금속","2005","-70","-3.37","2035","2040","1990","5517881","11062608355","107055982525","53394505"
"012160","영흥","1195","-15","-1.24","1210","1215","1185","725066","869539735","117370390500","98217900"
"015360","예스코홀딩스","39100","0","0.00","39100","39450","38650","1546","60200200","234600000000","6000000"
"007310","오뚜기","546000","-2000","-0.36","548000","550000","544000","10111","5520005000","2004901626000","3671981"
"002630","오리엔트바이오","1700","10","0.59","1690","1700","1665","1056060","1779512580","201591108500","118583005"
"271560","오리온","118500","0","0.00","119000","120000","118500","83076","9895278000","4685031642000","39536132"
"001800","오리온홀딩스","17550","-50","-0.28","17800","17850","17350","264717","4651498750","1099427156100","62645422"
"070960","용평리조트","5710","10","0.18","5710","5930","5680","843230","4873717140","274841331430","48133333"
"316140","우리금융지주","11350","100","0.89","11250","11400","11200","2267203","25657348650","8197738202050","722267683"
"033660","우리금융캐피탈","11850","200","1.72","11700","11950","11600","136948","1610949200","681918796500","57545890"
"118000","우리들휴브레인","1975","-10","-0.50","1975","1995","1960","388163","766637920","105781316000","53560160"
"010050","우리종금","923","8","0.87","915","923","910","7282476","6679597539","806889743738","874203406"
"006980","우성사료","37950","200","0.53","38000","38050","37550","18776","710636350","117265500000","3090000"
