종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"001527","동양2우B","27550","-1450","-5.00","31100","32500","27100","104678","3020893400","8501075950","308569"
"001529","동양3우B","73000","-5900","-7.48","85500","88500","58400","66802","5009278300","6549706000","89722"
"084670","동양고속","23900","0","0.00","23900","24100","23750","7269","173943400","69204099100","2895569"
"082640","동양생명","5520","100","1.85","5400","5680","5390","383893","2135351110","890699389200","161358585"
"001525","동양우","13200","1000","8.20","14050","15700","13200","282648","3950460800","8154049200","617731"
"008970","동양철관","1635","15","0.93","1565","1690","1550","5202204","8470851575","194377449150","118885290"
"092780","동양피스톤","5710","0","0.00","5710","5780","5610","41292","233945360","75191906600","13168460"
"049770","동원F&B","231000","2500","1.09","230000","233500","224500","14235","3270306000","891457644000","3859124"
"018500","동원금속","1130","20","1.80","1110","1135","1100","346593","387967780","52833074290","46754933"
"006040","동원산업","293000","8500","2.99","284500","293500","284000","3316","963311500","1077548813000","3677641"
"030720","동원수산","9260","-30","-0.32","9280","9280","9150","56956","524375770","43094234300","4653805"
"014820","동원시스템즈","44300","1650","3.87","43350","44500","42800","33994","1494621600","1134900037300","25618511"
"014825","동원시스템즈우","45950","2650","6.12","43300","46000","42000","6093","271082200","12193200100","265358"
"163560","동일고무벨트","9920","290","3.01","9680","9930","9680","50891","499516890","137888000000","13900000"
"004890","동일산업","101000","1500","1.51","100000","102500","99000","4502","450407400","244946715000","2425215"
"002690","동일제강","4725","-15","-0.32","4740","4845","4720","712020","3407273590","70875000000","15000000"
"000020","동화약품","14950","-50","-0.33","15000","15150","14850","106804","1598173850","417575476500","27931470"
"000150","두산","71800","2300","3.31","69500","72600","69200","165481","11802485500","1186411353000","16523835"
"000157","두산2우B","77300","0","0.00","77300","79100","76600","3449","268793000","69031837400","893038"
"241560","두산밥캣","50000","2000","4.17","48650","50000","48100","290408","14238030300","5012458300000","100249166"
"000155","두산우","50100","1750","3.62","48450","50200","48300","37115","1843854700","200222746200","3996462"
"042670","두산인프라코어","10350","0","0.00","10300","10450","10250","1654477","17138494300","2307724233750","222968525"
"034020","두산중공업","12600","100","0.80","12500","12700","12450","1422357","17894542550","5323265451000","422481385"
"336260","두산퓨얼셀","39600","700","1.80","39200","39750","38550","421866","16593734800","2593551549600","65493726"
"33626K","두산퓨얼셀1우","14800","150","1.02","14600","14900","14550","25028","369984250","197790160000","13364200"
"33626L","두산퓨얼셀2우B","17700","150","0.85","17850","18000","17650","6299","112275500","52857510000","2986300"
"016740","두올","4980","25","0.50","5000","5050","4930","806904","4023204335","134792066400","27066680"
"192650","드림텍","9920","110","1.12","10100","10200","9920","314887","3160966820","647625721920","65284851"
"024090","디씨엠","16800","0","0.00","16650","16950","16500","54180","908550250","196560000000","11700000"
"003160","디아이","6920","60","0.87","6860","6950","6860","82326","569090120","217957752200","31496785"
"092200","디아이씨","5220","-180","-3.33","5290","5300","5060","1532298","7922077920","202998330180","38888569"
"013570","디와이","6050","50","0.83","5990","6070","5940","184353","1109352150","159233779650","26319633"
"210540","디와이파워","19200","200","1.05","19200","19600","18750","229610","4398207450","212000793600","11041708"
"007340","디티알오토모티브","36650","900","2.52","35950","36750","35800","30199","1098164350","366280283250","9994005"
"026890","디피씨","14000","200","1.45","13950","14050","13750","686012","9518673350","583494450000","41678175"
"115390","락앤락","13900","400","2.96","13600","13900","13550","47574","658644600","736806168200","53007638"
"032350","롯데관광개발","20050","650","3.35","19500","20150","19500","1196493","23827559500","1388977023100","69275662"
"330590","롯데리츠","5580","30","0.54","5560","5580","5540","356221","1980066920","1355766372720","242968884"
"000400","롯데손해보험","2030","5","0.25","2025","2040","2000","672204","1355909360","629982729600","310336320"
"023530","롯데쇼핑","115500","-1500","-1.28","115500","117000","115500","92091","10685773500","3267351202500","28288755"
"004000","롯데정밀화학","60700","0","0.00","60700","61200","60200","141849","8604305000","1566060000000","25800000"
"286940","롯데정보통신","39400","-350","-0.88","39750","40000","39400","45667","1811577100","606615441400","15396331"
"280360","롯데제과","151000","2500","1.68","147500","151000","145000","11740","1741111000","968924267000","6416717"
"004990","롯데지주","37700","100","0.27","38000","38450","37550","365314","13830737950","3955078234900","104909237"
"00499K","롯데지주우","63400","-500","-0.78","63400","63500","63100","3163","200348800","62615298200","987623"
"005300","롯데칠성","161500","3500","2.22","156000","163500","156000","47720","7711682000","1449482364500","8975123"
"005305","롯데칠성우","84600","900","1.08","83600","85700","83600","2459","207459900","65591226000","775310"
"011170","롯데케미칼","284500","8500","3.08","276000","286500","276000","179764","50741067500","9751356705500","34275419"
"002270","롯데푸드","424000","5500","1.31","415500","424000","415500","3319","1390827500","479912880000","1131870"
"071840","롯데하이마트","40400","200","0.50","40250","41100","40200","75423","3068998100","953751564800","23607712"
"027740","마니커","753","4","0.53","749","756","743","888995","666699815","149449863282","198472594"
"204320","만도","67300","1800","2.75","65400","67500","65400","706895","47128728700","3160214176000","46957120"
"001080","만호제강","22800","150","0.66","22650","23100","22450","39210","891237900","94620000000","4150000"
"088980","맥쿼리인프라","12050","-50","-0.41","12050","12100","12000","1503520","18095122350","4484919444250","372192485"
"094800","맵스리얼티1","4775","25","0.53","4735","4775","4735","78446","373835370","443283930525","92834331"
"138040","메리츠금융지주","16950","400","2.42","16550","17400","16550","1283721","21752025550","2271491433300","134011294"
"008560","메리츠증권","4345","140","3.33","4190","4370","4180","5722963","24644467845","2946103995560","678044648"
"000060","메리츠화재","17600","0","0.00","17300","18100","17300","1481918","26032264950","2123000000000","120625000"
"090370","메타랩스","1090","35","3.32","1060","1095","1040","417217","443165685","69921458430","64148127"
"017180","명문제약","5410","0","0.00","5400","5460","5360","134527","727743210","183688186140","33953454"
"009900","명신산업","27350","50","0.18","27150","27700","27150","115750","3167694450","1115308932000","40779120"
"012690","모나리자","5150","-40","-0.77","5080","5200","5080","221059","1134230720","188341963250","36571255"
"005360","모나미","5170","20","0.39","5170","5220","5110","194437","1005697050","97699077190","18897307"
"204210","모두투어리츠","4180","-40","-0.95","4265","4310","4090","37091","154756870","32716086700","7826815"
"009680","모토닉","12400","100","0.81","12300","12400","12150","37871","464891600","409200000000","33000000"
"009580","무림P&P","5570","-100","-1.76","5410","5640","5250","1142374","6176748640","347391564680","62368324"
"009200","무림페이퍼","2990","-45","-1.48","3000","3005","2950","307531","914968745","124411836900","41609310"
"033920","무학","8860","-310","-3.38","9040","9140","8790","190925","1693614050","252510000000","28500000"
"008420","문배철강","5590","70","1.27","5540","5780","5370","1090216","6091622580","114614592950","20503505"
"025560","미래산업","15350","0","0.00","15350","15500","15150","19981","305957950","57295179750","3732585"
"007120","미래아이앤지","542","-4","-0.73","547","550","537","1040348","563217987","70180408216","129484148"
"357250","미래에셋맵스리츠","5020","0","0.00","5010","5030","5010","25995","130568580","100902000000","20100000"
"085620","미래에셋생명","4140","-65","-1.55","4165","4215","4090","285899","1180895975","732847022460","177016189"
"006800","미래에셋증권","10250","280","2.81","10050","10250","10000","1643074","16712564950","6511993182000","635316408"
"00680K","미래에셋증권2우B","4960","75","1.54","4885","4960","4850","335874","1656860485","694400000000","140000000"
"006805","미래에셋증권우","6770","90","1.35","6680","6860","6540","103955","702504700","95292827500","14075750"
"002840","미원상사","210500","-1500","-0.71","212000","215000","206000","4659","980458000","1046185000000","4970000"
"268280","미원에스씨","170500","0","0.00","171500","174500","169500","1798","306943000","869550000000","5100000"
"107590","미원홀딩스","126500","-1500","-1.17","127500","132000","124500","2811","358508000","293480000000","2320000"
"134380","미원화학","75400","-500","-0.66","75300","75400","75300","1277","96161500","165824807200","2199268"
"003650","미창석유","85700","2100","2.51","83600","85900","83100","5222","443180300","149089890400","1739672"
"155900","바다로19호","2610","-5","-0.19","2610","2620","2590","24208","62932315","39672010440","15200004"
"003610","방림","2935","-25","-0.84","3080","3080","2910","761270","2267493390","124191854150","42314090"
"001340","백광산업","5580","260","4.89","5320","5580","5270","2007726","10935413800","250644711060","44918407"
"035150","백산","9660","-100","-1.02","9700","9760","9270","522136","4975453010","233772000000","24200000"
"002410","범양건영","4035","15","0.37","4000","4050","3980","108769","437996020","100197047370","24831982"
"096300","베트남개발1","233","-2","-0.85","235","235","230","527618","122327350","32079489163","137680211"
"007210","벽산","4260","220","5.45","4100","4330","4075","1948945","8205306565","292065600000","68560000"
"002760","보락","2430","30","1.25","2405","2430","2330","1150521","2748406005","145557000000","59900000"
"003850","보령제약","22350","200","0.90","22150","22500","22000","238760","5316575950","1164882000000","52120000"
"000890","보해양조","1190","40","3.48","1160","1200","1155","5659995","6681577665","162775315010","136785979"
"003000","부광약품","20800","500","2.46","20500","20850","20400","349538","7232436550","1478111419200","71063049"
"001270","부국증권","25150","100","0.40","25050","25300","24800","6604","165359700","260802632900","10369886"
"001275","부국증권우","22200","100","0.45","22000","22400","22000","1200","26668600","66600000000","3000000"
"026940","부국철강","4925","65","1.34","4860","5030","4860","346613","1714717890","98500000000","20000000"
"015350","부산가스","64600","3700","6.08","60900","72500","60900","344430","23445643900","710600000000","11000000"
"011390","부산산업","139500","4000","2.95","137500","140500","135500","14400","1978884500","147312000000","1056000"
"005030","부산주공","568","-6","-1.05","574","577","564","326627","185668947","32290525656","56849517"
"002070","비비안","3690","120","3.36","3530","3720","3530","632477","2320193335","102604970250","27806225"
"100220","비상교육","8900","390","4.58","8640","9000","8450","305749","2687425940","115670994900","12996741"
"030790","비케이탑스","8110","-400","-4.70","8500","8730","7910","388594","3165510200","106466855390","13127849"
"005180","빙그레","61600","-700","-1.12","62100","62900","60900","80950","4988127600","606836445600","9851241"
"003960","사조대림","21450","850","4.13","23350","23350","21450","556925","12267604900","196577817150","9164467"
"008040","사조동아원","1380","-5","-0.36","1400","1415","1370","1678850","2324907585","194779548000","141144600"
"007160","사조산업","50300","0","0.00","52000","52100","49800","37533","1899432200","251500000000","5000000"
"014710","사조씨푸드","6270","110","1.79","6290","6300","6190","164181","1023999730","107960264610","17218543"
"006090","사조오양","11300","100","0.89","11450","11600","11050","123536","1399244700","106476950700","9422739"
"001470","삼부토건","2725","0","0.00","2750","2755","2700","901006","2448041670","374813852800","137546368"
"006400","삼성SDI","631000","8000","1.28","629000","631000","617000","183687","115068291000","43390418430000","68764530"
"006405","삼성SDI우","414000","-2500","-0.60","416500","417500","410000","4271","1769252000","669808944000","1617896"
"006660","삼성공조","16800","350","2.13","16450","16950","15250","185245","2999904950","136522075200","8126314"
"028260","삼성물산","139500","-500","-0.36","141000","141500","139000","392753","54908516500","26070747799500","186887081"
"02826K","삼성물산우B","136500","0","0.00","135500","137500","135000","6509","885098500","222143512500","1627425"
"207940","삼성바이오로직스","894000","20000","2.29","888000","917000","875000","399446","357485584000","59151510000000","66165000"
"032830","삼성생명","86100","700","0.82","85800","86600","85400","319364","27446317200","17220000000000","200000000"
"018260","삼성에스디에스","180500","1000","0.56","180000","181000","179500","87296","15742490000","13966692900000","77377800"
"028050","삼성엔지니어링","19550","800","4.27","18900","19750","18800","3978098","76851527750","3831800000000","196000000"
"009150","삼성전기","165000","500","0.30","163500","166000","162500","558881","92097352000","12324459840000","74693696"
"009155","삼성전기우","105500","1000","0.96","104500","106500","103000","10169","1070555500","306686812000","2906984"
"005930","삼성전자","79600","0","0.00","79600","80000","79100","17494407","1393769049380","475194690980000","5969782550"
"005935","삼성전자우","73600","-300","-0.41","73600","73900","73500","820313","60459961100","60564461120000","822886700"
"001360","삼성제약","8690","220","2.60","8380","8760","8270","10903601","93568239070","582498946810","67030949"
"010140","삼성중공업","5970","30","0.51","5960","6010","5870","4204263","24937722710","3761100000000","630000000"
"010145","삼성중공우","300000","0","0.00","300500","300500","299000","909","272232500","34453500000","114845"
"016360","삼성증권","45500","600","1.34","45050","45850","45000","426775","19423988750","4063150000000","89300000"
"068290","삼성출판사","43400","-300","-0.69","43450","45800","43250","674574","30046349450","434000000000","10000000"
"029780","삼성카드","33050","150","0.46","32800","33500","32800","261041","8682592100","3829136347550","115858891"
"000810","삼성화재","211000","-500","-0.24","212000","213000","208000","100889","21150900500","9996090607000","47374837"
"000815","삼성화재우","164500","-1000","-0.60","166000","166000","163500","12241","2011956500","525084000000","3192000"
"006110","삼아알미늄","13100","50","0.38","13050","13650","13000","587043","7845512700","144100000000","11000000"
"145990","삼양사","63500","-1200","-1.85","64000","64500","62900","69195","4395534900","654904011500","10313449"
"145995","삼양사우","48400","-450","-0.92","48900","48900","48000","1899","91974300","17911388000","370070"
"003230","삼양식품","87900","-6000","-6.39","91500","91600","87500","297048","26241671500","662152018500","7533015"
"002170","삼양통상","80100","-7100","-8.14","84700","85300","79400","40217","3254443300","240300000000","3000000"
"272550","삼양패키징","29500","-150","-0.51","29150","30150","28800","62207","1839626650","419189218000","14209804"
"000070","삼양홀딩스","119000","4000","3.48","118000","120000","114500","96676","11375485000","1019148249000","8564271"
"000075","삼양홀딩스우","77100","2300","3.07","77500","78100","76700","1219","93697100","23442871800","304058"
"002810","삼영무역","17450","0","0.00","17450","17550","17200","13356","232171450","322248242600","18466948"
"005680","삼영전자","13500","550","4.25","13050","13600","12800","331556","4408718100","270000000000","20000000"
"003720","삼영화학","2755","-25","-0.90","2780","2820","2730","218519","603054040","93670000000","34000000"
"023000","삼원강재","3810","85","2.28","3690","3870","3690","140711","531828495","152400000000","40000000"
"004380","삼익THK","14000","0","0.00","14150","14350","13900","61534","863382800","294000000000","21000000"
"002450","삼익악기","1795","10","0.56","1790","1810","1785","606401","1088629655","162502992425","90530915"
"004440","삼일씨엔에스","15500","700","4.73","14850","15700","14400","112489","1692687350","197345178500","12731947"
"000520","삼일제약","9300","40","0.43","9260","9350","9110","55734","514877990","124721016600","13410862"
"009770","삼정펄프","35000","-100","-0.28","35100","35850","34650","11033","386919050","87498985000","2499971"
"005500","삼진제약","25900","-350","-1.33","26200","26300","25750","52161","1352355650","360010000000","13900000"
"004690","삼천리","91000","3600","4.12","88200","91800","88000","35876","3234159600","369007275000","4055025"
"010960","삼호개발","6280","160","2.61","6140","6310","6120","529212","3295993210","157000000000","25000000"
"004450","삼화왕관","41750","100","0.24","41700","41750","41200","1541","64015900","89945323250","2154379"
"009470","삼화전기","32350","-150","-0.46","33150","38500","32000","1603617","56120794550","213957077000","6613820"
"011230","삼화전자","3855","-15","-0.39","3900","4250","3810","296577","1177353905","40315358700","10457940"
"001820","삼화콘덴서","58800","-900","-1.51","59600","60100","58500","154662","9127728200","611226000000","10395000"
"000390","삼화페인트","12900","100","0.78","12700","13200","12700","100521","1296544300","350924750100","27203469"
"001290","상상인증권","1295","-40","-3.00","1355","1355","1290","1232071","1616620200","125478328290","96894462"
"041650","상신브레이크","4565","10","0.22","4540","4605","4505","101827","464358595","98017169250","21471450"
"075180","새론오토모티브","6010","0","0.00","6010","6060","6010","5503","33164110","115392000000","19200000"
"007540","샘표","57400","400","0.70","56500","58100","55800","15436","882515800","165070920000","2875800"
"248170","샘표식품","57500","800","1.41","56400","57800","55600","53260","3023469700","262676445000","4568286"
"007860","서연","19650","-300","-1.50","20050","20100","19450","525369","10324352750","461378934600","23479844"
"200880","서연이화","9290","-20","-0.21","9220","9400","9200","188436","1753260380","251094179730","27028437"
"017390","서울가스","140000","32000","29.63","108000","140000","108000","94126","12634176000","700000000000","5000000"
"004410","서울식품","352","5","1.44","345","358","337","16524176","5749572310","129523992576","367965888"
"004415","서울식품우","5510","10","0.18","5500","5630","5500","9480","52485100","12256995000","2224500"
"021050","서원","2725","20","0.74","2740","2770","2700","433094","1183561615","129368257750","47474590"
"008490","서흥","58200","-200","-0.34","58500","58900","57500","55758","3238328700","673322376600","11569113"
"007610","선도전기","3915","80","2.09","3785","3920","3780","183100","708690065","70470000000","18000000"
"136490","선진","17650","300","1.73","17400","18000","16950","305139","5383686550","419710010600","23779604"
"014910","성문전자","2395","70","3.01","2325","2395","2300","351576","836586075","46671022515","19486857"
"014915","성문전자우","11150","250","2.29","10800","11150","10400","32400","350458400","6690000000","600000"
"003080","성보화학","5070","0","0.00","5100","5120","5010","110268","557928240","101501400000","20020000"
"004980","성신양회","12600","1800","16.67","11100","12700","11100","4962581","60193438050","308902519800","24516073"
"004985","성신양회우","18900","1100","6.18","17900","18900","17900","91098","1686758750","13903690500","735645"
"011300","성안","787","0","0.00","0","0","0","0","0","44747135820","56857860"
"000180","성창기업지주","3220","5","0.16","3205","3320","3135","1740957","5651347200","224600152000","69751600"
"002420","세기상사","6160","0","0.00","0","0","0","0","0","25107667200","4075920"
"004360","세방","14500","300","2.11","14150","14550","14000","110481","1577489600","279976005000","19308690"
"004365","세방우","8510","-210","-2.41","8370","8530","8370","8813","74886410","31395517500","3689250"
"004490","세방전지","91200","4900","5.68","88000","91800","84400","228554","20339955700","1276800000000","14000000"
"001430","세아베스틸","34500","3300","10.58","31150","34900","31050","1348855","45359199100","1237243105500","35862119"
"306200","세아제강","119500","8000","7.17","112500","121000","112000","43558","5112903000","338937850000","2836300"
"003030","세아제강지주","75600","2900","3.99","73900","76000","71000","9721","728448300","313109269200","4141657"
"019440","세아특수강","17600","800","4.76","16800","18050","16800","81138","1423569950","150832000000","8570000"
"058650","세아홀딩스","112000","5000","4.67","109000","113500","109000","3022","334280000","448000000000","4000000"
"013000","세우글로벌","2470","0","0.00","0","0","0","0","0","70901426570","28705031"
"091090","세원이앤씨","1745","5","0.29","1740","1760","1720","259066","452120725","123696780215","70886407"
"021820","세원정공","8090","0","0.00","0","0","0","0","0","80900000000","10000000"
"067830","세이브존I&C","4115","35","0.86","4120","4150","4065","144435","592410690","168883282925","41040895"
"033530","세종공업","8210","30","0.37","8160","8240","8160","59902","491259470","228410089810","27820961"
"075580","세진중공업","6820","150","2.25","6880","6910","6680","548496","3733743630","387713289920","56849456"
"027970","세하","2120","-40","-1.85","2150","2160","2060","767235","1617985705","122033553640","57562997"
"145210","세화아이엠씨","636","-11","-1.70","639","647","623","2186479","1386619592","100238570340","157607815"
"308170","센트랄모텍","26950","50","0.19","26700","27400","26700","49186","1329509750","232039500000","8610000"
"012600","센트럴인사이트","2490","0","0.00","0","0","0","0","0","33838831080","13589892"
"068270","셀트리온","272000","2500","0.93","265000","273500","263500","439224","118443630500","37513297248000","137916534"
"336370","솔루스첨단소재","52300","-2000","-3.68","54200","55800","51100","1040971","55730585100","1599844343400","30589758"
"33637K","솔루스첨단소재1우","17750","-800","-4.31","18700","18800","17600","76429","1393082000","130753600000","7366400"
"33637L","솔루스첨단소재2우B","29850","-1100","-3.55","30850","32000","29850","12783","389317900","49134592500","1646050"
"248070","솔루엠","24100","50","0.21","24050","24300","23850","270957","6519640300","1189067128500","49338885"
"004430","송원산업","18900","350","1.89","18550","19100","18400","210363","3969116600","453600000000","24000000"
"017550","수산중공업","5470","-120","-2.15","5620","5740","5420","1353384","7542657090","295298841610","53985163"
"053210","스카이라이프","9300","-300","-3.13","9560","9640","9200","341080","3199309460","444744283800","47821966"
"134790","시디즈","79700","2100","2.71","77200","85700","77200","33510","2731540800","159400000000","2000000"
"016590","신대양제지","90500","0","0.00","87700","90600","85300","35213","3100541300","364695271000","4029782"
"029530","신도리코","32400","100","0.31","32550","32550","32000","24021","776042400","326592939600","10080029"
"004970","신라교역","12800","400","3.23","12400","13000","12350","94157","1196312200","204800000000","16000000"
"011930","신성이엔지","2775","-90","-3.14","2855","2860","2725","4092955","11297734135","563312862150","202995626"
"005390","신성통상","1840","-60","-3.16","1890","1905","1835","1853617","3457001660","264423437600","143708390"
"004170","신세계","311500","-7000","-2.20","316000","320500","309000","93459","29255374000","3066773881500","9845181"
"035510","신세계 I&C","170000","-5500","-3.13","174500","174500","169000","17670","3017081000","292400000000","1720000"
"034300","신세계건설","45500","350","0.78","45850","46200","45400","14219","648861050","182000000000","4000000"
"031430","신세계인터내셔날","228000","-5000","-2.15","229000","231500","224500","56932","12930517000","1627920000000","7140000"
"031440","신세계푸드","97700","-1500","-1.51","99200","99400","97000","35858","3508886900","378341296000","3872480"
"006880","신송홀딩스","5520","20","0.36","5560","5600","5390","42101","231155810","65295296160","11828858"
"005800","신영와코루","121000","-3500","-2.81","124500","129000","120500","1797","222017500","108900000000","900000"
"001720","신영증권","63000","1600","2.61","61600","63700","61500","10183","638581900","591332931000","9386237"
"001725","신영증권우","62800","800","1.29","62000","63000","61500","3809","237551600","442976316400","7053763"
"009270","신원","1830","55","3.10","1780","1830","1760","1084019","1952758305","155627773170","85042499"
"009275","신원우","62400","-1600","-2.50","65000","67500","58800","12404","769717300","5662176000","90740"
"002700","신일전자","1965","-15","-0.76","1990","2005","1890","6611055","12759989340","139608378765","71047521"
"019170","신풍제약","69200","1900","2.82","67400","72400","67400","1843676","128463399800","3666561308000","52984990"
"019175","신풍제약우","86200","1700","2.01","85500","92900","83900","51800","4551659400","189640000000","2200000"
"002870","신풍제지","3270","70","2.19","3260","3325","3160","157020","510655195","114314949000","34958700"
"293940","신한알파리츠","8250","50","0.61","8170","8250","8170","73540","603485170","431723514750","52330123"
"055550","신한지주","41300","250","0.61","41450","41800","41150","1396877","57887243900","21335561580200","516599554"
"001770","신화실업","32250","-950","-2.86","33200","33300","32050","8128","264594200","39179815500","1214878"
"004080","신흥","15100","-550","-3.51","15500","15650","15000","25952","394027200","143450000000","9500000"
"102280","쌍방울","640","7","1.11","635","643","631","1726279","1102175446","153905815680","240477837"
"003410","쌍용C&E","7670","80","1.05","7550","7670","7550","726398","5539424350","3864603093650","503859595"
"003620","쌍용차","2770","0","0.00","0","0","0","0","0","415056805540","149840002"
"004770","써니전자","3510","60","1.74","3410","3560","3410","327161","1136818090","122305988610","34845011"
"015540","쎌마테라퓨틱스","6410","0","0.00","0","0","0","0","0","86229499400","13452340"
"004920","씨아이테크","1725","70","4.23","1680","1740","1650","422096","712519475","68916715275","39951719"
"112610","씨에스윈드","69500","100","0.14","69500","70500","69500","199936","13960718500","2930912508500","42171403"
"008700","아남전자","2730","-10","-0.36","2725","2755","2720","403032","1101205305","210550758600","77124820"
"002790","아모레G","76100","900","1.20","76300","76500","74800","140753","10674597600","6275067498000","82458180"
"00279K","아모레G3우(전환)","49600","-100","-0.20","49650","50000","49600","7669","381474950","351773120000","7092200"
"002795","아모레G우","26700","-300","-1.11","27150","27200","26700","66670","1795105900","172048659000","6443770"
"090430","아모레퍼시픽","294000","-500","-0.17","299000","299000","290500","284063","83297514109","17186796060000","58458490"
"090435","아모레퍼시픽우","107000","2000","1.90","105000","109000","104000","72007","7754913500","1129687810000","10557830"
"002030","아세아","141000","3500","2.55","137500","142000","137000","4753","661608000","308934384000","2191024"
"183190","아세아시멘트","142500","7000","5.17","141500","143500","134500","42176","5881904500","555152782500","3895809"
"002310","아세아제지","57400","-100","-0.17","57600","58100","56400","51556","2943025000","514103214800","8956502"
"012170","아센디오","2810","-10","-0.35","2850","2875","2780","100082","281773950","178460840760","63509196"
"267850","아시아나IDT","24600","250","1.03","24450","24650","24050","159702","3897342050","273060000000","11100000"
"020560","아시아나항공","15550","-100","-0.64","15700","15750","15400","737852","11447634550","1157102930200","74411764"
"122900","아이마켓코리아","11850","-400","-3.27","12200","12300","11850","449464","5399250250","396131754000","33428840"
"010780","아이에스동서","63700","300","0.47","62000","64000","60900","165765","10390484000","1967859002200","30892606"
"001780","알루코","4970","-40","-0.80","4980","5070","4955","1358684","6796721385","413540196510","83207283"
"018250","애경산업","27000","-50","-0.18","27050","27300","26850","200322","5412347200","713068245000","26409935"
"161000","애경유화","12600","150","1.20","12600","12850","12400","477795","6027408900","403704000000","32040000"
"011090","에넥스","2465","170","7.41","2295","2490","2280","10587614","25776871625","147879395065","59991641"
"005850","에스엘","29700","3350","12.71","27500","30000","27400","2401012","69652095600","1431637326900","48203277"
"012750","에스원","80200","300","0.38","80300","80800","79900","54207","4357079700","3047534075600","37999178"
"023960","에쓰씨엔지니어링","4270","35","0.83","4315","4345","4155","238553","1022778985","123106606490","28830587"
"298690","에어부산","3565","-35","-0.97","3600","3620","3560","361500","1293570140","292579550000","82070000"
"140910","에이리츠","17600","-400","-2.22","18100","20300","17050","870725","16365796300","74226064000","4217390"
"078520","에이블씨엔씨","8140","-60","-0.73","8200","8330","7980","144606","1177617640","220052356260","27033459"
"015260","에이엔피","1480","20","1.37","1450","1515","1450","187145","277211740","32303085320","21826409"
"007460","에이프로젠 KIC","2240","40","1.82","2180","2350","2165","30162459","68328653160","428765865920","191413333"
"003060","에이프로젠제약","1250","15","1.21","1230","1290","1220","6336739","7991008550","498219708750","398575767"
"244920","에이플러스에셋","8750","100","1.16","8650","8760","8200","316180","2692404220","197817313750","22607693"
"036570","엔씨소프트","823000","8000","0.98","818000","834000","816000","72893","59978874000","18068160106000","21954022"
"138250","엔에스쇼핑","13000","50","0.39","12950","13100","12700","57954","749594600","438048000000","33696000"
"085310","엔케이","1300","-5","-0.38","1285","1305","1265","1174946","1514208860","103978357600","79983352"
"009810","엔케이물산","590","4","0.68","590","590","578","711392","415158567","46869133900","79439210"
"900140","엘브이엠씨홀딩스","3585","-35","-0.97","3620","3690","3565","356227","1285150240","356547239745","99455297"
"014440","영보화학","4770","40","0.85","4710","4770","4680","118031","556595020","95400000000","20000000"
"111770","영원무역","49000","1900","4.03","47200","49950","47200","282454","13904906500","2171261932000","44311468"
"009970","영원무역홀딩스","52200","-600","-1.14","52900","53700","52100","30029","1581438400","711777902400","13635592"
"003520","영진약품","6270","110","1.79","6160","6280","6160","403256","2510577260","1146737423370","182892731"
"000670","영풍","721000","21000","3.00","700000","722000","700000","2728","1960543000","1328110840000","1842040"
"006740","영풍제지","6720","20","0.30","6700","6750","6600","60197","401624360","149184000000","22200000"
"012280","영화금속","2045","60","3.02","1975","2050","1970","1872823","3776910525","109191762725","53394505"
"012160","영흥","1225","0","0.00","1220","1250","1215","730685","897086605","118736283050","96927578"
"015360","예스코홀딩스","37850","-50","-0.13","37800","38450","37050","18051","679205550","227100000000","6000000"
"007310","오뚜기","553000","8000","1.47","549000","553000","543000","5570","3061846000","2030605493000","3671981"
"002630","오리엔트바이오","1630","-40","-2.40","1640","1660","1600","1837030","2975925680","193290298150","118583005"
"271560","오리온","119500","0","0.00","120500","121000","119000","93536","11223135500","4724567774000","39536132"
"001800","오리온홀딩스","17800","50","0.28","17700","18050","17700","164851","2945961150","1115088511600","62645422"
"070960","용평리조트","5250","-20","-0.38","5280","5360","5190","374140","1967419380","252699998250","48133333"
"316140","우리금융지주","11300","200","1.80","11150","11400","11100","2048082","23142135100","8161624817900","722267683"
"033660","우리금융캐피탈","11750","0","0.00","11700","11850","11700","47080","554160750","676164207500","57545890"
"118000","우리들휴브레인","2090","25","1.21","2070","2090","2020","523568","1072665435","111940734400","53560160"
"010050","우리종금","873","14","1.63","859","880","859","6044614","5262873669","763179573438","874203406"
"006980","우성사료","36700","300","0.82","36050","36700","35150","43909","1574643050","113403000000","3090000"
"017370","우신시스템","5110","10","0.20","5080","5140","5010","22561","114813060","93584815940","18314054"
"105840","우진","5280","-30","-0.56","5290","5380","5230","183642","973799070","106815688320","20230244"
"010400","우진아이엔에스","8670","-320","-3.56","8990","8990","8520","56277","490290690","66082740000","7622000"
"049800","우진플라임","4295","-130","-2.94","4410","4410","4150","289314","1238712340","85900000000","20000000"
"016880","웅진","2460","30","1.23","2430","2480","2405","675615","1645631020","195270691800","79378330"
"095720","웅진씽크빅","4055","75","1.88","4100","4125","3980","1764419","7151228395","468376769175","115505985"
"005820","원림","24300","0","0.00","24300","24400","23900","5183","125106400","55840671000","2297970"
"010600","웰바이오텍","3570","-25","-0.70","3595","3650","3405","674338","2385337085","205098474210","57450553"
"008600","윌비스","2290","45","2.00","2245","2350","2240","2021984","4608265050","150617678480","65771912"
"033270","유나이티드제약","57000","-400","-0.70","57400","58300","57000","177472","10192003200","925954854000","16244822"
